,content,,,,,,,,
2055,좀 어렵다.,,,,,,,,
2056,끝나면 여운이 남는영화,,,,,,,,
2057,어쨋건 근영이땜에 10점!!!!!!!!!!!!,,,,,,,,
2058,#NAME?,,,,,,,,
2059,무서움 ㅠㅠ 임수정진짜이쁘구 ㅋ 암튼좋아요!,,,,,,,,
2060,ost도 좋고 영상미도 뛰어나고,,,,,,,,
2061,무섭기 보단 무척이나 슬픈영화이다.. 복선이나 암시 찾는 재미도 쏠쏠하다,,,,,,,,
2062,슬프고 아름다운 영화....... 정말 아름답다......,,,,,,,,
2063,좋은영화라고 생각한다.무섭고 슬프면서 아름다운 영화 절대무섭기만한영화아님,,,,,,,,
2064,정말 아름답고 슬픈 영화. 공포영화라는 선입견은 버리고 볼 것.,,,,,,,,
2065,우리나라 최고의 호러물,,,,,,,,
2066,언제나 닭살돋는영화 우리나라의 최고의 작품 대중적이아닌 배우가 나와서좋다,,,,,,,,
2067,처음에는 이야기 스토리가 이해가 잘 되지않았지만 지금은 알고 재미있게본다,,,,,,,,
2068,2번 봤지만 잘 이해가 안간다. 감독판을 구해서 한번 더봐야겠다,,,,,,,,
2069,지나친 가위질 원판을 보고 싶다.,,,,,,,,
2070,어여쁜 미소녀 캐스팅의 승리,,,,,,,,
2071,넘 이뻐요,,,,,,,,
2072,슬픈이유는..잊혀지지않기때문에..,,,,,,,,
2073,뭐가 슬프다는건지 모르겠네..미술상을 받을만한 영화긴해요,,,,,,,,
2074,도대체 뭔 내용인지 모르겠다,,,,,,,,
2075,내가본 가장슬픈공포영화다,,,,,,,,
2076,또뽀꼬앂따,,,,,,,,
2077,공포물도 더이상 무섭지만은 않다..,,,,,,,,
2078,누가 뭐래도 넘 재미있고 슬프고 아름답게봤음!,,,,,,,,
2079,보기 무난함,,,,,,,,
2080,슬픈공포영화 같네요 ...주인공다 이쁘다 ㅋㅋ,,,,,,,,
2081,하하.. 이 작품은 한국형 공포영화의 진화라고 생각되는데 특히 색깔의 미,,,,,,,,
2082,한국에도 작지만 대단한 영화가 있다. `장화,,,,,,,,
2083,평론가라는 것들이 평론한거 반대로 생각하고 고르면 제대로된영화 볼수있음,,,,,,,,
2084,마지막에서 놀랐다,,,,,,,,
2085,시나리오 좋고 미쟝센 좋았음..한국 영화로서는 신선한 영화,,,,,,,,
2086,어제 2번째로 본건데..역시나 좋은영화이군요..디렉터스컷이 나왔으면 하는,,,,,,,,
2087,... 수정 누나가 너무 좋아요 ^^,,,,,,,,
2088,Nice.......,,,,,,,,
2089,마지막에 울게 만드는 영화,,,,,,,,
2090,우리나라 영화중 그나마 젤 좋았던거같음,,,,,,,,
2091,가족애와 자아상상속의세계의 조화..흥미로운 반전..흔치않은영화다,,,,,,,,
2092,알포인트처럼 다각도 해석이 가능한 영화군여..,,,,,,,,
2093,한국 호러,,,,,,,,
2094,멈출수없는 긴장감....... 강력추천! 염정아의 연기도 추천한다,,,,,,,,
2095,공포감은 없었지만 따뜻한 가족애를 느낄수 있는 영화 ^^ㅋ,,,,,,,,
2096,이거 꽤 괜찮았던것같아요.,,,,,,,,
2097,한국 공포영화를 새로운 시선으로 볼 수 있게 해주었다. 정말 멋진 영화,,,,,,,,
2098,수정누나 너너무이뻐요,,,,,,,,
2099,아름다워서 슬픈,,,,,,,,
2100,처음에는 별거 없다고 생각했는데..생각하면 생각할수록 섬짓한공포영화,,,,,,,,
2101,q보아,,,,,,,,
2102,대단했다,,,,,,,,
2103,good,,,,,,,,
2104,무섭고 슬프면서 아름다운 영화. 정말 장화,,,,,,,,
2105,한국영화에 이만한 반전은 정말 놀라웠다.,,,,,,,,
2106,이해가안가기도하고 반전의묘미도별로,,,,,,,,
2107,말이 필요없다! 최고다! 임수정의 연기력이 돋보인 최고의 영화!,,,,,,,,
2108,염정아 딱이다. 여러가지가 괜찮은 돈 안아까웠던 영화...,,,,,,,,
2109,아름다움과 슬픔,,,,,,,,
2110,공포영화 안좋아하는데..뭔가 슬픈 영화...화면이 이쁨,,,,,,,,
2111,섬세하고 깊다. 고통스러운데 아픔을 치유한다.,,,,,,,,
2112,여고괴담이 더 낫다,,,,,,,,
2113,슬픈 여운이 오랬도록 남는 영화... ㅜ.ㅜ 乃,,,,,,,,
2114,임수정,,,,,,,,
2115,음울하고 아름다운 배경속..복잡하고 기괴함,,,,,,,,
2116,슬픈 공포영화,,,,,,,,
2117,무섭다,,,,,,,,
2118,문근영지존!,,,,,,,,
2119,후유증이 무서워 볼 엄두를 못내는 영화. 생애 최고의 공포영화!!,,,,,,,,
2120,디아더스나 다른 걸 배겼다고 해도 미국등지에서도 평가가 엄청 좋습니다.,,,,,,,,
2121,무섭고 예쁘고 슬픈 영화(최고),,,,,,,,
2122,무섭 다기보다는..슬프네요..,,,,,,,,
2123,감각적이고,,,,,,,,
2124,시각적으로 무서운 것만을 원한다면 이 영화를 보지 않은게 좋다.,,,,,,,,
2125,공포영화다운장화홍련회이팅한국공포영화중강추,,,,,,,,
2126,반전을 멋지게 표현한 연기자 분들과 감독님에게 원츄!!,,,,,,,,
2127,장화홍련만큼 끌리는 공포는 없다,,,,,,,,
2128,처음볼땐 최악의 영화 두번,,,,,,,,
2129,이거 진짜루 재밋어요!!  제가 무서운것 잘참는데 이거 짱이네요 ))B,,,,,,,,
2130,제목,,,,,,,,
2131,모두가 불쌍한 사람들,,,,,,,,
2132,재미있어여 ~!!,,,,,,,,
2133,이거봣는데 씽크대밑에서 손나올때 무섭드라..-,,,,,,,,
2134,독특한 시나리오와 화면구성은 멋졌다. 하지만,,,,,,,,
2135,한국공포영화중에선 최고.아름다운 배경,,,,,,,,
2136,문근영 임수정 다 좋아하지만 영화자체로써는 별 7개다,,,,,,,,
2137,소재를 잘 다뤄 신선하게 느낌.but 공포영화라기엔 부족한감이 있음,,,,,,,,
2138,마지막이 조금 아쉽네요.,,,,,,,,
2139,복선과 복선... 머리가 안좋으면 이 영화를 보지 말거라!,,,,,,,,
2140,제가 본 영화중에 최고의 영화입니다!! 너무 감동적입니다,,,,,,,,
2141,근영누나 나와서 좋음...ㅋㅋ,,,,,,,,
2142,나에게 있어 `고급`에 속하는 공포영화,,,,,,,,
2143,보이지 않는 공포..괜찮은 영화,,,,,,,,
2144,깔끔한 스토리. 하지만 슬프고도 무서운 결말. 미쟝센굿!,,,,,,,,
2145,공포영화로서는 낙제점. 스토리를 곱씹는 맛은 있다만..,,,,,,,,
2146,한국전래동화를 이렇게무섭게하다니...그대신 앞에내용이랑 뒤에내용이 엇갈림,,,,,,,,
2147,한국 공포영화 중 단연 으뜸. 제대로 이해했다면 더더욱.,,,,,,,,
2148,재미있긴한데 슬픈 것 같아요...무섭다기 보다는..하여튼 정말 재밌었어요,,,,,,,,
2149,무섭고도 슬픈영화 마지막은 헷갈렸지만...,,,,,,,,
2150,명작,,,,,,,,
2151,무슨말이 더 필요하니?,,,,,,,,
2152,스토리도 연기력도....乃,,,,,,,,
2153,슬픈영화..가슴이 싸해지는..평론가와 대중은 만나기 힘들걸까란 생각을..,,,,,,,,
2154,너무나 깔끔한 영화. 세 여배우의 연기력에 박수를.,,,,,,,,
2155,마지막엔 참 슬펐던 영화....,,,,,,,,
2156,슬프다. 영상미가 뛰어나고 세련됐다.,,,,,,,,
2157,무섭기 보단 슬픈영화.,,,,,,,,
2158,그냥 그러네요 ㅡㅡ 무섭다기 보다 ....,,,,,,,,
2159,한국 공포 영화의 발전 재밌게 봤어요,,,,,,,,
2160,솔직히 하나도 무섭지 않았는데;;,,,,,,,,
2161,재미있었어,,,,,,,,
2162,극장에서 안본게 한이 됩니다...재 상영을 요청합니다,,,,,,,,
2163,배경은 아름답지만 보고나서 돈아까웠음. 소리로만 놀래키고 결말도 흔한허무,,,,,,,,
2164,친구가 재미없단말에 안봤는데 극장에서 안본게 후회되는 작품,,,,,,,,
2165,재밌다 음악도 좋다,,,,,,,,
2166,작년에 한국에 없었는데 이렇게 좋은 영화를 극장에서 못본것이 아쉽다.,,,,,,,,
2167,스토리나 영상 모두 괜찮은 흔치않은공포영화예요,,,,,,,,
2168,강렬한 영상+ 아름다운 영상 = 무섭고도 슬픈 영화,,,,,,,,
2169,무섭기도하지만 마지막은 진짜 슬푸다,,,,,,,,
2170,연기력,,,,,,,,
2171,조용한 시작으로 ..가슴아프게 봤던 공포영화,,,,,,,,
2172,극장 스피커 좋은거 알게 된 영화,,,,,,,,
2173,차라리 반전을 알고 봤을 때 더 무서운 영화,,,,,,,,
2174,아릅답고 무서운 영화!!!!!,,,,,,,,
2175,올드보이나 살인의 추억이상으로 잘만든 웰메이드영화,,,,,,,,
2176,베리굿이네,,,,,,,,
2177,아직도 안보셨어요? 에이~~ 보셨어야지..,,,,,,,,
2178,괜찮은 영화,,,,,,,,
2179,대단한영화,,,,,,,,
2180,임수정이라는 배우를 각인시킨 영화인 것 같은..,,,,,,,,
2181,확실히 반전의 충격은 생생했다 .,,,,,,,,
2182,미술팀의 고생.,,,,,,,,
2183,이제껏 봤던 공포물 중 가장 소장하고 싶게끔 만든 영화다,,,,,,,,
2184,너무 무섭고 아름다운.. 여운이 남는 영화..,,,,,,,,
2185,내용이 정말 풍부해서... story를 다른분들이 알기 힘들게 되어있습니,,,,,,,,
2186,내용은없고 무섭기만하다고들었는데 반대였다 반전좋고~ 근데 김래원나뿐넘,,,,,,,,
2187,말(?)이필요없겟죠 최고작입니다..설명필요없구 보시면 느끼실듯합니다 ^^,,,,,,,,
2188,무섭지만.. 슬픈 영화..수연의 죽음에 대한 수미의 죄책감과 다중인격..,,,,,,,,
2189,김래원 나쁜놈이다. 엄마,,,,,,,,
2190,탁월한 프로덕션 디자인과 아트디렉션.인간의 이중적 잣대의 의한 페이소스.,,,,,,,,
2191,수준높은 연출력과 수준높은 작가의 만남,,,,,,,,
2192,재밌게 봤다 왠지 모를 매력?,,,,,,,,
2193,우리나라 공포영화를 한단계 끌어 올린영화..,,,,,,,,
2194,멋있는영화,,,,,,,,
2195,장화홍련 별로안무서버,,,,,,,,
2196,문근영 짱!,,,,,,,,
2197,한국의 호러를 다시쓴 수작,,,,,,,,
2198,외면적으로 치중한 공포가 아닌 생각하며 볼 수 있었던 수작,,,,,,,,
2199,보면볼수록빠지는..슬픈영화..가슴아프다..,,,,,,,,
2200,한국영화 중 다섯 손가락에 드는 수작,,,,,,,,
2201,너무 비극적인 결말이였어요...슬프고 감동적,,,,,,,,
2202,한 장면을 보고도 마는 생각을 연상 할수 있는 영화!,,,,,,,,
2203,깊이 생각해볼수록 재밌는 영화!!,,,,,,,,
2204,좀 오삭했어ㅛ!!1,,,,,,,,
2205,마지막에,,,,,,,,
2206,무서우세요? 전 슬프군요,,,,,,,,
2207,염정아 넘 무서워ㅜ,,,,,,,,
2208,무서워써^^ 엄청ㄹ,,,,,,,,
2209,매우 세련된 색감! 소품,,,,,,,,
2210,임수정 짱!,,,,,,,,
2211,너무나도 혼란스러운...의문이 풀리지않는...그렇지만...생각해볼만한,,,,,,,,
2212,라스트씬이 미치도록 슬펐습니다..,,,,,,,,
2213,정신 바짝 차리고 집중해서 봐야.. 반전의 충격이 제대로 들어온다..,,,,,,,,
2214,내가 봤던 공포물중 제일 무서웠던 영화...,,,,,,,,
2215,반전 하나 믿고 너무 스토리가 없는 건 아닌지..,,,,,,,,
2216,전래동화와 공포를 접목시킨 자체가 흥미롭고 흥미진진하다.,,,,,,,,
2217,문근영 너무 귀여워요 영화 무섭고요,,,,,,,,
2218,흑 이 영화 너무 슬퍼요...,,,,,,,,
2219,슬프고아름답고무서운영화..,,,,,,,,
2220,정말슬픈영화인것같아요ㅠㅠ;;,,,,,,,,
2221,반전이 멋진 카리스마 임수정의 영화,,,,,,,,
2222,아름다운 화면이 좋다.. 동생을 지키지 못한 언니의 허상이 넘 맘 아프다,,,,,,,,
2223,재밌다..,,,,,,,,
2224,흥행을 위한 감독의 행동들이 너무나도 실망스러워서,,,,,,,,
2225,공포스러운 분위기속에서도 슬픔이.. 배우들의 연기도 인상깊었다.,,,,,,,,
2226,재미 있는데..,,,,,,,,
2227,내용이너무재밌어요^- ^;,,,,,,,,
2228,너무너무 재밌어요 ^_^,,,,,,,,
2229,너무너무 재미있었어요,,,,,,,,
2230,너무재미있었어요 임수정짱!!,,,,,,,,
2231,감독...너무 외화를 많이 봤어요!!! 그리고는 어설픈 흉내내기...,,,,,,,,
2232,공포 영화로서 재미있는데..단,,,,,,,,
2233,라스트 씬 정말 압권이었습니다.. 잔잔한 영화..,,,,,,,,
2234,수연이가 너무 불쌍하네요,,,,,,,,
2235,2003년 클래식과 더불어저만의 최고에영화..너무 슬픈이야기,,,,,,,,
2236,인적이 드문 시골,,,,,,,,
2237,재밌음^^그런데 여자애가 잠옷만입고 다니네.,,,,,,,,
2238,공포영화가 다 무서워야 하는것은 아니잖아요 ,,,,,,,,
2239,보고서도 잘 모르겠던..그 영화!! 다시보면 쏠쏠한 재미도...,,,,,,,,
2240,정말 재미있게 봤습니다.. 다시 한번 봐야겠습니다.,,,,,,,,
2241,=ㅁ=;; 무섭게 연출한거랑 화면은 좋았는데 내용이 좀 부실한거 같다;;,,,,,,,,
2242,안무섭다고 하신 분들! 아마 TV가 작아서 그럴꺼에요 영화관에선 정말.,,,,,,,,
2243,..,,,,,,,,
2244,장화홍련오늘해서 넘무섭고염 빨리보면 좋겠고염 넘재밌었어요,,,,,,,,
2245,슬픔과 무서움을 동시에 느낀영화 게다가 임수정과 문근영 이뻐서두번죽임,,,,,,,,
2246,잘만든 영화... 슬픔과 아름다움이 공존하는 공포영화...,,,,,,,,
2247,정말 잘 만든 영화...,,,,,,,,
2248,아름다운 호러영화...다중인격의 분열로 인한 한 가족의 슬픔과 공포,,,,,,,,
2249,잇힝~,,,,,,,,
2250,한국영화 최고의 사운드와 독특한 앵글,,,,,,,,
2251,슬픈 영화 ㅠ 수미 불쌍해 ㅠ,,,,,,,,
2252,보고난후에 또보고 싶어지는 영화라 생각해요..,,,,,,,,
2253,정말 가슴이 찡하고 슬픈 공포영화 임.....추천!,,,,,,,,
2254,정말 아름다운 공포영화. 다시 보고 싶다.,,,,,,,,
2255,한번도보지않았는데.재밌을거같다.,,,,,,,,
2256,짱입니다!작품성!연기력! 모든게 완벽 ~~,,,,,,,,
2257,이보다 더 반전은 없다. 한 번 더 뒤튼 반전..goood!,,,,,,,,
2258,스토리를 이해하고 나서 명작이라고 느낌. 공포보다는 드라마에 가까움.,,,,,,,,
2259,감독님이 누구인지 궁금하게 만들었던 영화,,,,,,,,
2260,각본이 좀 더 치밀했으면 하는 아쉬움이 남는다.,,,,,,,,
2261,120분 내내 숨조리며 봤던영화..공포가 이렇게 가슴아프고 슬플줄이야,,,,,,,,
2262,보고싶다,,,,,,,,
2263,완벽한 연기와 사운드,,,,,,,,
2264,수미나 수연이의 극중 성씨가 뭐죠? 김씨? 이씨? 문씨? 정씨?,,,,,,,,
2265,임수정님 연기 최고다!,,,,,,,,
2266,끝까지 생각에 생각을 하게 하는 영화,,,,,,,,
2267,재미재미,,,,,,,,
2268,꽤 괸찮은 스릴러,,,,,,,,
2269,슬픈영화입니다..,,,,,,,,
2270,고전의  현대적 감각의  반전 한국판(유주얼 서스펙트),,,,,,,,
2271,tlsdlsclrh dusrlrk tnwnsdltkddldjTtmqsle,,,,,,,,
2272,ㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹ,,,,,,,,
2273,그녀의 시끄러운 웃음소리와 그녀의 공포가 함께 한 영화,,,,,,,,
2274,배우들의 각 개성에 맞는 어울리는 배역으로 영화가 구성된 것 같네요,,,,,,,,
2275,임수정의 연기가 넘 뛰어났어여....,,,,,,,,
2276,공포영화도 이렇게 감동스러울수가 있구나~,,,,,,,,
2277,주인공 중에서도 몇몇 배우 중심으로만 나오는것 같지만 재미있습니다.,,,,,,,,
2278,그냥...재미있어요^-^,,,,,,,,
2279,기대 엄청했는데 배경만 이쁘더만...-ㅁ-,,,,,,,,
2280,`쟝르 영화`로서는 내가 본 한국 영화중 최고다! DVD도 사랑스럽다.,,,,,,,,
2281,슬픔이 주는 미감..음악과 색감,,,,,,,,
2282,염정아의 소름끼치는 연기와 상상할 수 없는 반전의 조화가 일품!,,,,,,,,
2283,염정아의 연기가 눈엣가시같기만 한 영화,,,,,,,,
2284,장화홍련..소름끼치는공포영화지만반전을통해슬픔도안겨준 영화.,,,,,,,,
2285,아름다운 소품,,,,,,,,
2286,소름 끼쳐요!,,,,,,,,
2287,정말 정말.. =ㅂ=;; 재밌었어요 !!! 조금 슬펐어요,,,,,,,,
2288,장화홍련 무섭지만 또 봤으면~~~,,,,,,,,
2289,영상이 멋있게 나온것 같아여...색감과 디자인 또한 외국에서 만든것처럼,,,,,,,,
2290,보여주는 공포보다 상상하게 하는 공포물의 매력이 넘쳐요,,,,,,,,
2291,포스터가 참 잘만들어진 영화입니다.. 내용은.. 끝이 허무한거 같아요..,,,,,,,,
2292,화면이 아닌 소리의 공포! 수미와 새엄마의 살떨리는 갈등!,,,,,,,,
2293,아름다운 영상에 감탄,,,,,,,,
2294,한국의 다른 영화들과는 달리,,,,,,,,
2295,영상이나 집의 구조..가구 위치..불빛위치등..소름끼칠정도...,,,,,,,,
2296,영상의 색채와 구성이 아주 좋았다. 이렇게 무섭게 본 영화도 드물었다,,,,,,,,
2297,충격에 의한 혼자만의,,,,,,,,
2298,힘들었다..잔인한장면도아니었는데..엄마를잃은 아기의 울음같은..영화였다.,,,,,,,,
2299,장화홍련 두번 봤습니다. 다시봐도 무섭고 놀라운 스토리!!!,,,,,,,,
2300,오랜만에 제대로 만든 공포영화였다. 특히 검은긴머리 귀신의 압박이 압권!,,,,,,,,
2301,예민하면 깨지기가 쉽다... ,,,,,,,,
2302,무슨 내용인지 모르겠어요..  돈만 날린것 같아요..,,,,,,,,
2303,그렇게 재밌지는 않더군요;;염정아 연기 잘 하더군-_-,,,,,,,,
2304,섬찟한 독특한 구성의 공포영화는 아니었다. 소문과는 달리 그냥 공포영화,,,,,,,,
2305,,,,,,,,,
2306,,,,,,,,,
2307,,,,,,,,,
2308,나름 공포고어물영화매니아,,,,,,,,
2309,이 영화는 공포물이기 전에 세련된 영상미와 아름다운음악과 탄탄한 스토리 텔링을 환상적으로 역어낸 최고의 영화! 내가 본 한국 영화중 이토록 아름답고 슬픈영화는 없었다. 세월이 흘러도 잊혀지지 않는 아름다운영상과 음악...,,,,,,,,
2310,여운이 많이 남는 영화. 공포영화 안보는데 이건 또 보고싶음. 스토리도 좋은데 연출도 좋고 영상미 너무 좋고 ost도 너무 좋음.,,,,,,,,
2311,이런게 영화지 ㅋzㅋ,,,,,,,,
2312,처음에 보면 잘 이해가 안될수 있어요. 하지만 여러번 보니 왜 그랬는지 알게 되더라고요. 언니인 수미의 죄책감이 만든 슬픈 영화 마지막에 반전인듯 반전이 좀 통쾌합니다.,,,,,,,,
2313,어릴때 봤던 영화고 공포영화 본것중에 꼽으라면 장화홍련 탑에 들어가는 영환데 아직까지 혼자 못보겠음ㅜㅜ 같이보는 사람없음 못볼 영화 근데 촬영한 기법?이나 그 분위기 와 진심 미쳐요 진짜 재밌음 귀신 나오는거 못보는...,,,,,,,,
2314,16년이 지난 지금 또 봐도 잘 만들어진 영화,,,,,,,,
2315,미장센이  공포영화치고 슬프도록 아름다워요지금봐도 좋은 작품..,,,,,,,,
2316,결말을 딱 이해한순간 소름,,,,,,,,
2317,순수 공포물로 이렇게까지 아름답고 쓰리게 여운남는 영화는 앞으로도 없을 것 같다... 개봉 당시에 본 영화티켓값이 영화의 가치에 비하면 눈꼽만치도 안될듯...,,,,,,,,
2318,공포는 거들뿐 아름답고 슬픈영화.,,,,,,,,
2319,김지운은 장화홍련이다. 그날 다시 보고,,,,,,,,
2320,내인생의최고작품입니다,,,,,,,,
2321,수미가 이상한 줄 알았는데 아빠랑 새엄마가 대단히 미친년,,,,,,,,
2322,너무기대가 컷다그냥그렇터만,,,,,,,,
2323,국내 뿐아니라 세계적으로 내가 본 중 최고의 우아한 공포영화,,,,,,,,
2324,여운을 많이 남겼던 영화입니다. 연출도 좋았고 배우들의 연기도 너무 좋았습니다. 다만 주관적으로 많이 무섭진 않아서 공포적인요소는 약했던 것 같아요,,,,,,,,
2325,무섭다기보다는 아프고 슬프다.,,,,,,,,
2326,글쎄.. 신선한 영화라는 느낌은 받았으나 약간 지루함을 느꼈다.,,,,,,,,
2327,임수정,,,,,,,,
2328,우리나라 공포영화중 진짜 수작인데 평점이 너무낮다 ㅡ 배경하며 노래하며 색감까지 완벽 ..,,,,,,,,
2329,죽음과 애매모호한 주체,,,,,,,,
2330,김지운감독은 밀정도 그렇고 묘한 연출을 잘 하는 것 같음.,,,,,,,,
2331,그 제목은 '걸작' 이라는 단어를 대신해도 전혀 손색이 없다.,,,,,,,,
2332,친구들과 함께 극장에서 봤을 때 아직도 그 공포를 잊지 못한다 특히!! 침대위에 귀신은 정말 오금이 저릴 정도였다 헌데!! 2점을 깎는 이유는? 추격자가 비교도 안되게 더 무서워서 ㅋㅋㅋ,,,,,,,,
2333,정말 뛰어난 한국 공포영화라고 생각합니다. 그리고 임수정 문근영 두 여배우들은 진짜 친자매같아요..,,,,,,,,
2334,이게 왜 12세 이상관람가인지 모르겠어요 근데 이거 뒷부분 감동적인가,,,,,,,,
2335,마지막 장면... 정말 눈물 많이 쏟았다....정말 눈물났다.. 염정아랑 임수정의 갈등에서 비롯된 비극들..,,,,,,,,
2336,몇년이 지난 지금도..,,,,,,,,
2337,공포영환데 너무 슬프다,,,,,,,,
2338,가장 예술적인 공포 영화,,,,,,,,
2339,이병우 작곡가의 곡들이 담긴 영화를 볼 때마다 느끼지만,,,,,,,,
2340,영상미 스토리....,,,,,,,,
2341,여태까지 내가 봤던 공포물 중  제일 수준있는 영화다.,,,,,,,,
2342,이영화의 모든걸 이해했을때,,,,,,,,
2343,반전은 반칙이지만,,,,,,,,
2344,우리나라 최고의 공포영화라는 수식어가 아깝지 않다,,,,,,,,
2345,반전에반전에반전에반전을거듭함...마지막장면 슬프면서도 소름돋았음...ㅠㅠ염정아 연기도좋았음,,,,,,,,
2346,진짜 음침하면서도 무서움을 느낄수 있는 공포영화의 수작,,,,,,,,
2347,피치못하게 사도세자가 된 문근영씨를 기리며..9점,,,,,,,,
2348,더웹툰다음으로 재미잇엇던,,,,,,,,
2349,답답하고 지루함. 두번 이상 보면 잼있을려나...,,,,,,,,
2350,생각보다 괜찮으나 한국영화의 한계,,,,,,,,
2351,조금 더 다듬었더라면 수작이될거같았는데,,,,,,,,
2352,왜 나는 10분만에 반전이 예측됐는지,,,,,,,,
2353,긴장감,,,,,,,,
2354,평점에 속아서 봤다 젠장;; 이게 뭐가 재밌다는건지? 시간만 길고,,,,,,,,
2355,머 잘만든 영화인지는 몰라도 지루한건 어쩔건데 ㅜㅜ;;,,,,,,,,
2356,공포도 스릴도 모두 약하다 내용은 산만하고 포장만 하려한것 같다,,,,,,,,
2357,음악과 임수정의 연기만 훌륭,,,,,,,,
2358,두고두고 미뤘다 봐서 그런지 배신감이 크다...분위기만 굿,,,,,,,,
2359,지루하고 엉성하기 짝이없다. 임수정의 발견은 그나마 다행이다.,,,,,,,,
2360,인생영화입니다연출 미술부분 음향과 배우들까지 완벽하고 몇번슬보아도 신선한공포 아름답고슬프고 충격적인영홥니다,,,,,,,,
2361,공포영화의 명작 장화홍련,,,,,,,,
2362,왜 이제봣을까싶음 백점,,,,,,,,
2363,슬프고 안타까움..봐도봐도 질리지 않는 짜임새.헐리우드에 식스센스가 있다면 한국엔 장화 홍련이 있드아! 침대귀신...내인생 최고로 무섭..한달동안 화장실도 못감,,,,,,,,
2364,반전이 정말 최고다 너무 재미있다,,,,,,,,
2365,영화관 아닌이상 이 공포와 색감 치밀함을 모두 볼수 없습니다. 다운받아 본것으로 평하지 마세요. 진짜 수작입니다.,,,,,,,,
2366,ㅋㅋㅋ,,,,,,,,
2367,2003년,,,,,,,,
2368,반전에 반전,,,,,,,,
2369,장롱무게 최소 1톤ㅋㅋ,,,,,,,,
2370,영화가 끝나고도 엔딩곡의 멜로디가 머릿속에 오래 남는다. 빨강 초록 꽃무늬들…소녀소녀한 오리엔탈 감성도 이뻤다.흑백의 갈대밭의 수미. 근대 수미는 그방에 왜 들어가지 않았을까.. 몰랐을까? 엄마가 싫어서..아빠가 미...,,,,,,,,
2371,돌이킬 수 없는 순간들에 대한 후회,,,,,,,,
2372,장화,,,,,,,,
2373,기담과 장화홍련 한국공포영화의 양대신맥,,,,,,,,
2374,[가장 현실적인 평점] 1~3점:쓰레기 / 4~5점:살면서 모르고 살아도 무방 / 6점:뭔가 나사빠진듯 2% 부족 / 7점:그런데로 평타 / 8점:이정도면 남에게 추천가능한 수작 / 9점:소름,,,,,,,,
2375,완벽히 아름다운 공포영화,,,,,,,,
2376,특히나 OST가 좋다.,,,,,,,,
2377,개인적으로 손에 꼽는 한국영화 명작. 스토리,,,,,,,,
2378,,,,,,,,,
2379,잘모르겠는데.... 염정아님이 연기를 너무 너어어어무 잘함,,,,,,,,
2380,임수정 문근영 사랑합니다 ㅠㅠ,,,,,,,,
2381,그냥무섭지안고깜짝놀람,,,,,,,,
2382,마스터피스,,,,,,,,
2383,영상미랑 연출 때문에 또 보고 싶은데혼자서는 도저히 못보겠다..,,,,,,,,
2384,fdsfdffddffd,,,,,,,,
2385,유튜브에서 우연히 ost를 듣고 영화를 찾아보게 되었습니다. 공포 영화를 잘 못 보다 보니 영화를 감상하기 힘들었지만,,,,,,,,
2386,최고의 한국 공포영화~ 말이 필요없다,,,,,,,,
2387,염정아는 한국의 케이트블란쳇같음.,,,,,,,,
2388,소름돋는 스토리와 무섭기보다는 슬픈 영화.마지막 장면에서 여운이 많이 남는 영화.,,,,,,,,
2389,미장센이 무엇인가 물어보는 이들에게,,,,,,,,
2390,영화는 재미있다 하지만 팩트는 진짜 나쁜 여자는 임수정이다 자기때문에 결국 다 죽은셈 자긴 정신병원 가고,,,,,,,,
2391,염정아씨 연기가 엄청 좋더라구요.. 생각했던 공포는 아니지만 많은 생각을 하게해주는 영화였습니다,,,,,,,,
2392,8점 후반대까지는 아니지만 괜찮은영화.,,,,,,,,
2393,인생 최고이 명작.한국공포영화로는 따라올 작품이 없을듯하다.,,,,,,,,
2394,12년 5개월 전 극장에서 감상 후 재감상. 지금 봐도 역시 수작이로군. 12년 5개월이 지난 지금 한마디 감상평을 덧붙이자면,,,,,,,,
2395,다시보면 볼수록 정말 엄청난 영화다,,,,,,,,
2396,진짜 스타일리쉬한 고급 공포영화~연출력은 물론이고 신들린 염정아연기,,,,,,,,
2397,무섭다기보다는 아름다운 영화 하지만 난 잔인한 건 봐도 귀신은 정말 싫어해서 결국 제대로 보지도 못했다,,,,,,,,
2398,미장센과 공포의 적절한 조화,,,,,,,,
2399,해애액바아아안저어언,,,,,,,,
2400,.... 몇번째 보고 있는지 모르겠다 ...,,,,,,,,
2401,개봉할때 봤는데도 아직 선명하게 기억나는 영화 ! 무섭기도하지만 가슴 한켠이 많이 시린 영화입니다 ~,,,,,,,,
2402,확실히 기존의 공포영화와는 다른 색다른 긴장감과 여운이있다,,,,,,,,
2403,이 영화가 8.69밖에 안된다는 것이 이해가 안오네요. 두번 생각하게 하는 영화... 멋집니다.,,,,,,,,
2404,진짜이건..한국공포영화계의 최고인듯,,,,,,,,
2405,반전 이후 긴장감도 떨어지고 그다지 무섭지 않았음.,,,,,,,,
2406,이게 공포야? 드라마야?,,,,,,,,
2407,후반까지 가는데 지루하고 이 영화를 봤을 시에는 그 반전 소재가 흔한 소재가 되어버려서 놀랍지 않았다.,,,,,,,,
