,content,,,,,,,,
1776,고사같은 공포보단 재미있음,,,,,,,,
1777,공포영화좋아하는사람들에게 적극추천~,,,,,,,,
1778,이건 휴유증이 좀 오래 가니 주의하세요-0-,,,,,,,,
1779,아 이거뭐임;;아 허무함;;,,,,,,,,
1780,페닥의 선두주자가 될것인가!!,,,,,,,,
1781,무서워죽는줄알았네ㅠ 질질쌉니다,,,,,,,,
1782,이런게 공포영화라 불리는거다 알것냐?ㅋㅋㅋ,,,,,,,,
1783,무서운거 볼려고봣지만 전혀 무섭지않고 정말안무서움  결말도 ..,,,,,,,,
1784,역대 공포물중 넌 공동 4위!!! 대단한거임,,,,,,,,
1785,파라노말보다야 볼만하네요,,,,,,,,
1786,드래그미투헬에 이은 악마ㅋㅋㅋ 내가보기엔짱이었어 굿!,,,,,,,,
1787,보는동안 내내 유사영화를 생각하지 않을 수 없었다. 1점주려다 벨의 연기력덕에 5점.,,,,,,,,
1788,이런공포류야 뭐 오래전부터 봐왔지만 우리정서와는 아직인듯...,,,,,,,,
1789,무서움을 넘어서 나를 빙의시키넹 흠...,,,,,,,,
1790,공포영화 잘만드는 일본보다 훨씬 퀄리티있는 공포물이 탄생함,,,,,,,,
1791,참 많은 공포를 안겨주는거먼,,,,,,,,
1792,무슨 결말이 이래;,,,,,,,,
1793,말이 필요 없다 구.토.유.발,,,,,,,,
1794,무서운건 둘째치고라도 기억에 진짜 오래 남네요,,,,,,,,
1795,사운드 공포가 더 압박이 었다는,,,,,,,,
1796,오랜만에 즐겼음 공포는 이래야 재미있지!!!ㅋㅋㅋ,,,,,,,,
1797,소름끼친다 제길이네 이딴영화가 있어 ;;;;;,,,,,,,,
1798,낮에보세요 밤에보면 잠못잡니다 --,,,,,,,,
1799,절 믿고 제발 보지마세요. 예고편만 무서워요. 결말은 완전 어이없음;;,,,,,,,,
1800,아진짜 뭐고 ㅠㅠ 엑소시즘 시리즈중 가장 최악,,,,,,,,
1801,영화관에서 봤는데 난 이런영화랑 코드가안맞나부다,,,,,,,,
1802,총을 들수밖에 없는 아버지의 심정 그리고 불쌍한 고양이ㅠㅠ,,,,,,,,
1803,생각할거리는 없고 그냥 그 리얼함에 푹 빠져들면 공포는 찾아옴,,,,,,,,
1804,오랫동안 잊혀지지않는 작품입니다,,,,,,,,
1805,시사회로 봤었습니다. 기존의 공포영화와 다른 독특한 경험. 강추입니다.,,,,,,,,
1806,기존의 이야기식 공포에서 탈피..리얼공포!!,,,,,,,,
1807,정말 돈이 아깝다고밖에 말못하겠네요..,,,,,,,,
1808,진짜  재미없음  진짜 보지마세요진짜 보지마세요진짜 보지마세요진짜 보지마세요,,,,,,,,
1809,좀 더 무서웠으면 좋았을텐데 페이크다큐의 느낌만 부각된것같다,,,,,,,,
1810,이번해 최고의 반전영화를 만남.. 영화가 끝날시점의 관객들의 웃음소리란..ㅎㅎ,,,,,,,,
1811,저 영화관 처음가봤는데 왜가는거에요?,,,,,,,,
1812,보는 내내.. 뭐야... 뭐야.... 뭐야...? 뭐지...? 아 이게 다 구나.... 끝,,,,,,,,
1813,이영화=개소리x개소리x개소리x개소리/예고편이 다입니다. 절대속지마세요,,,,,,,,
1814,충격.. 남는 것도 없고 무섭지도 않고 내 시간 내 돈,,,,,,,,
1815,참나 이걸 영화라 만들었나? 우베볼이 만들어도 이것보단 잘만드겠다.,,,,,,,,
1816,제 점수는요 탈락입니다,,,,,,,,
1817,사람의 어두운 본능을 잘 살린듯,,,,,,,,
1818,임산부나 노약자는 삼가해주시길,,,,,,,,
1819,간만에 만나는 심리호러의 진수,,,,,,,,
1820,말이 필요없다. 용기있는 사람만 보시오.,,,,,,,,
1821,진정한 공포로 인정합니다 또 한 3일간 잠설치겠네..,,,,,,,,
1822,겨울에 이거보니 더 춥네.. 후덜덜,,,,,,,,
1823,재미있네요 강추,,,,,,,,
1824,첨엔 스토리가 뭐 이러나 했는데 공포심유발하는데 기폭제역할을한거였다.,,,,,,,,
1825,공포장르를 새롭게 해석한 감독의 능력이 놀랍다.,,,,,,,,
1826,말이 필요없는 공포영화,,,,,,,,
1827,한시간자고일어나서 봣는데 ...아오빢침 군대가는게 훨씬잼잇을것같아요,,,,,,,,
1828,예고편 보고 여자친구랑갔는데..최악중에최악..절대비추.보지마세요.,,,,,,,,
1829,제말은진실입니다.보지마세요.최악의페이크다큐입니다.,,,,,,,,
1830,진짜 무서워서 혼났다.,,,,,,,,
1831,극장에 혼자가서 봤는데 죽는줄알았어요,,,,,,,,
1832,공포장르를 새롭게 해석한 감독의 능력이 놀랍다.,,,,,,,,
1833,상당히 리얼하고 치열한 공포,,,,,,,,
1834,와 나 진짜 무섭게 봤음.,,,,,,,,
1835,열받네요ㅡㅡ,,,,,,,,
1836,나쁘지 않은데?,,,,,,,,
1837,아놔ㅡㅡ,,,,,,,,
1838,굿,,,,,,,,
1839,나쁘지 않은 페이크 다큐. 페이크 다큐에 질리긴 한데,,,,,,,,
1840,완젼.. 개 허접.. 나는 돈내고 보진않았지만 시간이 아깝다..- -씨.팽할..;,,,,,,,,
1841,어휴 돈 아까워~!! 왠만하면 참고 보는데 절대로 보지마세요.. 내돈 돌리도~!!.,,,,,,,,
1842,진짜.. 거지같애 -_- ..........................,,,,,,,,
1843,별 반개도 아까운 쓰레기영화,,,,,,,,
1844,무엇하나 부족함이 없는 새로운 시도의 공포영화,,,,,,,,
1845,무슨 케이블채널에서 실화를 다룬 다큐멘터리같아서 리얼하고 긴장넘쳤다,,,,,,,,
1846,이건 단순한 공포영화가 아니다..,,,,,,,,
1847,꿈에 나올까봐 무섭다,,,,,,,,
1848,알바개쩌네ㅋㅋㅋ장난하나 진심 똥먹였음 개빡치네ㅋㅋ내용이 OO이야,,,,,,,,
1849,졸라 이런 그지같은 시나리오가..악마애기ㅋㅋㅋㅋ사탄의신부임?보면 개후회,,,,,,,,
1850,생각보다 괜찮았다,,,,,,,,
1851,정말 무서워요..이영화찍은 배우분들 심리상태는 괜찮나요? ㅜ,,,,,,,,
1852,전무후무란 이런 영화를 두고……귀신이 안튀어나와도 이렇게 무서운 영화가 있다……,,,,,,,,
1853,역시 극장에서 보는 공포영화의 참맛이란,,,,,,,,
1854,그루지같은 쓰레기 분장보다가 이거보면 식겁한다..,,,,,,,,
1855,이거 진짜 무서웠다..,,,,,,,,
1856,절대 혼자보지마세요ㅜ,,,,,,,,
1857,우두두두두두둑 우두두두두둑 소리 완전 무서웠음,,,,,,,,
1858,이런게 진짜 공포 아닐까..?,,,,,,,,
1859,공포영화인데 이거 너무 사실적인 영화 그래서 더무서움…,,,,,,,,
1860,저 이거 무서웠어요 심리적 공포 짱,,,,,,,,
1861,간만에 극장가서 공포영화봤다. 울면서 뛰쳐나올뻔했다..,,,,,,,,
1862,오멘보고 공포영화 다신 안본다고 맹세했는데,,,,,,,,
1863,새로운 느낌의 공포영화가 나타났다.,,,,,,,,
1864,허를 찌르는 공포를 느꼈다..,,,,,,,,
1865,내가 여지껏 봤던 공포영화중에 최고의 공포를 안겨준 영화..,,,,,,,,
1866,스카이라인 이태원살인사건과 동종 계급 의 쓸애긔 영화,,,,,,,,
1867,이건 뭐임-_-;;,,,,,,,,
1868,참나 내평생 첫 감상평을 화나면서 쓰게되네  극장에 올릴건더기도없는 비디오물,,,,,,,,
1869,긴장감은 끝내주나 막판가서 진짜 아우 폐가랑 결말이 똑같구만 페가처럼 쓰리게,,,,,,,,
1870,처음엔 좀 볼만하더니.. 마지막에 이해안되는결말. 역대 엑소시즘 영화중에 최악인듯.,,,,,,,,
1871,나서지 말고 그냥 집으로 돌아가야했음. 남겨진 아내와 아들은 불쌍해서 어떡해..,,,,,,,,
1872,보기싫었는데...진짜 괜히봤다는 생각이 든다..나 혼자산단말야..,,,,,,,,
1873,영화  rec를 보다가 이게 엑소시즘인지느끼는 구석이 조금 밖에 없었다.실망스러웠다,,,,,,,,
1874,일본 공포물보다 한수위인 영화,,,,,,,,
1875,TV다큐채널느낌...안무서울거같다가 결국은 관객의 혼을,,,,,,,,
1876,무섭긴 했지만 끝이 실망스러웠다 다큐멘터리 형식이라 영화의 느낌이 없고 지루함,,,,,,,,
1877,아 진짜 꼭보세요.. 이번에 졸업반이라 가깟으로 봤는데  _  흐흐,,,,,,,,
1878,심리적으로 조여오는 긴장감 최고. 마지막에 되돌아갈때 진짜 똥쌀뻔,,,,,,,,
1879,잠시도 긴장감을 늦출수없다.,,,,,,,,
1880,어설프게 놀래키려는 다른영화랑 다름.,,,,,,,,
1881,움찔움찔 놀라는 맛이 아주 좋아요,,,,,,,,
1882,임산부나 노약자는 삼가해주시길,,,,,,,,
1883,진짜 심신미약한사람은 보지않았으면 좋겠다…,,,,,,,,
1884,이딴 쓰래기 드레곤볼 에볼루션 이후로 처음봄...,,,,,,,,
1885,적절히 무섭고 적절히 스토리 괜춘함 마지막부분이 쫌 오바긴 하지만,,,,,,,,
1886,진짜 재미없습닏...무섭기는무슨...공포영화매니아분들은 보면 김새실듯-ㅅ-,,,,,,,,
1887,명품 공포다큐멘터리,,,,,,,,
1888,여운도 남고 몰입되서볼만큼 재밌었다.,,,,,,,,
1889,저도 알바들한테 낚여서봤음 완전 최악의 쓰레기영화 전혀 무섭지도않고 장난하냐??,,,,,,,,
1890,파라노말 액티비티 아류작. 기억나는건 맛있는 팝콘,,,,,,,,
1891,교만의 극치를 보여주는 포스터! 교만한 자를 물리치시고 겸손한자에게 은혜를!,,,,,,,,
1892,저 포스터는 그냥 유연성일뿐.. 허무해,,,,,,,,
1893,오랜만에 정말 무서웠다 배우들의 호연이 돋보임.,,,,,,,,
1894,이건 재미도 뛰어나고 작품성도 뛰어남,,,,,,,,
1895,뭔가 개운하지못하지만 무섭긴 최고다 진짜.,,,,,,,,
1896,이런게 공포지,,,,,,,,
1897,표현이 보기드물게 세련된 공포영화,,,,,,,,
1898,혼자봤는데 장난 아님,,,,,,,,
1899,공포영화답지않은 탄탄한 스토리입니다.,,,,,,,,
1900,배우들의 연기가 돋보임.,,,,,,,,
1901,긴박한 상황과 반전이 기가막힌다.,,,,,,,,
1902,그냥 그럼... 별로 추천하고 싶지는...,,,,,,,,
1903,졸라 지루하던데 뭐가재밌다는거지 다 알바인가,,,,,,,,
1904,역시 개봉 첫주는 알바가 대세...,,,,,,,,
1905,섬뜩하고 소름끼치는 영화,,,,,,,,
1906,배우들 연기 진짜 리얼하다. 그래서 더 무섭고 실감났다,,,,,,,,
1907,진짜 아직도 의문이 남음...ㅠㅠ,,,,,,,,
1908,왜이럽니까,,,,,,,,
1909,아 이것도주기아까움ㅋㅋㅋㅋㅋㅋㅋㅋㅋ이거뭐? 다큐멘터리?,,,,,,,,
1910,진짜 재미없고 돈 아깝고 허무하고,,,,,,,,
1911,시간가는줄도 모르고 정말 재밌었음,,,,,,,,
1912,마무리가 쩌네요. 소름돋았는데,,,,,,,,
1913,이런식의 소재도 이영화의 개성중 하나아닐까?,,,,,,,,
1914,무섭고 의미있는 영화에요,,,,,,,,
1915,끝이 좀 허무한듯하지만 난 진짜 등이 다젖어가면서 봤음 ㅋ,,,,,,,,
1916,오랜만에 공포영화가 무서웠다,,,,,,,,
1917,세심하게 구성된 리얼리티공포물.,,,,,,,,
1918,간만에 만나는 심리호러의 진수,,,,,,,,
1919,이래서 동양 공포영화는 서양의 공포물을 못따라오는거같다,,,,,,,,
1920,살짝 부족한감이 있지만;;,,,,,,,,
1921,다음에 더잘하라는뜻으로 만점주고 갑니다,,,,,,,,
1922,실제이야기라고하던대 진짠가?,,,,,,,,
1923,오오;;;; 내가보고서도 믿기지않을정도로 신기하네;,,,,,,,,
1924,신을 믿는다면 악마도 믿어야한다,,,,,,,,
1925,굿~~~대박~~~은 아지만...그래도뭐 ㅎ,,,,,,,,
1926,결말은 역시나 뭔가햇지만 전체적인 스토리구성은 굿뜨!],,,,,,,,
1927,나름대로 공포영화중에선 제일 볼만햇네요,,,,,,,,
1928,롯데시네마에서 재미있게보고왓습니다 ^^,,,,,,,,
1929,정말평점알바썼네영화7점이상준사람아이디눌러보면이영화면평점달았음난봤음최악임,,,,,,,,
1930,진짜본사람이댓글평점단거몇명이나되려나평점보고봤다가낚시질에낚였다는생각만듬최악,,,,,,,,
1931,결말이없고 무섭지도않고 그냥 효과음으로 사람 놀레게하네,,,,,,,,
1932,엑소시스트와는 다른.. 마지막 장면까지 허무함..,,,,,,,,
1933,처음부터 끝까지 별로임,,,,,,,,
1934,2%부족하긴햇지만 그래도 전체적으로는 좋움,,,,,,,,
1935,완전 재미있게 보고왔습니다 ~~~,,,,,,,,
1936,이게 실화라매? 한번 보러가긴가야대는대...ㅠㅠ,,,,,,,,
1937,나는 재미있게봣음,,,,,,,,
1938,다좋은대 결말이 살짝아쉽네,,,,,,,,
1939,스릴러는 역시 내취향,,,,,,,,
1940,오우 서프라이즈!!!,,,,,,,,
1941,지금까지본영화중제일최악!긴장감따위전혀없어!보다가다들나가버림,,,,,,,,
1942,에라이,,,,,,,,
1943,현장에 내가 직접 있는듯한 공포감 조성이 참 좋았던거 같습니다.,,,,,,,,
1944,페이크다큐의 요소가 적절하게 잘 사용된,,,,,,,,
1945,극도의 긴장감을 느끼고 싶다면 추천해 드립니다.,,,,,,,,
1946,파라노말이후 페이크다큐가 너무 좋아졌다,,,,,,,,
1947,돈아까워-ㅅ- 밑에님 용산고인듯?ㅋㅋ,,,,,,,,
1948,단체로 가서 봤는데 끝나고 온갖 욕설,,,,,,,,
1949,난만에 머리 서는 느낌 받음.. 인정,,,,,,,,
1950,이거 실화인가요? 흐미 장난 아니게 무섭네요,,,,,,,,
1951,정말 저렇게 비의가 들릴수 있는건가;;;,,,,,,,,
1952,ㅆ.. 무섭음의 극치를 보여주네,,,,,,,,
1953,아 ㅅㅂ 0점은 없는거냐 무섭긴 얼어죽을.. 그냥 쓰레기. 내가 본 영화 중 최악,,,,,,,,
1954,알바 쩝니다.. 진짜 재밌을 줄 알고 봤는데 잘 흘러가다 갑자기 스토리 막장되고...,,,,,,,,
1955,이영화모냐? 왜 이따구냐고!!! 공포감 정말 ...아;;;,,,,,,,,
1956,참신한 소재인데요? 내가 접하질 못했나? 아무튼 끝내주게 무섭네요,,,,,,,,
1957,뇌리에 팍팍 남네... 제길 잠설쳤네..,,,,,,,,
1958,알바한테 속지맙시자... 에혀 내 돈,,,,,,,,
1959,공포 영화의 끝 꼭 보세요 ,,,,,,,,
1960,햄넣고 소세지넣고  당면넣고 치즈 넣고 당면넣고 잘끓이다가 콜라를 쏟은 부대찌개,,,,,,,,
1961,밑에분 웃기내 ㅋㅋ 이영화가 언제부터 로맨스 코미디 였다는건지?,,,,,,,,
1962,올해 로맨스 코미디 영화중 최고봉 인듯.. 결말도 열린결말 ^^ 돈이 너무 안아까워요,,,,,,,,
1963,완전 재미없음 돈아까움ㅡㅡ,,,,,,,,
1964,이런 영화류를 좋아하다 보니 조금 아쉬운게 있긴하지만 영화는 볼만해요,,,,,,,,
1965,괜히 해외 박스오피스 1위를 한게 아니네욘 너무 무셔워썽!!,,,,,,,,
1966,저 해맑은 얼굴을 아주 엉망으로 만들어 놨어 ㅠㅠ,,,,,,,,
1967,메인 포스터만 봐더 개쩌넹;;;;,,,,,,,,
1968,영화끝나고 다들 뭐야? 이런 반응?,,,,,,,,
1969,오쉣!!! 실제 사건인가~.~완전 무섭네여;;;,,,,,,,,
1970,이거 보면서 느낀게 악마가 실제로 존재한듯한 느낌을 받았네요,,,,,,,,
1971,웜매 리얼다큐 공포가 요새 트랜드갑네,,,,,,,,
1972,이영화가 7.42라고? 알바생많네 진짜 개드립걔쩌는영화 보다웃음,,,,,,,,
1973,뭔가 다른 공포영회후유증 오래감,,,,,,,,
1974,기대를 많이해서 모르겠지만 솔직히 너무 실망 많이한 영화입니다,,,,,,,,
1975,기대도 안했는데...진~~~~~~~~~~~짜루 완전 완전 무서웠다 대박!!!!!,,,,,,,,
1976,중간부터 분위기 좋았는데 전개가 지루했네요..,,,,,,,,
1977,오랜만에 괜찮은 공포영화 나왓네요!!,,,,,,,,
1978,극한의 공포,,,,,,,,
1979,목사 진짜 웃겼는데ㅋㅋ 사이비 목사 아ㅋㅋ 여자애도 이쁘고 순수하구 청순함.,,,,,,,,
1980,여자애가 아크로바틱했나? 진짜 유연함. 아 무서워서 혼났네요,,,,,,,,
1981,좀 어지러웠지만 그덕에 엄청실감나서 뒈지는줄알았음.,,,,,,,,
1982,집사람이랑 같이 봤는데 집사람 가위눌림  진짜 이거 수작이네 ㅋㅋㅋㅋㅋㅋㅋ,,,,,,,,
1983,복잡하지않고 진짜 나 감독이 맘에 든다 ㅎ,,,,,,,,
1984,엑소시즘을 토대로 접근해본 가능성에 대한 고찰,,,,,,,,
1985,하드한 공포물은 아니다. 하지만 생각을 하게 만드는 영화 간만에 본다 잔짜,,,,,,,,
1986,이거 얼마나 무섭겠어..하고 봤는데 등이 흥건ㅜㅜ,,,,,,,,
1987,신인들을 써서 극에 좀더 잘몰입할수있었던거같다.,,,,,,,,
1988,야 이건 진짜 3D로 봐야~~~~,,,,,,,,
1989,말이 필요없다. 용기있는 사람만 보시오.,,,,,,,,
1990,엑소시시트시리즈중 단연 으뜸이다.,,,,,,,,
1991,영적세계에 대해서 다시 생각해보게한 영화,,,,,,,,
1992,기존의 이야기식 공포에서 탈피..리얼공포!!,,,,,,,,
1993,생각할거리는 없고 그냥 그 리얼함에 푹 빠져들면 공포는 찾아온다..,,,,,,,,
1994,허리꺽기가 테크노..ㅋㅋㅋㅋ 근데 주온 허리꺽기보단 나았다 ㅎㅎ,,,,,,,,
1995,이거 극장가서 본새끼 아니면 평점 쓰지마. 진짜 이건 최고야 난 울뻔했어 씨..,,,,,,,,
1996,무서워!! 무섭다고!!! 아씨 나보고 앞으로 어떡하란말야!!!!!!!!,,,,,,,,
1997,16세의 소녀…아 무서워죽는줄알았네 근데 여자애 귀엽당 ㅋ,,,,,,,,
1998,공포영화좋아하는사람들에게 적극추천~,,,,,,,,
1999,첨엔 스토리가 뭐 이러나 했는데 공포심유발하는데 기폭제역할을한거였다.,,,,,,,,
2000,아 오줌 절여..ㅡ.ㅡ,,,,,,,,
2001,사람의 어두운 본능을 잘 살린듯,,,,,,,,
2002,더 무서운게 담겨있는 영화 은근 소름 공포,,,,,,,,
2003,무섭고 의미있는 영화에요,,,,,,,,
2004,그래서 니가 하고싶은말이 뭔데 허무한 결말에다가 내용은 뒤죽박죽 휴 한심하다,,,,,,,,
2005,무서운건 둘째치고라도 기억에 진짜 오래 남는다,,,,,,,,
2006,ㅎ ㄷ ㄷ악마는 실제로 존재하는듯!,,,,,,,,
2007,짜릿한 공포감 조성은 리얼 다큐가 쫭이죵,,,,,,,,
2008,관절꺽기의 묘미는 바로이것 ㅋ,,,,,,,,
2009,아쉽다아쉽당...마지막이 아쉬워,,,,,,,,
2010,이게 라스트면 좋겠다,,,,,,,,
2011,공포영화가 공포영화답지 않고 다큐멘터리 다운 느낌이 드네요,,,,,,,,
2012,여친이랑 같이보면 좋을듯 꼭 껴안아줄수있어서^^,,,,,,,,
2013,나름재밌음마지막10분굿ㅋㅋ근데옛날엑소시즘의혐오는별로없고걍요즘세대깔끔엑소시즘,,,,,,,,
2014,90분중에 마지막 5분에 올인한듯한영화. 85분을 탄탄히해서 마지막 5분이해가능.,,,,,,,,
2015,평범한 공포물에서 벗어나려는 시도는 주목할만 하지만,,,,,,,,
2016,조금은 쇼킹하고 조금은 아쉽고 전체적으로는 보통?,,,,,,,,
2017,극장에서 봐서 그런지 웅장한 사운드가 최고,,,,,,,,
2018,생각할 수록 소름끼치는..,,,,,,,,
2019,색다른 반전 나름좋앗어요 ㅋㅋ 근데 좀더 무서운장면이잇엇으면..,,,,,,,,
2020,헐.. 리얼 다큐 공포가 리얼하긴하네요,,,,,,,,
2021,이건뭐...,,,,,,,,
2022,아 ! 진짜 시간 아깝고 머니 아깝다.정말 영화 많이 봤는데 그중에 제일 최악!!보지마,,,,,,,,
2023,아 너무 짱나네요... 잠이나 잘 자겠어요?,,,,,,,,
2024,이야;; 대박이네,,,,,,,,
2025,결말만 좋았으면 만점!,,,,,,,,
2026,아;; 아쉽다 2%부족햇어요,,,,,,,,
2027,나름 재미있어서 힘내라는 뜻으로 만점주고갑니다,,,,,,,,
2028,호호 이정도면~~~더군다나 실화라~~~,,,,,,,,
2029,이정도면 잘나온영화라고 볼수잇지,,,,,,,,
2030,에고 옆에서 소리지르는 지지배때문에 재대로 보지도못햇네 ㅠ,,,,,,,,
2031,모든 영화는 개인취향인것같음 그래서 9점,,,,,,,,
2032,결말이 아쉽다 하지만 내취향이라;,,,,,,,,
2033,오우 서프라이즈데스네~,,,,,,,,
2034,? 중간에 긴장감잇지만 그냥 그게 끝 어이없는결말,,,,,,,,
2035,아 이것도주기아까움ㅋㅋㅋㅋㅋㅋㅋㅋㅋ이거뭐? 다큐멘터리?,,,,,,,,
2036,아 이것도주기아까움ㅋㅋㅋㅋㅋㅋㅋㅋㅋ이거뭐? 다큐멘터리?,,,,,,,,
2037,뒷부분이 막장이었지만 전체적으로 괜찮았음 볼만함^^ 뿅,,,,,,,,
2038,공포에 흥미가없어서 그렇지 지금까지의 일인칭관점영화중 젤 잘만들어졌다는느낌,,,,,,,,
2039,블레어 위치 류의 시선을 가지고 리핑 10가지 재앙의 유사 내용을 본 영화. 돈 아까버,,,,,,,,
2040,엑소시스트관련영화중가장최악..뭔가나오겠지하고기대했지만끝까지지루한영화,,,,,,,,
2041,오 무섭다 기대이상!!,,,,,,,,
2042,결말이 조금 그랫지만 전체적으론 좋앗어요 ^^,,,,,,,,
2043,약간 부족한 설정...,,,,,,,,
2044,역시 스릴러 공포는 ㅠㅠ,,,,,,,,
2045,오우 서프라이즈~,,,,,,,,
2046,완전재미없음..이런영화는처음임....ㅠ,,,,,,,,
2047,정말이지 이런 촬영기법은 제발 좀 그만 해라. 10점은 뭐냐 정말.. 썅,,,,,,,,
2048,친구하고나하고 영화관에갔는데 둘밖에없었음ㅋㅋ 짱무서웠음 스릴넘침 (뇽),,,,,,,,
2049,재밋엇음 ㅋㅋㅋ,,,,,,,,
2050,정신없이 알바풀기 바쁘구나...,,,,,,,,
2051,무섭지도 않고 반전도 예상가능,,,,,,,,
2052,괜찮았음 나는..여주인공 연기대박ㅋㅋ초반엔 지루했지만 후반몰입도 굳! 반전도 양호,,,,,,,,
2053,안무서운데 결말까지 이상했어요 ㅋㅋ,,,,,,,,
2054,별로에용ㅋ,,,,,,,,
2055,ㅅㅂ 이게 무섭냐? 끝난후 웃음만 나옴,,,,,,,,
2056,상당히 무서웟고 영화관에 비명소리가;;,,,,,,,,
2057,공포 스릴러는 개인적 취향이라 ㅋㅋㅋ,,,,,,,,
2058,미국 박스오피스 1위햇대 기대돼내,,,,,,,,
2059,신을 믿는다면 악마도 믿어야 한다,,,,,,,,
2060,후.....진짜 방금보고왔는데요..; 후... 무섭긴 좀 무서운데...결말부분 진짜 ㅄ,,,,,,,,
2061,이야 86분내내 눈을 못때게 만들엇다;,,,,,,,,
2062,재밌넹 ㅋㄷ 생각보다 괜찮더군요 ㅎ,,,,,,,,
2063,와우 뷰티풀!!!!!!!!!!!!!!,,,,,,,,
2064,볼때는 몰랏는대 보고나니까 생각보다 여운이 많이남네,,,,,,,,
2065,여자친구가 옆에서 꺅꺅하느라 재대로 못보긴햇으나 그래도뭐...,,,,,,,,
2066,와...손발이 오그라들 뻔햇어 영화관에서 말이야...,,,,,,,,
2067,호호;; 이정도면 굉장히 잘나온 공포영화지,,,,,,,,
2068,역시나 결말 이야기가 많이나오네,,,,,,,,
2069,;; 결말이 조금 그래서 그렇지 재미없는 영화는 절대 아닌걸로 보이는데,,,,,,,,
2070,결말 정말 충격적...완전 소름 돋음,,,,,,,,
2071,완전 긴장... 쫄면서 봤음,,,,,,,,
2072,솔직히 재미없읍니다.. 저만그런게아니라 제 친구들도 다 실망했어요,,,,,,,,
2073,음... 어제 봤는데 무서운건 아니고 그냥 놀라는 정도?돈주고 보기에는 약간 아쉬운듯,,,,,,,,
2074,진짜 이런거 안남기는데 생각보다 넘 괜찮아서 남겨요 이게 리얼이지...,,,,,,,,
2075,영화 진짜 무서운듯 ㅠ.ㅠ ㅎㄷㄷ 보기 겁나지만 궁금해서 봐야겠어,,,,,,,,
2076,끝나고 완전 ㅠㅠ 헉 했다는 ㅠㅠ 진짜 무섭 ㅠㅠ,,,,,,,,
2077,여자 넘 무섭던데 ㅠ 결말도 완전 맘에 들었어요~,,,,,,,,
2078,생각보다 넘 괜찮았던 영화,,,,,,,,
2079,첨부터 집중해서 봐야 합니다... 계속 집중하게 만드는 영화..,,,,,,,,
2080,갠찮다~ 중간중간 완전 떨었음,,,,,,,,
2081,배우들의 열연,,,,,,,,
2082,여자애 연기 짱 잘함!,,,,,,,,
2083,생각보다 재밌던데여?,,,,,,,,
2084,레알 공포,,,,,,,,
2085,새로운 공포..>< 완전 반함..,,,,,,,,
2086,영화끝나고 사람들 다 욕했다.지루한 페이크다큐&엑소시즘장면 2~3분이끝 개허무결말.,,,,,,,,
2087,영화가 끝난후 심장이 후덜ㄷㄷㄷㄷ 해,,,,,,,,
2088,아.. 이런 다큐물이 더 무서운.... ㅠㅠ,,,,,,,,
2089,올해 공포 영화중에서 가장 무섭지 않았나 싶군. 다큐라 더......,,,,,,,,
2090,완전 무섭다_-;,,,,,,,,
2091,영혼이 바져나가는 기분.................,,,,,,,,
2092,진짜 무서웠다. 친구랑 두손 잡고 봄!,,,,,,,,
2093,별 한개이상 주는사람은 배급사 알바라고밖에 안보입니다.. 관객들의 하나같은표정..,,,,,,,,
2094,폐가가 훨씬 무서웠음..ㅠ 개독교들만 보세용,,,,,,,,
2095,하반기 최고의 공포물! 심장약한분은 보지마세요ㅠ 아직도 무서움,,,,,,,,
2096,폐가랑 뭐가다르냐? 아 레알 영화가 장애야 요즘 다큐형태로 찍는게 유행이냐?,,,,,,,,
2097,짱짱짱 무섭다! 헐~,,,,,,,,
2098,망할 졸라 무섭자나 ㅅㅂ,,,,,,,,
2099,결말쓰레기,,,,,,,,
2100,아침에 조조로 봤는데 와 장난아님 ㅋㅋㅋㅋ 뒤로갈수록 절정,,,,,,,,
2101,헐... 완전 개쩔 무서울꺼 같음 ㅠㅠ,,,,,,,,
2102,사실 앞엔 쪼끔 지루,,,,,,,,
2103,파라노말도 잼나게 봤는데,,,,,,,,
2104,뒤로 갈수록 빠져드는 몬가가 있다!,,,,,,,,
2105,이건 뭐,,,,,,,,
2106,별로 였어요... 폐가보다 더 리얼성이....흠...,,,,,,,,C급
2107,별로 재미없던데.. 평점이 너무 높아서 어이없네요,,,,,,,,
2108,처음 볼때도 무서웠지만,,,,,,,,
2109,세심하게 구성된 리얼리티공포물~,,,,,,,,
2110,흥미로운 영화였는데 조금은 아쉽네염,,,,,,,,
2111,사람의 어두운 본능을 잘 살린듯,,,,,,,,
2112,허리꺽기가 테크노 후,,,,,,,,
2113,흠조냉무섬,,,,,,,,
2114,오….주여…,,,,,,,,
2115,공포장르를 새롭게 리얼로보니 신선하네요,,,,,,,,
2116,파라노말 엑티비티 다음으로 오랫동안 잊혀지지않을듯,,,,,,,,
2117,정녕 사탄은 있구나…그런 생각이 든다,,,,,,,,
2118,사실감 넘치는 공포가 대박일듯..,,,,,,,,
2119,오 이것이 진짜인지 가짜인지 몰르겠,,,,,,,,
2120,공포영화중에 사실적인 비쥬얼을 담은거 같아여,,,,,,,,
2121,매달녀 ㅋㅋ 디박,,,,,,,,
2122,생생한 공포를 느낄수있음,,,,,,,,
2123,궁금해하지도마세요그냥보지마시구엑소시스트1에밀리로즈다시보세요절때보지마세요,,,,,,,,
