,content,,,,,,,,,
2309,진심재미있네요 물론 만이놀랐습니다....후들후들ㅋ심야 12시5분꺼에 저랑제여자친구 만 영화관에있더라고요무섭ㅋㅋ처음부티 스토리가 잘짜여있고요 올해 본영화중에 최고의 영화인듯하네요ㅎ,,,,,,,,,
2310,인시디어스 최악의 영화. 1,,,,,,,,,
2311,역대급무서움은개뿔...개실망이네..별로무섭지도않고,,,,,,,,,
2312,진짜 이렇게 황당하고 안무섭고 웃기기까지한 공포영화라니...,,,,,,,,,
2313,너무 놀라서 옆사람 발로참ㅋㅎ,,,,,,,,,
2314,인시디어스 팬은 보지 마세요. 일부러 기대를 낮추고 봤는데 그럴 필요가 없었습니다. 기대 이상의 밑바닥을 보여줍니다.,,,,,,,,,
2315,아니도대체어디서무서운거지..소리좀듣고걍소름돋기만한듯 그닥임 무서운급은 경성학교랑거의맞먹는듯,,,,,,,,,
2316,컴온 비취!!!! 스모스모,,,,,,,,,
2317,정말 1점도 아깝다...,,,,,,,,,
2318,잘놀라는 사람들은 임팩트있게 봤을것이다. 근데 솔찍히 사운드가 그래서 그렇지 귀신나오겠네 예상가는건 나뿐이었나?,,,,,,,,,
2319,노잼 1도안무서움 돈주고봤으면 너무아까웠을듯,,,,,,,,,
2320,알고도 무섭다ㅡ,,,,,,,,,
2321,중간까지재밌가가후반땨부터판타지영화됨,,,,,,,,,
2322,재미있어요 놀래기도하고웃김,,,,,,,,,
2323,진짜 시리즈중에 최고다 영화끝나자마자 화장실감 지림!! 짱무서!!! 이런게공포영화지!!!' 끼야햐햑,,,,,,,,,
2324,개인의취향일수도 있지만 깜짝깜짝놀라기는 하지만  갈수록 코미디요소가 ㅡㅡ;;내용도 허술하고1,,,,,,,,,
2325,올해 최고의 공포영화..,,,,,,,,,
2326,초반 여자 혼자있을때가 가장 무서움 그다음 부터는 그냥 개그.... 긴장감 거의 없고 갑툭튀가 전부임,,,,,,,,,
2327,아.. 누가 전편들 봤으면 꼭보라고그랬냐.. 감독이바껴서그런지몰라도 영 별로임 이시리즈 매니아라 봤는데... 아 이건 아니지;;;; 귀신 비주얼들도 하나도안무섭고 걍 밋밋.. 전작들 래파토리만 따라가고..막다예상되고...,,,,,,,,,
2328,해있을때 봐서 참 다행이라고 느꼈던 영화.,,,,,,,,,
2329,진짜 무섭지도 않고 재미없다....라자루스가 차라리 더 흥미로웠다. 할머니 장풍쏘고 너무 만화같아졌어. 1편때가 딱 좋았음.,,,,,,,,,
2330,극장에서 몇번 소리를 질렀는지..몇번을 놀래키서 더움!!,,,,,,,,,
2331,깜짝깜짝놀라는 장면이많았고 대체로 괜찮게봤어요,,,,,,,,,
2332,원래 컨저링,,,,,,,,,
2333,1,,,,,,,,,
2334,갑툭튀 짜증 내용으로 무서운게 아니라 그냥 깜놀시키는 거 외에는 아무것도 없는 영화,,,,,,,,,
2335,경성학교급입니다~~,,,,,,,,,
2336,기대에는 확실히 못미쳐요 깜놀장면도 다 예상가능하고 인시디어스 1,,,,,,,,,
2337,컨저링 시리즈라 믿고 본다 후회없음ㅋ,,,,,,,,,
2338,지존 재미없고 무섭지도 않음댓글 알바 너무티날정도,,,,,,,,,
2339,이따위 영화에 10점을 주는 새ㅡ끼들은 영화를 보지 않은 알바거나 감독이 목에 칼을 들이밀고 협박했음이 틀림없다.그냥 동명의 개그 영화라고 생각하고 보는것이 마음 편하다.감독새ㅡ끼는 꼬챙이로 꿰어서 죽여야 한다.,,,,,,,,,
2340,초딩이 시나리오 쓴듯ㅋㅋ웃김ㅋㅋㅋ,,,,,,,,,
2341,해리포터와 죽음의 루시.     볼드모트의 부활이래도 믿겠다.,,,,,,,,,
2342,디게 재미없어요 ㅡㅡ;;,,,,,,,,,
2343,보는동안 놀래면서 봤음 심장이쿵쾅쿵쾅ㅎㅎㅎ,,,,,,,,,
2344,아오~심장이 쫄깃쫄깃.사운드까지 미치게 만든다.이런 거 몇 편 보면 내 심장은 콩알만할 듯..ㅎㄷㄷ,,,,,,,,,
2345,영매 할망구 액션이 쩔어~ 이게 공포여 액숀이여 코미디여?,,,,,,,,,
2346,솔직히무섭고 몰입잘됨안무섭다고한분들 눈가리고봤나..?,,,,,,,,,
2347,도대체 베댓은 어떻게된건지 궁금하다. 자기들만 후회하기싫어서 구라치는걸 또 추천누르고.. 음..이영화 한마디로 표현해서 '주인공이 죽어가는 영화'' ,,,,,,,,,
2348,그냥 깜짝 놀라고옴.... 무섭다기보단.. 그냥 막 갑자기 등장하고 그래서...이럼 개나소나 다 놀랠듯..,,,,,,,,,
2349,어떻게 공포에 코믹을뿌려,,,,,,,,,
2350,ㅠㅠㅠㅠ....별로였어요,,,,,,,,,
2351,평점보고 오늘 보러갔는데 뜬금없이 깜짝 깜짝 놀래키는 장면 빼곤 뭐가 무서운건지 모르겠네요...   지금 대부분이 너무 무섭다는 평점인데 여기에 나 혼자만 공감하지 못한다는것이 제일 무서운것같네요(?!) 솔직히 오줌...,,,,,,,,,
2352,평점알바가 있나... 솔직히 초반에는 조금 무섭다가 중후반부터 공포영화도 아니고 감동 드라마도 아니고 B급영화로 흘러감;;; 재미없네요,,,,,,,,,
2353,평점보고 무섭다길래 진짜 기대 많이 하고 봤는데 진짜 핵노잼 제작진들 감 떨어진듯;,,,,,,,,,
2354,진짜 거의 최악의 영화중하나인듯 페북이나 평점난리나서 봤는데 깜짝깜짝놀라기만하고 걍사운드빨인듯 내용도 유치하고 분장도 허술햇따,,,,,,,,,
2355,사람들이 그렇게 무섭다고해서 보러갔는데 존노잼 그냥한두번놀래고 무섭지도않았음 진짜돈낭비,,,,,,,,,
2356,이거 보다가 담걸려서 병원에 누워 있어요!,,,,,,,,,
2357,썸남과보러가서 공포영화 못보는 척 하려고 했지만 이건 놀라는 구간도 OO같고 그냥 멍하니 앉아 있다옴..영매 할머니만 좆간지였다,,,,,,,,,
2358,졸무섭네 꼭보세요 두번보세요,,,,,,,,,
2359,이건뭐 이런 영화가 에휴,,,,,,,,,
2360,여운이 없엇고 스토리도 별로였지만 공포영화본느낌이 들어서 좋앗다,,,,,,,,,
2361,공포영화 잘봐서 그런가 창문그것만 흠칫하고 한개도 안무섭더라 중후반가면 막장됨 안보는걸 추천,,,,,,,,,
2362,1,,,,,,,,,
2363,인시디서스 1,,,,,,,,,
2364,1편을 따라갈수가 없다.. 사운드만 관객을 놀래키고,,,,,,,,,
2365,내용이 재미있는 건 아니짐나 오싹하고 소름돋고 놀라는 재미에 본 것 같네요1,,,,,,,,,
2366,그냥 무난함. 놀래키긴하는데 놀랄뿐 무섭진않아요,,,,,,,,,
2367,갠적으로 이건 집이아닌 영화관에서 음향 빵빵하게 봐야한다. 와 1.2보다 훨 무서움,,,,,,,,,
2368,확실히 사운드 하나는 인정 하지만 아쉬운건 1,,,,,,,,,
2369,1편 2편 이어 지는게 아니고 1편 전에 이야기인듯 하네요 ㅎ,,,,,,,,,
2370,재밌습니다.... 무...섭습니다,,,,,,,,,
2371,아무말이필요없다 ... 15세영화지만 그이상의 무서움..,,,,,,,,,
2372,여자친구랑 집에서 1,,,,,,,,,
2373,컨저링 에나벨 테이큰 파라노멀액티비티 링등 수많은 영화의 주요장면들을 짜집기해놨지만 하나도 옳게한게없다 초짜감독이 욕심내면 어떻게되는지 잘보여주는 삼류영화. 내 살면서 영화관가서본 공포영화중에 공포심을 단 1초도 못...,,,,,,,,,
2374,아..평점만 보고 지리러 갔는데 겁나 재미없음. 평점 한번도 남겨본적 없는데 돈아까워서 남김. 놀래는 장면 몇개도 그리 무섭지도 않고 내용도 탄탄하지 않고 공포영화라 기대없이 갔는데 더 기대 이하임. 진짜 재미없다....,,,,,,,,,
2375,인시디어스 2까지가 좋았다 .. ..  할매가 퇴마를 육박전으로 하다니.. 휴,,,,,,,,,
2376,하나도 안 무서움.기대 엄청 많이 했는데 실망함.,,,,,,,,,
2377,퀸이 숨못쉬는 악령에 시달리다가 결국에 영매불러서 퇴치함 어둠세계로들어가서 악령퇴치하고 존나편하게삶 스포 ㅅㄱ,,,,,,,,,
2378,와 ㅜㅜ진짜 친구랑 보러갔는데 둘다 서로 눈마주치면서 게쏙 꺅꺄:ㄱ거림 진짜 와 대박 진짜 개무서워 뭔가 내영면이나 전재부분에서는 2가 더 낫긴한데 ㅇㅇ,,,,,,,,,
2379,해리포터 B급으로 후속편 제작 된줄 알았다. 보는 내내 볼드모트가 떠오르더라. 확실한건 이 영화의 장르는 판타지,,,,,,,,,
2380,소리장난아니다 진짜 최곤듯,,,,,,,,,
2381,괜히 영화관에서 봤던 것 같다 1 2에 비해서 별로 재미가 없다. 깜짝깜짝 놀라긴 했는데 무섭진 않았음.,,,,,,,,,
2382,아니 평점높아서 진짜 간만에 기대하고 갔는데 초반엔 나름 몰입도있었는데 뒤로 갈수록 막장 코메디... 그냥 전형적인 공포영화입니다..기대하지마세요,,,,,,,,,
2383,역대급으로 무서웠음 ㄷㄷ,,,,,,,,,
2384,차라리 인시디어스 1편이 나음 이편은 귀신영화인지 사일런트힐 같이 괴물 이상한 애들 나오는건지 헷갈리는영화  그냥 안무서움,,,,,,,,,
2385,그냥 쓸데없는 클로즈업,,,,,,,,,
2386,오늘봣는데 별로 안무섭고 노잼인듯,,,,,,,,,
2387,피서용으로 볼거면 추천,,,,,,,,,
2388,이건 진짜 사운드가 쩔어서 영화관에서 봐야됨ㄷㄷ음향효과가 살린듯. 스토리가 식상한 면이 없잖아 있기도 하고 솔직히 중간에 장르가 개그로 새는 이유는 뭔지 모르겠다ㄷㄷ,,,,,,,,,
2389,1,,,,,,,,,
2390,놀라기만 하고 별로 잼ㄴㄴ ,,,,,,,,,
2391,솔직감상평....차라리 손님볼걸. 쾅 소리에 놀라는게 공포라면,,,,,,,,,
2392,볼만은함. 나름 무섭기도함.근데  딱  거기까지. 솔직히 근래5년 볼만한 공포가 없어 글치 예전이라면 극장와서까진 보지 않았을 영화...스칼레톤키같은 영화가 10배는 더 무서운듯,,,,,,,,,
2393,역대급 공포영화 등장 보는 내내 부들부들,,,,,,,,,
2394,나 무서운거 어느정도 본다고 생각했는데 이거보고 반성을 했습니다,,,,,,,,,
2395,컨저링보다 더 지렸음;;;,,,,,,,,,
2396,인시디어스2는 안봐서 모르겠고 인시디어스1보단 좀 별로였다.다른 여자들 리액션이 아주 심하길래 내가 이상한건가싶긴했음..; 개인적으로 난 1편이 더잼잼,,,,,,,,,
2397,역시 할머니의 파워는 여전하군요.,,,,,,,,,
2398,인시디어스 시리즈들 최고! 인시디어스4도 나왔으면 좋겠다,,,,,,,,,
2399,무섭긴 한데 2편이랑 내용 안 이어져서 별루,,,,,,,,,
2400,마지막에 좀 억지감동 스러운 면이 있었지만 내용이 난해하지도 않고 배경과 음악이 참 무서웠음 ㅠㅠ,,,,,,,,,
2401,ㅎㄷㄷ 무섭...ㅜㅜ,,,,,,,,,
2402,인시디어스 시리즈는 처음 봤는데 무섭기도 하지만 재미가 있네요,,,,,,,,,
2403,감독이 이번엔 컨디션이 않좋았나보다 굉장히 심심함  나오는 귀신들도 무난하고 내용도 지루함 마지막 나온 귀신은 영화 헬보이도 출연하는줄 ...에효..소리로 놀래키는게 대부분임. 그리고 귀신하고 격투기도 하냐? 밀치면...,,,,,,,,,
2404,역시 1,,,,,,,,,
2405,방금 심야로 혼자 보고 왔습니다. 솔직하게 후기를 쓰자면 존나 무서웠습니다. 그렇지만 내용전개가 살짝 아쉽네요. 죽은자가 따라붙게된 계기가 좀 더 확실했으면 좋았을텐데요. 제 이해가 딸린건지는 모르겠는데 그 부분은 ...,,,,,,,,,
2406,여주 는 왜 잘때마다 불끄고 자냐?덕분에 팬티 두장 새로 샀다,,,,,,,,,
2407,1,,,,,,,,,
2408,1,,,,,,,,,
2409,공포영화 치고 지루하지않게 잘 몰입해서 봣다,,,,,,,,,
2410,컨저링<<<에나벨<<<<인시디어스3.  공포영화의 한계,,,,,,,,,
2411,보다가 존거는 이영화가 처음,,,,,,,,,
2412,생각나서 욕하러 왔음. 고딩때 칭구가 쫄라서 봤는데 난생 처음으로 공포영화보고 시간과 돈이 아깝다는 생각이 들었음. 그 뒤로 걔가 영화보자고 하면 세번 고민했다. 드러운 추억밖에 없던 친구라서인지 이도 굳이 욕하러 ...,,,,,,,,,
2413,이렇게 안 무섭게 생긴 귀신은 처음이다,,,,,,,,,
2414,1.2편에 비해서 형편없는 수준 ..  왜 이모양일까 보니 기존 감독이 아니더라,,,,,,,,,
2415,이영화에 이런 과한평점은 좀 아닌듯 .. 잼있었다는 사람들은 무슨 생각을 가지고 영화를 보는지 이해가 안되네요.딴 평점 3점대가 맞습니다. 10점만점에.,,,,,,,,,
2416,마지막 악마분장보고 헛웃음... 머리는 불에 끄실린것같고 얼굴엔 왜 빨간 페인트칠을 했는지...고스터바스터즈 팀이 등장하면서 영화는 산으로 열심히 올라가 코믹으로 막을 내렸다,,,,,,,,,
2417,무슨이딴쓰레기같은영화가다있음;;;,,,,,,,,,
2418,난 존나진지하게 이평점올린사람들이 안본사람 엿먹이려고 쓴거라고 생각함.노잼보스,,,,,,,,,
2419,이거 별로 안무서워요ㅋ 식은죽먹기임 그때부터였을까요 제 죽이 식지않은게..,,,,,,,,,
2420,진짜 네이버별점 믿으면 안되겠네요...일단 알바 푼거 같구요ㅡㅡ처음엔 긴장감있어서 좋았는데 점점 갈수록 내용전개가 이상하고  이게 공포영화인지 의심이 드네요ㅜ끝에 감동은 있었지만 깜짝놀라는 것 빼곤 별로...예고편만...,,,,,,,,,
2421,평점보고 속았다...우리나라 사람들이 공포영화를 잘 못보는군요;; 이게 무섭다니.. 무섭지도 않고 결말도 삼류드라마라서 보고 화났음..ㅡㅡ,,,,,,,,,
2422,1편보다는 훨씬 무섭네요.. 저 혼자 소리질러서 되게 민망했음 ;; 아 쪽팔려 ㅠㅠ,,,,,,,,,
2423,진짜 재미있음 1,,,,,,,,,
2424,와진짜...인ㅅㅣ디어스....역대최고인듯...너무 무서워서 그냥 영화안보고 나가고싶었음..ㅠㅠㅠ,,,,,,,,,
2425,평점 4점....주고싶은데 아무튼 평점에 낚여서 봄.. ㅎ ㅏ,,,,,,,,,
2426,ㅋㅋ진심 코믹영환줄 우리 3관에 있었던 사람들 거의 다 계속 웃음....ㅋㅋㅋ,,,,,,,,,
2427,인시디어스 중 최악임!!할망구 왜 이렇게 오락가락하고 쳐 나와서 영화 다망쳐놓네....진짜 최악의 영화!!,,,,,,,,,
2428,절대 보지 마요 사람이 볼만한게 아님,,,,,,,,,
2429,공포영화는 외 국산인지 알게 해줌,,,,,,,,,
2430,음향은 그런대로 잘썼는데 영화 보는 내내 뭐 나올것 같다고 생각한 장면에선 95%이상 진짜 뭐가 나오구 후반부에는 뭔가 3류영화 같은 장면에...요즘 기술력도 좋아졌는데 효과는 전부 저예산 영화 보는것같은 기분이었네...,,,,,,,,,
2431,앞부분은조금지루했는데 갈수록 무섭고깜짝깜짝놀라서 볼만햇음ㅋㅋ근데 개그도조금나옴 어쨋든 갠찮~,,,,,,,,,
2432,갠적으론 글쎄여... 딱히무섭지도않고 뭔가 부자연스럽달까,,,,,,,,,
2433,웃기게 생긴 귀신의 서프라이즈 파티,,,,,,,,,
2434,역시 인시디어스!! 긴장감이 대박이었어요 전 시리즈를 보지않아도 재미있게 볼 수있습니다ㅎㅎ  전작보다 약간아쉬운 스릴감빼곤 좋았어요ㅎㅎㅎ,,,,,,,,,
2435,말이 필요 없습니다. 꼭보세요. ㅎ엘리스의 터프함 보기좋았습니다. ㅎ소름도 돋았고요 ㅎ,,,,,,,,,
2436,뻔한곳에서 튀어나오는데 ㅠㅜ 거기서나올줄알았는데 그래도 무서웡ㅠㅜ,,,,,,,,,
2437,진짜 미쳤다..거짓말안하고 아직도 두근댐... 개무섭다 진심 다필요없다 구냥 한마디만함 진짜 개무서움....,,,,,,,,,
2438,초반엔 쫄깃 마지막엔 슬퍼서움ㅠㅠㅠ진심 엄마생각날꺼셈,,,,,,,,,
2439,와 조조로 보고왔는데 심장쫄깃해진기분 1,,,,,,,,,
2440,영상보기힘들정도로 재밋고 무서웠습니다. 스토리도 구성좋고 강추합니다,,,,,,,,,
2441,초반부 숨막히게 놀래켜주셔서 ㅋㅋ잼나게 잘봤어요^^,,,,,,,,,
2442,공포영화보고 후기까지 잘 안남기는데 인시디어스 시리즈는 진짜볼때마다 후회 안되요 스토리가 있으면서 내용도 공감되고 좋고 공포도 분위기와 소리로 압도하는데 무서우면서 재미있네요 어느정도 사후세계에 대해 인정을 하는 사...,,,,,,,,,
2443,방금 봤는데 아침부터 핫식스 마신 기분. 쩐다 진짜. 시리즈 중에 개인적으로는 제일 무서움,,,,,,,,,
2444,진짜무서운거잘 못보는데. 이거 거의누워서봣다 어이가없어서. 웃음이나옴 진짜재미없고지루해요 옛날공포영화도아니고. 허술해요. 생각나는건. 진흙발자국만기억이나네요,,,,,,,,,
2445,어 왠 평점이 이리좋지초반중반에 갑툭튀로 깜짝놀래키는고 말고는 아무것도 없는영화영화 절정부분은 판타지좀비액션영화 보는 느낌이 새벽에 어이가 없어서 처음으로 평점남김할매로 시작해서 할매로 끝나는 본격할매어드벤처 영화,,,,,,,,,
2446,기대 이하. 돈주고 보기 아까움,,,,,,,,,
2447,재밋엇어요ㅡ화들짝ㅋㅠㅠ 중간중간에 놀라고ㅡ 많이 무서울꺼 같앗는데 생각보다 그정도는 아니엇어요,,,,,,,,,
2448,꼭봐야할영화  무서워서 사람들 소리지르고  시간가는줄 모르고봤다ㅋㅋ4가 나오면 꼭볼꺼임,,,,,,,,,
2449,시리즈를 안본 사람은 살짝 의아할 수 있으나 깜짝 깜짝 놀라는 부분은 나름 퀄리티있는듯. 다만 귀신이나 악마의 생김새가 우리가 아는 귀신류가 아니라 공포감은 좀 떨어짐. 그래도 재밌었음!,,,,,,,,,
2450,최근 봤던 공포영화중에 이게 젤 낫네ㄷㄷ,,,,,,,,,
2451,여태까지 컨저링 인시디어스 시시하다고생각햇는데이번에영화진짜잘만들엇음!!!!,,,,,,,,,
2452,그냥 보는내내 여주 이쁘다....생각만... 점수도 이뻐서 이정도나...,,,,,,,,,
2453,강남 롯데시네마 D열 9번자리 제가앉을자린데 오줌지릴수도있어요 모두 조심하세요,,,,,,,,,
2454,ㅋㅋ 무서워!!!  1~3 다 봤는데ㅋㅋ 이번꺼도 나름 재밌었음!! ㄷㄷㄷ,,,,,,,,,
2455,무섭게 잘가다가 개그로 돌변하는 시리즈구나,,,,,,,,,
2456,역시 명불허전 인시디어스!!!최고,,,,,,,,,
2457,1편부터의 3편까지 스토리가 과거로 가는 느낌이다. 2편 초반에 죽었던 퇴마사할머니가 다시 살아나서 활동하길래 의아했는데 보다보니 과거이야기라는 것을 알게 되었다. 1,,,,,,,,,
2458,갑자기 헐크로 변신 다 때려잡네,,,,,,,,,
2459,프리퀄도 재밌긴 했지만 2편 마지막 장면 이후가 아닌 게 조금 실망스러웠다.,,,,,,,,,
2460,진짜 무서웠다  정말 강력 추천 합니다,,,,,,,,,
2461,대단하다 1,,,,,,,,,
2462,1,,,,,,,,,
2463,엄마가 옆에서 손 잡고 있었을 때 얼마나 울었는지 ....,,,,,,,,,
2464,과거 평점을 보니 내가 왜 인시디어스 평점을 이리 박하게 준건지;;;,,,,,,,,,
2465,진짜 다운받아 봤는데도 같이 보자고 한 친구한테 미안해지네;;;  공포영화인데 소리로 놀래키는 거 말고는 웃기더라 코미디보는줄;화가 나서 평점 올린다그래도 여주가 이쁘고 귀여워서 2점 줌.,,,,,,,,,
2466,재밌다 굿굿 역시 제임스 완,,,,,,,,,
2467,그럭저럭 볼만한것 같음,,,,,,,,,
2468,전편보다는 별로였지만 돈안아깝게 재미있긴했다,,,,,,,,,
2469,무서웠다....후유증에시달렸다....뿌앵,,,,,,,,,
2470,재밌게봤어요,,,,,,,,,
2471,짱쟈밌는 영화입미당장짱,,,,,,,,,
2472,인시디어스 시리즈 중에서 최악이였다. 사운드가 확실히 사람을 미치게 만들고 놀라게 하지만 갑자기 공포물에서 액션물이 되버림,,,,,,,,,
2473,갈수록 구려지는거 같다. 이젠 정말로 좀 식상했고,,,,,,,,,
2474,내 목소리를 퐐로퐐로미충분히 예상할수있었던 반전장르의 판타지화열린결말,,,,,,,,,
2475,볼만은 하였지만 쓸데없는 억측전개로 인하여 재미를 반간시킨점이 많네요,,,,,,,,,
2476,너무무섭다  진짜 미친 제임스완,,,,,,,,,
2477,킬링타임마저도 안될것같은 아류작영화,,,,,,,,,
2478,기대이하에 영화였습니다,,,,,,,,,
2479,전작의 명성에 먹칠을 칠하는 작품,,,,,,,,,
2480,평소에 공포영화는 얼굴을 가리고보는데 그냥 봤던영화,,,,,,,,,
2481,그냥 전형적인 양산형 싸구려공포지향영화. 이건 아니잖아,,,,,,,,,
2482,걍 놀래킬라고 만든영화,,,,,,,,,
2483,최고의무서운영화 봐도봐도정말무서운영화,,,,,,,,,
2484,전편보다 못한것같긴한대 여전히 깜짝 놀래키는건 대단 공포영화 보다 놀란건 평생 처음인것 같은대 오줌지릴뻔,,,,,,,,,
2485,지극히 평범한 공포물이네  소녀가 귀신들린다 영혼을빼앗기려고한다  영매사가 도와준다 너무뻔한 공포물 지겨워  내가 만들어도 이시나리오보단 잘만들겠다 너무 예상대로따라가니까 재미없어,,,,,,,,,
2486,딱히무섭진않은데나름볼만햇음,,,,,,,,,
2487,진짜 갸오집니당ㅌㅋㅋㄱ,,,,,,,,,
2488,엄청 무셔 OO ..하 재미있어요 보세유,,,,,,,,,
2489,재밋엇어요오옹...,,,,,,,,,
2490,잼나요..잼잼..재미나요,,,,,,,,,
2491,인시디어스3은 1,,,,,,,,,
2492,공포영화이므로 연출만보면 8점은 충분. 공포영화치곤 잘만듬,,,,,,,,,
2493,진짜 공포영화 본것중에 손꼽을 정도로 재밌네요 무서운지는 잘모르겠고 사람 잘놀래게 잘만들었네요,,,,,,,,,
2494,무서워서 나가고 싶었어요.,,,,,,,,,
2495,진짜편하고좋음아늑아늑,,,,,,,,,
2496,생각보다 별루였어요깜짝놀라는 장면몆개정도‥,,,,,,,,,
2497,심장마비 올뻔.. 옆에 남자 계속 97분 어떻게 견디지 ㅅㅂ를 계속 중얼됨,,,,,,,,,
2498,인시디어스1이 더 재밌음. 끝엔 공포영화가 명랑감동드라마로 변질됨.  극장에서 보다가 돈아까워 죽는줄,,,,,,,,,
2499,결말이 너무좋게 끝나길래 뭔영화가 이렇게끝나나 싶엇는데 마지막에 또... ^_^  영화관에서 심야영화로 직접봣는데남자12명이서봣는데 지리겠더라,,,,,,,,,
2500,여자 친구랑 처음 공포영화 보러갔는데,,,,,,,,,
2501,그저그랬다 후기만큼 무섭진않은듯,,,,,,,,,
2502,스토리가 넘 허술하고 무서운 영화치곤 노잼,,,,,,,,,
2503,나만 낚일순없다 알바생들아,,,,,,,,,
2504,컨저링,,,,,,,,,
2505,굿 너무놀라서 허리 뿌라질뻔,,,,,,,,,
2506,핵무서움 오줌쌀뻔봣음,,,,,,,,,
2507,공포영화 잘 안무서워하는데 진짜 놀라는 장면 많았고 .. 귀신이 안무섭게 생겨서 그렇게 무섭진않았는데 놀래는 장면 진짜많았음 추천 추천,,,,,,,,,
2508,투보다는 무서웠음ㅋㅋㅋ재미있었당,,,,,,,,,
2509,중학생용영화.무서운거 못보는 여자가봐도 안무서움...,,,,,,,,,
2510,웬만하면 평점 안남기는데 자꾸 무섭다고 평점 올리지 마세요.아 욕나오네,,,,,,,,,
2511,진짜보는내내무서웠음ㄷㄷ마지막엔너무놀라서소리지름,,,,,,,,,
2512,무서워요 제가본 공포영화중Top3안에들어요,,,,,,,,,
2513,하나도 안 무서웠어요 온 몸에 소름이 돋을 뿐이에요,,,,,,,,,
2514,진짜지루하고잼없음망핸,,,,,,,,,
2515,괜찮게 보았습니다 ..재밌네요,,,,,,,,,
2516,방에 첫 모습 등장했을때 역대 가장 공포스러웠다 ㄷㄷㄷㄷ 나도 보면서 미치는줄 알았음,,,,,,,,,
2517,모든감정을 느낄수있는 영화,,,,,,,,,
2518,ㅋㅋㅋ 이거 별로 무섭진않음 귀신분장도 별로 안무섭고 은근히 좀 웃기다,,,,,,,,,
2519,진짜 재밋어요 대단해요,,,,,,,,,
2520,귀여운역할 하시던 할머니의 터프걸로 바뀌는것이 인상깊내요 명언 크 컴온 비취,,,,,,,,,
2521,진짜 소리부터 시작해서 공포감조성 장난아니예요ㅠㅠ꿈에나올까 겁나네요ㅠ,,,,,,,,,
2522,1.2보다 무서워졌는데인시디어스시리즈는 소리가 깜짝깜짝놀라게하는그게있다마지막즈음에 엄마나오는데 난너무슬펐다고느꼈다그냥 볼만했다고얘기하고싶었음ㅎ,,,,,,,,,
2523,무서워서 눈물 흘리는 너의 얼굴밖에 안남더라,,,,,,,,,
2524,무서워서 눈물난 정도 ㅎㅎ,,,,,,,,,
2525,부푼 기대를 안고 친구 영화표까지 사며 기대 of 기대했지만 영화가 끝난 후 기억나는건 커먼 비취!!!....손바닥으로 어깨 한번 밀면 귀신이 골로 가는 앨리스 아줌마 건강하시네요.. 재~~미 있는 영화 감~~사합니...,,,,,,,,,
2526,역시 기대햇던만큼 뮤서웟음 놀라는장면이많앗어요,,,,,,,,,
2527,손님만큼 재미없었음. . 할머니 개잘싸우심;,,,,,,,,,
2528,진짜 무섭고 좋았어요장화홍련 이후로 처음 느끼는 신선한 공포였고재미있었습니다단지 이게 귀신인지 괴물인지 분간이 안갈 때도 있긴 했지만요ㅎㅎ...,,,,,,,,,
2529,안무서워요 괜히 쫄먹지마요,,,,,,,,,
2530,장면하나하나가 소름돋는다 음향이미침 굿,,,,,,,,,
2531,인시디어스 시리즈는 다 비슷함. 이번 3는 특히 실망스럽다. 귀신도 무서워 보이고 싶은 욕망이 가득했다. 늘 똑같은 스토리 전개. 더 이상 인시디어스 시리즈는 보지 않아도 될 것.,,,,,,,,,
2532,1.2랑 급이다른 무서움...,,,,,,,,,
2533,진짜 대박 무서움 팝콘 가지고 들어갔는데 반은 쏟음 ㅡ.ㅡ,,,,,,,,,
2534,안돼..!!!!평점 알바들이냐? 아님 내가 간이 더 부은거냐?놀래기만 하고 덜 무서운데현제 시각 새벽 4:45 불끄고 혼자봤음,,,,,,,,,
2535,사운드 좋다  스토리쓰래기 연기력 2명좋음  주인공 .할머니  마지막은 허무 그냥 임모탄조처럼 호흡기때니 죽음 걍별로임 나중에 티비나오면보자,,,,,,,,,
2536,대박 놀라공 잼있어용  인시디어스2의 프리퀄 인가요? 마지막에 짱 웃김요 기대하셔도 되용 귀신 무셔ㅠ,,,,,,,,,
2537,공포물 중에서는 인시디어스가 제일 낫네. 4탄도 나올려나.,,,,,,,,,
2538,시간가는줄도모르고 집중해서봣어요 너무재밋어요,,,,,,,,,
2539,이거 진심 지림 오줌 나올듯 ..이야기도 재미있고  걍 굿?,,,,,,,,,
2540,너무 기대했었기에 기대부응할 정도는 아니였다원투에 비해 코믹도 넣었고 스릴감은 그대로다돈아까울정도는 아니기에 추전,,,,,,,,,
2541,아니 영매사 할머니 계속 못해줄거 처럼 하더니 해주네요 ㅋㅋㅋ 소리만 아니면 안...무섭!,,,,,,,,,
2542,중간중간에 훅훅 들어오네요,,,,,,,,,
2543,각성한 할머니는 최강이라는 것을 알려준 영화 그러므로 우리는 할머니께 잘해야 합니다,,,,,,,,,
2544,그렇저렇인것같습니다,,,,,,,,,
2545,스토리는 허술했지만 주인공 퀸이 이뻐서 9점  준다갑툭튀 장면 허버 많음 음향효과 짱!,,,,,,,,,
2546,보지마세요 존나 무서움 안보는거 추천,,,,,,,,,
2547,최악의 영화다 그동안 잼 있게 보아서 좀 기대를 했는데 와 욕나온다  무섭지도 않고 식상한 ...예고편이 다이고 어디하나 집중되는 장면도 없고,,,,,,,,,
