,content,,,,,,,,,,,,,
4340,흔하게 봐왔던 공포영화가 아닙니다. 더럽게 재미없는 공포영화입니다. 2만원 들여서 영화 1시간 보고 둘이 손잡고 도중에 나왔습니다.,,,,,,,,,,,,,
4341,초딩 7명 vs 삐에로 싸움 잘 봤습니다. 이 영화를 보고 알바 혐오증 걸렸습니다,,,,,,,,,,,,,
4342,그냥그래요 어린애들은 보면ㅁ무섭겠네요,,,,,,,,,,,,,
4343,너무 재미있다 최고였음,,,,,,,,,,,,,
4344,진짜 클레멘타인 능가하는 재미없는 영화 관객은 생각하지 않은채 끝까지 지네끼리 얘기만 하다 끝나는 영화 꿀잠 자게 만드는 영화 마지막에 실웃음 짓게 만들어 주는 영화였습니다 보러 가지마세요 그 시간에 차라리 자기 개...,,,,,,,,,,,,,
4345,처음부터 끝까지 봤을때 의문이 영화의 장르의 정체는 뭘까?? 아이들의 시선에서본 공포라는 점을 살리려 노력한 것은 이해하나 포커싱이 너무 중구난방. 이 시선이 지나치게 고어하고 아이들의 성장이라 하기엔 큰 메리트가없...,,,,,,,,,,,,,
4346,별 주기도 아까운 영화..,,,,,,,,,,,,,
4347,ㄹㅇ무슨 영화인지 모르겠다ㅋㅋ예고편에 완전 속음;;공포말고 어린이성장드라마로 바꾸는게 나을듯,,,,,,,,,,,,,
4348,애들이 피에로 졸라 패는거말고없음 공포영화맞음?코메디인듯,,,,,,,,,,,,,
4349,허접한 한국 공포영화도 적어도 한 번은 놀라게한다. 이 영화는 대체 어떻게 한 번을 놀랄 수가 없냐..,,,,,,,,,,,,,
4350,예고편보고 기대많이하구 갔는데...싱스트리트+장산범 섞어놓은 아기들 하이틴 드라마 ㅋ 마지막 삐에로 무대에서 춤추는 장면은 그야말로 코미디... ㅋㅋ무서운거보다 웃겨서 그나마 4점 준다.  마지막 손에 피긋는 장면은...,,,,,,,,,,,,,
4351,80년대 영화 구니스 아는분 있음? 구니스 공포버전임 물론 구니스가 훨잼남ㅋㅋ,,,,,,,,,,,,,
4352,뭘 말하고자 했는지 모르겠네요...근데 여주는 이뻣음,,,,,,,,,,,,,
4353,스카이라인 이후로 이렇게 돈아깝고 시간마저 아까운영화는 첨 ㅎ...,,,,,,,,,,,,,
4354,와 초딩영화인줄ㅋㅋㅋㅋ 그냥 노답 정말 이상함,,,,,,,,,,,,,
4355,별점 한 3점짜리 영환데 지금 너무 높아서 1줌무슨 생각으로 만든건지 모르겠고 2편 나온다는데 욕할려다 참고 갑니다이거보면 나중에 자식이 저 모양이면 죽이지도 살리지도 못하겠다 싶으면서 암세포 생성하고 집에가야되요,,,,,,,,,,,,,
4356,그다지 공포스럽지도 않고 별로였습니다.,,,,,,,,,,,,,
4357,이딴영화가 후속작 나온다는게 제일 무섭네요,,,,,,,,,,,,,
4358,왜 평점이 좋은지모르겠다... 정말 재미없었고 지루했고 스토리도없고 전개또한 무슨 어린이 성장드라마를 보는듯했음 최악.,,,,,,,,,,,,,
4359,하... 이걸 왜 주말에 비싼돈주고 본건지; 기대이하라는 말도 아깝습니다 저는 비추예요....,,,,,,,,,,,,,
4360,공포영화보다가졸린건처음이에요,,,,,,,,,,,,,
4361,별점 1점조차 주기도 아까움. 진짜 영화관에서 뒷사람 앞사람 할거없이 나오면서 다 욕함. 영화보면서 짜증나고 어이없고 욕나오긴 처음이네 ㅋㅋㅋ,,,,,,,,,,,,,
4362,로맨스를 굳이 넣어야 했나,,,,,,,,,,,,,
4363,시끄럽고 소란스럽다 영화가 너무 늘어지고 길어서 1점 더 마이너스하겠다,,,,,,,,,,,,,
4364,진짜 감동도 없고 재미도 없음; 보다 어이없어서 웃었네,,,,,,,,,,,,,
4365,개OO 영화 빈약하고 유치한 스토리 ㅅㅂ키스하니까 깨어나는 장면은 다시 생각햐도 소름이네 대체 뭔 영화냐 이게 진짜 OOO기영화,,,,,,,,,,,,,
4366,뭔내용을 보여주고싶은건지도 모르겠고 내인생에서제일돈아깝다생각한 영화임 절대보지마셈,,,,,,,,,,,,,
4367,닥치고남주존잘이어서 남주밖에안보임걍외국가서살고싶고미치게만들정도로섹시함,,,,,,,,,,,,,
4368,진짜 욕밖에안나오네 0점도아까운 희대의 쓰레기 청소년 성장영화^^,,,,,,,,,,,,,
4369,다 댓글 알바냐? 놀라는건 있지만 진심 피에로가 왜 무섭고 풍선 다시는 쳐다도 못본다 하냐..이해안감 이건 소년성장단편드라마다,,,,,,,,,,,,,
4370,별 0.5개는없냐? 올해본 최악의 3류 공포영화,,,,,,,,,,,,,
4371,10점은 알바 1점은 실제관람객입니다. 주의하세욬ㅋㅋㅋㅋ,,,,,,,,,,,,,
4372,진짜 난생 처음 후기남기는데 그동안 공포영화중 최악 돈주고 보기 아까운 영화 킬링타임으로도 아까운 코믹영화,,,,,,,,,,,,,
4373,뭐 무섭지도 않고 초반에 살짝 놀란거 이후에 걍 짜증남진짜 무슨 장산범이나 이거나 비슷해서 더 짜증나네하나는 재밌는거 걸릴만도 하지않냐고요!,,,,,,,,,,,,,
4374,그래서 결국 말하고 싶은게 뭐냐떡밥 회수도 하나도 안하고도대체 뭐냐 이 말도 안되는 마무리는진짜 기대하고 갔는데 너무 허접스러워서 영화 크레딧 올라오자마자 욕나옴,,,,,,,,,,,,,
4375,무서웟어요.. 그치만 재밋네요,,,,,,,,,,,,,
4376,클레멘타인 뒤를 잇는 걸작.영화표가 10만원이여도 전혀 아깝지않음,,,,,,,,,,,,,
4377,초반에 지루하고 후반에 별것도 아님.,,,,,,,,,,,,,
4378,심리를 이용한 공포감 유발에 큰 박수를 쳐주고 싶습니다,,,,,,,,,,,,,
4379,탄탄한 스토리를 바탕으로한 삐에로 공포영화 그것! 너무 재밌었어요!,,,,,,,,,,,,,
4380,당분간 맥도날드와 빨간 풍선은 싫을거 같아,,,,,,,,,,,,,
4381,어설픈 한국영화 보다는 나은듯. 약간 특이한 청소년 성장물 공포영화. 특이하지만 재밋음,,,,,,,,,,,,,
4382,공포의 새로운 구성과 스토리에 반했습니다,,,,,,,,,,,,,
4383,애나벨보다 10배 무섭다 하고.. 너무 기대를 해서 그런지 진짜 보는 내내 이영화는 무엇인가 라는 생각만 드네요..,,,,,,,,,,,,,
4384,진짜 뭔 내용인지....하,,,,,,,,,,,,,
4385,스토리 갑툭튀 다 떠나서 기괴스러운거 모음집이었다..ㅅㅂ 모가지잘린거 확대해서 보여줄때 진짜 기분 개더러웠다,,,,,,,,,,,,,
4386,난 재밌게 봤어요 ㅋㅋ 1점짜리 영화는 절대 아닙니다.,,,,,,,,,,,,,
4387,무섭기만한 공포영화가 아닙니다 스토리 좋고 메시지도 확실히 있어요,,,,,,,,,,,,,
4388,이런 도날드의 사악한 쌍둥이 동생같으니...,,,,,,,,,,,,,
4389,이야기가 산으로간다 재미도 없고,,,,,,,,,,,,,
4390,재미없음 올해 본 영화 중에서 최악. 그나저나 알바 엄청 보이네ㅋㅋ,,,,,,,,,,,,,
4391,아이들 성장영화가 이렇게 무서웠나..,,,,,,,,,,,,,
4392,기대한 것 이상이었음 존잼탱 ㅋ,,,,,,,,,,,,,
4393,재밌네요 공포영화치고 스토리도 탄탄하구요..,,,,,,,,,,,,,
4394,아이들 연기도좋고 2편이 기대되네요,,,,,,,,,,,,,
4395,광대 분장을 너무잘해서 소름돋는거 말고는 딱히 무섭다는건 잘 모르겠더라구요 마지막 부분이 좀 아리송하더라구요,,,,,,,,,,,,,
4396,백문이 불여일견..나 예고편보고는 그냥 그랬는데 가서 보고오니까 ㅈㄴ무섭던데 보고서도 이거 수준 낮다는 애들은 공포영화 ㅈㄴ잘보는 애들이냐 안무섭다는 애들ㅈㄴ부럽다 내 나이27세에 맥도날드 광대에 지릴뻔 ㅋ; 난 아...,,,,,,,,,,,,,
4397,다구리장면에서 개터짐 소리내서 나혼자웃던데 쫄보들 저게무섭냐? 12세 디즈니수준인데 아이들은용감햇다 감상평근데 아이들기준에서 그것이 삐에로로보엿던걸수잇는데실제 연쇄살인사건이고 연쇄토막살인사건에 연쇄살인마가 그것이라생...,,,,,,,,,,,,,
4398,보는내내 웃음이 끊이질 않았던 영화,,,,,,,,,,,,,
4399,내 친구가 x발스롭데용.. 난 보고싶었는데..기대감을 낮추는 내 친구의 후기,,,,,,,,,,,,,
4400,이것저것 넣고 싶었던 거 같은데 그것 때문에 개연성이.. 2점 정도면 높게 준 거,,,,,,,,,,,,,
4401,하나주기도 아까운 영화 초반엔 긴장감 넘쳤지만 가면갈수록 무슨내용인지도모르겠고 나중에는 애들끼리 뽀뽀하고 키스하고 그냥 저급한 성장드라마 한편보는느낌 돈이랑 시간 둘다아깝고 살면서 이런영화를 돈주고 봤다는게 후회될정...,,,,,,,,,,,,,
4402,어린이 성장영화. 이게 제1장이라는것이 제일 무섭네요.,,,,,,,,,,,,,
4403,단순한 공포영화가 아닌 예술적인 영화. 아이들이 어른들에게 받은 여러 상처속에서 살아가는 아이들... 상처와 트라우마의 두려움을 IT광대로 표현! 상처받은 이들을 향해 감독이 세상에 전하는 메세지 LOSER가 아닌 ...,,,,,,,,,,,,,
4404,애나벨1>>it>>>>장산범>애나벨2=컨저링시리즈남친이랑 떨면서봤어요.. 같이 본 사람들도 다 무섭다면서 나왔어요 화장실에서 여자두명이 맥도날드 다신 안쳐먹는다던데...저도 그러...,,,,,,,,,,,,,
4405,ㄹㅇ 인생영화  웃긴장면도좀있고   진짜개재밌네꼭보셈 ..,,,,,,,,,,,,,
4406,시사회로 봤는데 그냥 노잼. 왜 이렇게 재밌다고 무섭다고 홍보하는지 모르겠음. 청춘,,,,,,,,,,,,,
4407,최근본영화중에 스토리가 제일탄탄해요. 재밌어요,,,,,,,,,,,,,
4408,아니 다 알바들인가 이런 영화가 10점이라니,,,,,,,,,,,,,
4409,개노잼ㅎㅎㅎ흐흐ㅜㅎ,,,,,,,,,,,,,
4410,1점도 아깝다 진짜 욕나오네,,,,,,,,,,,,,
4411,이게 공포야? 코미디야?,,,,,,,,,,,,,
4412,공포영화의 한계인건가 어캐 요즘 공포영화는 다 후지냐,,,,,,,,,,,,,
4413,진짜돈주고보라해도안본다,,,,,,,,,,,,,
4414,킬링타임용도 안된다 ㄹㅇ 빡쳐서 점수등록하러 옴하나도 안무서워,,,,,,,,,,,,,
4415,그러저럭 볼만하지만 괜히 러닝타임이 길고 미국 십대 모험 얘기 같아서 좀 유치함,,,,,,,,,,,,,
4416,공포감은 물론이고 작품성까지 있음.. 굿,,,,,,,,,,,,,
4417,너무 잼있어서 런타임이 굉장히 빨리 지나갔습니다.저도 빨리 나갔습니다.,,,,,,,,,,,,,
4418,말없이 그냥..뭐..그냥봤다...근데 말이 안나온다 끄으....,,,,,,,,,,,,,
4419,최고.그냥진짜제발보세요,,,,,,,,,,,,,
4420,원작의 지루함을 없애고 더 무섭고 참신하게 만들어서 재밌게 봤습니다.,,,,,,,,,,,,,
4421,해외 평 좋아서 기대하구 있었는데 존무섭ㄷㄷ,,,,,,,,,,,,,
4422,보고나서 후회했음. 비추천,,,,,,,,,,,,,
4423,상당히 매력적인 공포영화 :),,,,,,,,,,,,,
4424,조지 데려나올줄알았는데ㅠㅠ불쌍해,,,,,,,,,,,,,
4425,확실히 평범한 공포와는 다르네요,,,,,,,,,,,,,
4426,무섭다고 두렵다고 뒤로 물러나지 말아라 아이들아,,,,,,,,,,,,,
4427,발랄한 틴에이져 영화네요,,,,,,,,,,,,,
4428,오줌쌋다 그냥 참신했다,,,,,,,,,,,,,
4429,와 이게 재밌다고? 어떻게 7점이 넘어가,,,,,,,,,,,,,
4430,그럭저럭볼만함이런영화도 한국에선 절대못만듬 ㅋ ㅋ,,,,,,,,,,,,,
4431,인간 내면의 상처와 나약함을 자극하는 그것의 공포!!!!,,,,,,,,,,,,,
4432,노잼이다 보지마세요 시간 아까워요,,,,,,,,,,,,,
4433,디워보다 재미 없었다.살면서 영화를 그리 많이 보지는 않았지만 지금까지 본영화중에 제일 재미없는영화,,,,,,,,,,,,,
4434,이게 왜 이렇게 평점이 좋은지 모르겠네광고만 무서운 영화임 진짜하나도 안 무섭고 유치함. 무서운 장면 나오는데 어이가 없어서 웃음이 나옴진짜 보지 마세요. 뭔 애기들이 보는 공포애니 느낌,,,,,,,,,,,,,
4435,이런걸 영ㅎ와라고 만들었나 ..지루해서 죽을뻔 공짜로봐서 다행이지,,,,,,,,,,,,,
4436,애들이너무귀여웠다.,,,,,,,,,,,,,
4437,패드립 패륜 흡연 칼질 돌팔매 소프트한 고어물 청소년여주 노출씬 등등 15세인 이유??ㅋㅋㅋㅋ개인적으로 좋아하는 요소(?)가 다 들어있어서 매우만족!!,,,,,,,,,,,,,
4438,와 이거 최고임.ㄷㄷㄷㄷ,,,,,,,,,,,,,
4439,이런 영화를 끝까지 보고 나온 내자신아 칭찬해,,,,,,,,,,,,,
4440,쓰레기영화임 돈내고보기아깝다진심,,,,,,,,,,,,,
4441,돈이아깝네여..ㅠㅠ,,,,,,,,,,,,,
4442,평점에 낚여써 봣다. 코믹이라면 10점준다. 공포라면 0점. 다들 윳느라 시끄럽더라,,,,,,,,,,,,,
4443,ㅅㅂ 알바새기들 존나많네 보지마라 돈죤나아깝다,,,,,,,,,,,,,
4444,스토리 뭔지 하나도 모르겠음  / 무슨 어린이 성장 드라마 같음 /  꼬맹이들이 괴물 물리치는 그냥 노잼,,,,,,,,,,,,,
4445,난 여태 공포영화중 최고였는데 재미없다는 사람들 쫌 이해안감~영화관에서 소리지른 여자두.있었음 졸잼꿀잼!!!애나벨보다 백배무서움,,,,,,,,,,,,,
4446,별점 1점도 아까움 이거 왜이렇게 평점이 높아 개봉 이틀째라 그런가 하 진짜 돈 아까움 말도안되게 무슨 갑자기 좀비가 튀어나오고 대낮에 길거리에서 광대 튀어나오고 진짜 말도안됌 스토리에 개연성이 1도 없음 보다 친구...,,,,,,,,,,,,,
4447,진짜 너무 무서워서 중간에 나갈뻔했어요,,,,,,,,,,,,,
4448,어린이 성장 영화,,,,,,,,,,,,,
4449,제목부터 끌리더니 영화는 더 재밌네..,,,,,,,,,,,,,
4450,지금까지 본 공포영화중에 가장 참신하고 흥미로웠어요,,,,,,,,,,,,,
4451,리지 하드캐리함ㅋㅋ꽤나 재밌었던 영화,,,,,,,,,,,,,
4452,러닝타임이 지루할틈이 없었네요,,,,,,,,,,,,,
4453,약간 8~90년대 감성이 있어 더 와닿는 기분. 시공간을 초월한 공감대형성,,,,,,,,,,,,,
4454,올해 본 공포영화중에 최고인듯,,,,,,,,,,,,,
4455,정말 참신한 스토리~!! 소설도 한번 읽어보고 싶음,,,,,,,,,,,,,
4456,초반부터눈을 확 사로잡네요. 애나벨보다 훨씬 무서운데요?,,,,,,,,,,,,,
4457,쓰래기다 시간 아깢다.... 보지마라,,,,,,,,,,,,,
4458,....정말 추천하고 싶지 않아요,,,,,,,,,,,,,
4459,드라마와 공포가 어우러지질 못함. 첫 조지가 끌려가는 장면이나 지하실에서의 광대등장은 꽤 긴장되고 공포영화다운데,,,,,,,,,,,,,
4460,애들 동화같음 집에서 vod나오면 보세요,,,,,,,,,,,,,
4461,개짜증난다진짜^^.,,,,,,,,,,,,,
4462,123456보지마셈,,,,,,,,,,,,,
4463,극장 나가고 싶었다...,,,,,,,,,,,,,
4464,끝나고도 계속 생각이나는 영화네요,,,,,,,,,,,,,
4465,정말 보는 내내 집중해서 2시간넘어도 알아채지못햇어요...삐에로 진짜 무섭네요 다들 연기 굿입니다,,,,,,,,,,,,,
4466,원작 그 이상을 보여주는 영화는 오랜만이네요,,,,,,,,,,,,,
4467,130여분이 소름끼쳐서 혼났네요ㅡㅡ,,,,,,,,,,,,,
4468,무섭고 재밌습니다만 이해가 안가는게 괴롭히는애들.. 애들 맞아?  성인같음ㅋㅋㅋ,,,,,,,,,,,,,
4469,역시 이런건 심야로 봐야지 제맛ㅎㅎ 대신 오늘 잠못자고 출근중..,,,,,,,,,,,,,
4470,코미디물 간만에 웃엇음,,,,,,,,,,,,,
4471,아ㅡ이걸 공포영화라고... 보는내내 짜증딱 초딩영화임....완전 낚임,,,,,,,,,,,,,
4472,전형적인 B급 영화 ㅇㅇ,,,,,,,,,,,,,
4473,짱구는못말려 공포버전+잠자는숲속의공주챕터원이라는데 예산딸려서 2안나올거같음,,,,,,,,,,,,,
4474,아동청춘드라마! 코미디를 원하시면 별점7정도ㅎㅎ 군인이라 6000으로봤는데 햄버거  먹을걸ㅠㅠㅠ,,,,,,,,,,,,,
4475,내 기준에서는 상당히 재밌음,,,,,,,,,,,,,
4476,이런 쓰레기같은 영화 다시는 보고싶지 않네요 괜히 틀었다가 정신만 이상해지는 기분 진심으로 더러운 영화네요,,,,,,,,,,,,,
4477,최악 최악 최악 최악 최악,,,,,,,,,,,,,
4478,뭘 이야기 하고 싶은건지 모르겠고 가면 갈수록 스토리가 산으로 가는걸 보고 한계에 달함.,,,,,,,,,,,,,
4479,보지마세요 진짜 돈 시간 날리고 의미없고 뭘 의도한건지 모르겠으며 뭘 보여주자한건지 이해안됨 베스트 댓글 보고 보지마세요 저거 다 알바에요 낚기지마세요,,,,,,,,,,,,,
4480,진짜 살면서 지이인짜 장난안치고 진짜 노잼입니다. 깜작 놀라는 부분 말고는 하나도 안무섭고 잔인하기만  하네요 어이없는 키스신과 광대가 마지막에 처맞는 부분은 진짜 안경벗고 폰만졌습니다.,,,,,,,,,,,,,
4481,여태껏 영화 300편 이상 봤지만 평점 남기는건 처음임.  공포랑 감동 둘 다 잡으려다 둘 다 놓친 영화.의식 잃은 아이를 뽀뽀로 깨워?  이건 뭐 청춘물도 아니고 공포영화도 뭣도 아님.심지어 갑툭튀도 무섭지도 않다...,,,,,,,,,,,,,
4482,26년 인생 처음으로 돈이 아깝다리얼 까지는 그래도 하 이래도 돈은 내고 봐야지했지만 이건 인생 최고로 돈이 아깝다,,,,,,,,,,,,,
4483,무서운 공포감은 유지하면서 웃기기도 하고 뭉클함도 있고 뭔가 성장통이 담겨 있어서 그런지 감정이 풍부한 영화였음 올해 좋은 영화 top3안에 듬,,,,,,,,,,,,,
4484,올해 최악의 영화. 전달하고자 하는 메세지가 있었다면 철저한 실패. 각자 따로노는 스토리와 개연성이라곤 찾아볼 수도 없고 심지어 무섭지도 않다.. 무서움을 느끼는건 각자 다를 수 있으나 어느 방면에서도 성공하지 않았...,,,,,,,,,,,,,
4485,공포영화보면서오줌안싼적처음입니다,,,,,,,,,,,,,
4486,It은 술래잡기의 술래라는 뜻인데,,,,,,,,,,,,,
4487,진짜보지마라 진심이다,,,,,,,,,,,,,
4488,생각보다 너무 안무서워서 좀 놀랐어요 그냥 약간 웃긴코메디 보는듯했어요 약간 실망감이 큰 영화였어요,,,,,,,,,,,,,
4489,나이먹고 옛날 사탄의인형보는기분갈수록 지루해지다가 끝에 짜증이나는영화이거볼돈으로 그돈으로 똥닦는걸추천,,,,,,,,,,,,,
4490,덜덜 후덜덜 무서웟쨔용,,,,,,,,,,,,,
4491,여태 본 공포영화중에 정말 최악이 다 어떻게 이정도 평점이 나오는지 모르겟다,,,,,,,,,,,,,
4492,너무 재미없어서 충격과 공포,,,,,,,,,,,,,
4493,진짜 공포는 이런 쓰레기가 속편이 나온다는거지..소설과 영화의 괴리감을 제대로 보여준 사례 중 하나,,,,,,,,,,,,,
4494,그냥 재미없게 잘못만든 영화다,,,,,,,,,,,,,
4495,댓글알바쓰냐? 진심 더럽게 재미없다. 보다가 중간중간 잤다ㅡㅡ관람객들 영화끝나자마자 돈아깝다고 욕하면서 나가더라ㅡㅡ돈버리고 시간버리고 제발 호기심에 보지마시길..,,,,,,,,,,,,,
4496,공포영화좋아하고남들욕했던 에나벨 컨저링조차 재밌게보던 내가 25년 평생 영화 보다 빡쳐서 나오긴처음,,,,,,,,,,,,,
4497,별5점이상 주는애들은 알바생들이냐?0점있으연 0점줫다 걍내용없이 촉수광대새끼보여주고 좀비새끼나오고무슨 영화가이렇게맥락이업냐 진짜 열받네ㅋㅋ진짜 내돈주고밧으면 아까워뒈질뻔..,,,,,,,,,,,,,
4498,이거보자한 친구랑 인연끊음 서양판 떡잎방범대인줄,,,,,,,,,,,,,
4499,너무 쫄아서 뇌가 다 쫀거같아...하...,,,,,,,,,,,,,
4500,원작 10프로도 못살림. 철지나 삐에로의 애들 겁주기 영화. 초딩들의 성장통!,,,,,,,,,,,,,
4501,두시간반동안 너무 지루했어요.. 공포로 승부할 자신이 없으니 놀래키는거만 잔뜩 넣고..,,,,,,,,,,,,,
4502,삐에로 나오는게 머가 무섭냐.. 애들이나 무서워할듯,,,,,,,,,,,,,
4503,예 핵노잼이구여;;;;,,,,,,,,,,,,,
4504,광대가 튀어나오는 연출이 장난 아니에요.. 식겁해서 의자 뚫고 뒤로 들어갈뻔했어요 .  단순히 무섭기만 한 영화가 아니라 아이들이 '공포''라는  감정에 맞서 싸워가는 모습이 좋았습니다.,,,,,,,,,,,,,
4505,광대 연기 지렷고요 오졌고요 몰입감 좋음,,,,,,,,,,,,,
4506,무서운 와중에 또 감동적이고 난리.. 2탄도 너무 기대된다,,,,,,,,,,,,,
4507,천조국 사람들이 왜 삐에로 공포증이 있는지 그 이유를 알수 있는 영화.,,,,,,,,,,,,,
4508,,,,,,,,,,,,,,
4509,드럽게 재미없다. 무슨 독수리5형제 수준의 영화,,,,,,,,,,,,,
4510,어린이 성장물. 주인공의 트로피를 위해 캐릭터끼리의 관계성을 가볍게 만들어 버렸다.,,,,,,,,,,,,,
4511,에라이에라이에라이에라이,,,,,,,,,,,,,
4512,난 왜 삐에로가 웃기짘ㅋ캬캬컄,,,,,,,,,,,,,
4513,피로 맺은 루저클럽의 어느 날. 공포영화라고 쓰고 성장영화라고 읽는다.,,,,,,,,,,,,,
4514,어른들의 이기심 그리고 외면. 때로는 아이들을 통해 더 많은 교훈을 얻을때가 있다.,,,,,,,,,,,,,
4515,공포에 맞서고 두려움을 이겨내는 것이 진정한 성장,,,,,,,,,,,,,
4516,그냥 둬도 잘 큰다 22 442342,,,,,,,,,,,,,
4517,신선한 내용으로 공포영화와 성장영화를 잘 버무렸다. 비주얼적으로 훌륭!,,,,,,,,,,,,,
4518,그닦 안무섭지만 재밌네요.. ㅎㅎ 후속편이 기대되네요~,,,,,,,,,,,,,
4519,개무섭다 다신안보고싶다 그러나 영화는 10점짜리라고 생각한다,,,,,,,,,,,,,
4520,별로 기대안했는데,,,,,,,,,,,,,
4521,분명 갑툭튀는 맞는데 왜안놀랐지? 나만그런가? 갑툭튀는 맞으나..놀래키는게 갑툭튀로 알고있는데 왜안놀랐지? 광대라그런가 귀신이었으면 놀랐는데,,,,,,,,,,,,,
4522,공포라는 감정이 불가항력으로부터 나오는게 큰데 그걸 이겨버리니 무섭지도 않고... 페니와이즈는 대사도 몇줄 없고... 처음 나왔을때 말을 제일 많이해...,,,,,,,,,,,,,
4523,관객이 궁금해하는것을 해소시켜 주지못하고 떡밥만 풀다 끝나네요. 하이틴 영화같은 느낌은 좋았지만 결말이 제대로 지어지지않은 느낌... 공포영화로써는 비쥬얼이 좋았다고 생각드나 많이 무섭진 않네요. 긴장감도 생각보다 ...,,,,,,,,,,,,,
4524,15세 이하 관람가로 했어야.,,,,,,,,,,,,,
4525,난 예고편보다 현아에게 속았다....,,,,,,,,,,,,,
4526,괴담 + 미국판 응답하라 1988. 다른 나라 사람이 이걸 재미있게 본 이유가 뭘까? 빠져들 추억이 없으면 지루하고 고리타분,,,,,,,,,,,,,
4527,초반에는 빵빵한 사운드와 긴장감으로 등골이 서늘했지만 후반부에 갈 수록 오히려 긴장감이 낮아졌다. 그래도 혼자 공포영화 보기엔 이만한 영화는 없다고 생각한다,,,,,,,,,,,,,
4528,긴 러닝타임이지만 집중하고 몰입해서 봤다. 15세 관람가라고 하기엔 잔인하고 19금 걸면 다소 밋밋하고 17세 관람가가 적당? 옛날 영화 보듯 추억 생각나고 좋음.,,,,,,,,,,,,,
4529,[ IMDB 7.5/10 ]  '달려온~ 어린이들~ 한자리에 모여앉아~' 어린이 명작 호러극장.,,,,,,,,,,,,,
4530,cg는 좋았으나 몰입감,,,,,,,,,,,,,
4531,너무 산만하고 잔가지가 너무 많아서 꺼버림,,,,,,,,,,,,,
4532,공포영화는 거의b급 영화들이 많았는데 간만에 a급 공포물을 본 기분이다,,,,,,,,,,,,,
4533,초반엔 기괴하고 좋았는데 갈수록 광대가 개그 인물이 된달까 그거 빼고는 다 좋음 특히 마지막쪽에 베벌리 잡헜을때 광대가 충추는게 차암 인상적이였음. 웃음밖에 안 나온다ㅋㅋ,,,,,,,,,,,,,
4534,역시 다굴에는 장사없다.,,,,,,,,,,,,,
4535,1점도 아까운 최악의 영화,,,,,,,,,,,,,
4536,진심 쓰래기 영화.... ㅡㅡ,,,,,,,,,,,,,
4537,허접국산보단 괜찮았음 중간중간 무서워떠요 기싱꿈꿀듯 ㅋㅋㅋ써놓고도 오글거림 미안요~~,,,,,,,,,,,,,
4538,이걸 극장에서 안봐서 정말 다행이다.,,,,,,,,,,,,,
4539,싫러:;()?&@“,,,,,,,,,,,,,
4540,컨저링2에 손톱때보다도 못하다.,,,,,,,,,,,,,
4541,이건 뭐 오락실가서 100원 넣고 왕깨는 오락이냐 뭔 영화가 오락같냐,,,,,,,,,,,,,
4542,스탠 바이 미? 드림캐쳐의 아이들버전? 해리포터의 보가트? 맛좋은 소스를 넣고 버무린다고 멋진 요리가 나오는건 아니다. 소피아 릴리스 그녀 하나만 건졌네...,,,,,,,,,,,,,
4543,광대를 무서워하는 아이들이 보면 잠에 잠 못잘듯~ 생각보다 잘만들었어요,,,,,,,,,,,,,
4544,볼만함 재밋음 튜튜튜코튜튜,,,,,,,,,,,,,
4545,그래픽이 너무 맘에 들었음여.. 편집이 신의한수..,,,,,,,,,,,,,
4546,그냥저냥 볼만헀던듯..,,,,,,,,,,,,,
4547,근데 미국아이들이 광대를 많이 무서워하나보죠? 아이들이 귀여워서 볼만했네요 여자아이는 너무 이쁨,,,,,,,,,,,,,
4548,공포영화가 나올때마다 다 챙겨보는뎀올만에 쫌 볼만한 공포물이였움,,,,,,,,,,,,,
4549,각자의 트라우마를 극복해 나가는 성장물.,,,,,,,,,,,,,
4550,음 좋아좋아좋아 댓글10자이상 짜증나네,,,,,,,,,,,,,
4551,좋아요..재밌게 잘 봤습니다..RPG게임의  끝판왕을 잡은 기분이네요,,,,,,,,,,,,,
4552,ㄹㅇ핵뀰잼 꼭보세여다들,,,,,,,,,,,,,
4553,너무 재밋게 잘봣습니다.,,,,,,,,,,,,,
4554,쫌 기분이 더러운 영화같았음ㅠ,,,,,,,,,,,,,
4555,퍼펙트!!! Ittt!!,,,,,,,,,,,,,
4556,딱히...딱히 돈주고 보고싶진 않은..,,,,,,,,,,,,,
4557,별로엿어요 재미없음ㅠㅠ,,,,,,,,,,,,,
4558,그냥그래요 공포영화는아니고  드라마인듯,,,,,,,,,,,,,
4559,이런 영화에 평론가들 평점이 이렇게 높은 이유를 모르겠다. 공포 디즈니 같은 영화에...,,,,,,,,,,,,,
4560,공포영화를 보면 항상 손을 얼굴에 대서 가릴 준비를 하지만,,,,,,,,,,,,,
4561,러닝타임 긴데 안 지루하고 나름 재밌었음,,,,,,,,,,,,,
4562,공포영화라기보단 판타지스러운영화,,,,,,,,,,,,,
4563,주인공들이 아담하고 내용도 충실하고 꽤 재미있게 보았다..,,,,,,,,,,,,,
4564,재미있엇어요 볼만했어요,,,,,,,,,,,,,
4565,조지 너무 귀여운데 구해주지ㅠㅠ,,,,,,,,,,,,,
4566,그냥 두면 잘 안크는데... 아이를 길러 보니까...,,,,,,,,,,,,,
4567,그냥 보통. 재미없지도 않고 잼나지도않고 정도?,,,,,,,,,,,,,
