,content,,,,,,,,,,
10126,???평점 왜이럼?  진짜 재밌게봤음 오랜만에  너무 재밌어서 가슴설레면서 봤다,,,,,,,,,,
10127,재밌었어요  노 아베!  노 제팬!,,,,,,,,,,
10128,보는내내 자괴감만 든다 외래어로 머라머라하는것도 공포스럽다기보단 웃기기만하고 내용도 형편없고 앞으로 이 감독 영화는 걸러야겠네,,,,,,,,,,
10129,이거...코미디 영화...아니죠?,,,,,,,,,,
10130,왜케 평점이 극과 극을 달리지..그냥 킬링타임용으로 괜찮았음다만 내용은 좀 뻔한 엑소시즘이야기에다가변신한다는 소재만 섞어서 보여줌결말도 엑소시스트랑 완전 똑같음..,,,,,,,,,,
10131,진짜 이딴 아류영화는 뭔 심보로 쳐만드는건지 이해가 안간다. 보는내내 클리셰덩어리에 재탕장르,,,,,,,,,,
10132,배성우의 광기어린 연기가 일품이었다. 구마의식이 영화 소재로 상당히 어려운 장르중에 하나인데간만에 괴안은 구마의식 영화를 본듯하다. 초반부에는 유치할것 같다라는 느낌이 들었으나 구성과 스토리도볼만했다. 성동일의 구수...,,,,,,,,,,
10133,와우 진짜 정말 드릅게 잼없다 궁시렁궁시렁 !!,,,,,,,,,,
10134,ㅋㅋ ㅂㅅ 드립 누가 안하나 싶었다ㅋㅋ,,,,,,,,,,
10135,저도 처음으로씁니다 이게 7점후반대라니 평점남긴사람들 영화보고 다 악마한테 홀린게 틀림없음 개연성하나없고 억지투성이영화를 어떻게 점수를 높게 줄 수 있는지..차라리 아예 비현실적인 어벤져스가 현실적이겠다,,,,,,,,,,
10136,갠적으로 컨저링 인시디어스보다 무서웠어..,,,,,,,,,,
10137,소재는 흥미로웠으나 수포분장이 유치했고 스토리가 탄탄치 않음. 그냥 3류영화.,,,,,,,,,,
10138,이걸보니 검은사제가 왜 훌륭한지 다시한번 느낀다,,,,,,,,,,
10139,뭘말하고 싶은지는 대충 알겠는데 보다보면 그것조차 까먹게 만들어버리는 사탄같은 능력!-10점은 왜없는것인가.?네이버는 +10이 있다면  -10점도 만들어라,,,,,,,,,,
10140,그런데로 볼만한데 사제연기가 좀 그렇고 둘째죽이는것도 어이없고 애 우는거 거슬리고 연출력도 그닥인데 배우 감독을 검은사제급으로 썼으면 좀 괜찮을수도 있는영화 였는데 그래도 사자보단 열배낫다 백배까진 아니고...,,,,,,,,,,
10141,What the FUck is this ???,,,,,,,,,,
10142,야이.. 와... 내 인생 최고의 영화!^^,,,,,,,,,,
10143,변신이 아니라 OO같은영화,,,,,,,,,,
10144,스토리 하고는 쯔쯔쯔 간만에 3류 영화,,,,,,,,,,
10145,배성우가 조연때는 감초역활로 딱 좋았는데 주연급으로 올라오니 표정연기 측면에서 시나리오에 맞게 표현을 못함. 웃는건지 우는건지 분간 잘 못하는 심야식당에 나왔던 남태현 처럼. 악당인지 우리편인지 중요한 부분에서도 모...,,,,,,,,,,
10146,미국 영화를 가져다가 흉내낸게 아니라그냥 베낀 한국 찐따영화입니다. 가족이 사는집도 영화에서 자주 보던 어메리칸수똬일 ㅋ기도 읖는데 주님은 한국말은 못알아먹어요 꼭 라틴어로 씨부림 그냥 기도ㅋ아휴 이런 거지같은걸 봤...,,,,,,,,,,
10147,"백윤식과 오대환 존재감 없음... 처음에 바짝 힘주고선  계속 힘빠지는 스토리... 다시 한번 더 ""검은 사제들""이 대단한 영화라고 생각함..!!",,,,,,,,,,
10148,라틴어 연습좀 많이좀 하지 발음 이상해,,,,,,,,,,
10149,중반까지는 분위기 조성이나 몰입도가 좋았는데 후반부로 가면서 급격히 무너진다.,,,,,,,,,,
10150,좋은소재와 배우들 가지고... 시나리오가 빈약한건지 연출력이 모자란건지 아쉽네요.,,,,,,,,,,
10151,검은사제들' 을 넘어설 영화가 없네...,,,,,,,,,,
10152,곡성 + 검은사제들 + 댓글 알바,,,,,,,,,,
10153,0점 없나요.. 태어나서 이런 쌉쓰레기 영화 처음봄,,,,,,,,,,
10154,외국영화따라하려면 치밀하게 따라하던가 내용은 그렇다쳐도 연기는 다 따로놀고 도저히 못봐서15분보다껐음,,,,,,,,,,
10155,노우잼노우잼핵노우잼. 설정허접,,,,,,,,,,
10156,그냥.. 출연진의 수고때문에 5점준다,,,,,,,,,,
10157,차라리 다 보내버리지 그랬나.,,,,,,,,,,
10158,집에 악마가 있다는데 지하실에서 콧노래 부르면서 짐 구경하다가 그대로 통구이,,,,,,,,,,
10159,초반 엄청 몰입되고 꿀잼각 but 개연성 없는 장면 낭비로 중반이후 내용이 무너져 너무 아쉬웠네요. 옆집의 공포스러운 분위기도 영화전개상 흐름과 같이 못갔고...백윤식은 억지로 껴넣은 느낌ㅜ 배우들 연기는 훌륭했어요...,,,,,,,,,,
10160,이게 재미없다는 놈들은 알바아닌가;;;난 무서워서 중간에 공포영화보자고 한 내가 후회스러웟다ㅠㅠㅠㅠ넘 무서웟ㅅ음,,,,,,,,,,
10161,무섭고 슬프다 재미만있고만,,,,,,,,,,
10162,후회없는 영화! 안 보고 후회 하지 마세여~~,,,,,,,,,,
10163,진짜 재미없다는 사람도 있지만 저랑 친구는 진짜 재미있게 봤네요 ㅎㅎ,,,,,,,,,,
10164,친구랑 재미있게 보고 왔습니다~,,,,,,,,,,
10165,예고편보다 5배 더 무서움.... 마음준비 필수,,,,,,,,,,
10166,무섭기도 하고 재미있기도 하고 만족함 ㅋㅋㅋㅋ,,,,,,,,,,
10167,이번 여름 제일 재미있었던 영화!!!,,,,,,,,,,
10168,쫄깃한 상황의 연출 심장이 쿵쿵 거렸네요. 잘 보고 와씁니다!,,,,,,,,,,
10169,15세 관람가 맞나요? 너무 무서웠네요,,,,,,,,,,
10170,손에 땀이 주륵주륵 났네요 ㄷㄷ,,,,,,,,,,
10171,이번년도 제일 무서웠던 영화 무서운 영화 좋아하시는 분 추천이요~,,,,,,,,,,
10172,최근 봤던 영화중 가장 몰입해서 본 영화 재미있게 봤습니다,,,,,,,,,,
10173,사자에서는 볼 수 없었던 공포감 ㅎㄷㄷ,,,,,,,,,,
10174,진짜 재밌네요! 연기 잘하는 배우들 나오고. 질리지 않고 끝까지 최고예요!,,,,,,,,,,
10175,긴장감 넘치는 공포영화 잘 보았습니다.::,,,,,,,,,,
10176,호불호 때문에 걱정하고 봤는데 정말 재미있네요 ㅎㅎ! 고민하시는 분들 꼭 보세요.,,,,,,,,,,
10177,한국에서 만든색다른 구마영화 나는 악령이나 귀신나오는거보다 이렇게 사람이 소름돋게 행동하는게 젤 무서운사람이라그런가 무섭게 잘봤음! 그리고 공포영화가 결말이 다그렇죠뭐.. 둘째 뒤늦게 신경쓴거만 옥에티? 볼만햇어용,,,,,,,,,,
10178,공포영화보다 더 무서움,,,,,,,,,,
10179,심장 약한 사람 보지 마세요,,,,,,,,,,
10180,영화는 악마에 홀린 가족들의 변신,,,,,,,,,,
10181,중딩용ㅋㅋ 그냥 이건 뭐ㅋㅋㅋ,,,,,,,,,,
10182,어설픈영화 ...2류정도...,,,,,,,,,,
10183,그냥무난했어요 그럭저럭임,,,,,,,,,,
10184,국내 공포영화가 배워야 할 영화같습니다. 무섭기도 하며 연기 구멍도 없는 좋은 영화였네요ㅣ,,,,,,,,,,
10185,사자보단 낫다.신선한소재 .마무리가아쉽긴하지만 시도는좋았고공감할수있는공포! 스토리나쁘진않던데,,,,,,,,,,
10186,개꿀잼임 무조건보세요,,,,,,,,,,
10187,영화보고 후기 처음씁니다. 너무 재밋어요.,,,,,,,,,,
10188,내가 본 모든 오컬트 영화중 가장 신선했음,,,,,,,,,,
10189,재밌었어요 더위 막바지 오싹하게 보냅니다,,,,,,,,,,
10190,의미부여를 많이 하다 보니 디테일한 부분을놓친듯..ㅠㅠ 하지만 배우분들 모두 연기력 최고!,,,,,,,,,,
10191,너무 무서웠어요 연기력으로 승부 본 공포,,,,,,,,,,
10192,진심별로 성동일만보임,,,,,,,,,,
10193,솔직히 이번에 나온 공포치고는 꽤 괜찮았다. 갠적으로 저번에 본 사바하나 사자 보다는 100배 나았다.  연기를 논하는게 아니라,,,,,,,,,,
10194,배성우 존잘 영화도 진짜 재밌었어요 결말이 좀 그랬기는 한데 좋았어요 진짜 재밌어요 공포 영화 중에 탑,,,,,,,,,,
10195,처음 부분은 상당히 긴장감있고 스토리 전개도 좋았으나 막판에는 여러가지 내용들이 짬뽕되어있어서 개연성이 많이 떨어졌음,,,,,,,,,,
10196,소름 돋는 영화였습니다. 연기도,,,,,,,,,,
10197,재밌음 볼만함 그것2보다 더 나은듯,,,,,,,,,,
10198,재미있게 보고 왔어요. 재미라기 보다는 보는동안 심장떨리는 무서움이였지만 잘 보고 왔습니다..,,,,,,,,,,
10199,영화가 아무도 믿으면 안됀다는걸 설명하는거같다,,,,,,,,,,
10200,공포영화 중에 최고 될듯,,,,,,,,,,
10201,재밌는데 왜 악플이 많은건지 설명 좀,,,,,,,,,,
10202,진짜 배우들 연기 좋고 너무 잘 만들었는데 결말이라던지 좀 아쉬웠음 ㅜㅠ 그래도 평소에 보던 구마의식 영화에서 벗어난 점은 색다르고 좋았음! 구마하러 가다 사고나는거나 악마가 그냥 빙의 되어있지 않고 사람으로 변신해...,,,,,,,,,,
10203,둘째의 서러움 ㅠ 볼만했어요,,,,,,,,,,
10204,그냥저냥 볼만함.. 둘째 신경안쓰는건 진짜 쫌..,,,,,,,,,,
10205,볼만 했고 긴장감 넘침....,,,,,,,,,,
10206,뜬금없ㅇ ㅣ 무서운 영화,,,,,,,,,,
10207,기대안하고 보면 100점만점에 100점영화,,,,,,,,,,
10208,침대 너무무섭다ㅠㅠ 성동일 짱,,,,,,,,,,
10209,그냥 ㅈㄴ 찜찜한 영화 너무 이해안되는 행동을 많이 하는 주인공들과  신경도 안써지는 둘째,,,,,,,,,,
10210,기대한거 보다는 그래도 잘봤응,,,,,,,,,,
10211,배우들 연기 무서워요 ㅠㅡㅠ,,,,,,,,,,
10212,전진짜흥미진진 시간가는줄 모르고봤어요무서운거좋아하는데 진짜잼남,,,,,,,,,,
10213,깜짝놀라는장면이많아서긴장의연속이였음,,,,,,,,,,
10214,(≥∀≤)/ 사탄이  만든 계란말이 때문에 10점임~,,,,,,,,,,
10215,완전 꿀잼.... 소름,,,,,,,,,,
10216,마지막에 너무 슬펐다..ㅠㅠ 공포영화중에 완전 최고 영화였어요..,,,,,,,,,,
10217,그동안 봐왔던 공포,,,,,,,,,,
10218,검은사제들이랑 많이 비교되더라 백윤식 등장안하고 차라리 배성우가 이끌어갔으면 더 좋았을것을 너무 짜내는듯한 시나리오 ㄷㄷㄷ 허무한 결말까지  중간까지는 좋았으나 끝이 미미한 영화,,,,,,,,,,
10219,변신이라는 소재만 좋았음,,,,,,,,,,
10220,솔직히 평점 6점,,,,,,,,,,
10221,흠;;;; 솔직하게 진짜 별로였음;;;; 뜬금없이 췍 뜬금없이 꽥,,,,,,,,,,
10222,다른 영환 다 피했는데 변신을 못피한 내가 OO같다,,,,,,,,,,
10223,두번은 안볼 영화 너무 기대했나봐요 ㅠㅠ,,,,,,,,,,
10224,배우들 연기는 개잘하는데 영화가 진짜 OOO기임 역겹고 cg 다 티나고 아역배우가 불쌍함,,,,,,,,,,
10225,한국판 컨저링이네..연기들은 구멍이 없다 최고네,,,,,,,,,,
10226,무서움은 신선함 그러나 지하실 목욕신 화덕(?) 같은 요소들은 식상했다 내용 개연성도 떨어짐. 결말도 허무함 다보고 나면 궁금증이 엄청 생김 개연성이 떨어져서,,,,,,,,,,
10227,앞부분 무섭고 신박하고 괜찮았는데 뒷부분 마무리를 존나 급하게 한 느낌;; 별로임,,,,,,,,,,
10228,전반부는 좋았는데 후반부는 왜이러지?,,,,,,,,,,
10229,소재는 신선했으나 스토리진행이 매끄럽지않았음,,,,,,,,,,
10230,너무 둘째가 불쌍하고 엔딩이 별로다,,,,,,,,,,
10231,끝나고 나서 뭔가 기분이 오싹하고,,,,,,,,,,
10232,연기자들 연기는 최고였으나... 내용은... 그냥 아쉽네요 ... 그닥 추천은 ...,,,,,,,,,,
10233,정말 의미없는 장면이 너무많앗음결론은 스릴러영화에스릴빼고 아무것도없엇다..,,,,,,,,,,
10234,그냥 그랬음 별로였다시간도 아깝고 돈도 아깝고,,,,,,,,,,
10235,분명 잘 만들수 있었던 얘긴데... 긴장감도 너무떨어지고 의미없는 장면들이 많았음.,,,,,,,,,,
10236,영화가 끝났을때 관객들의 OOO소리만이 기억난다,,,,,,,,,,
10237,초반에는 재미있다가 후반부로 갈수록 좀 허술한 느낌이 드네요...,,,,,,,,,,
10238,전반부에 비해 후반부는 좀 흐지부지 였지만 배성우에 연기는 괜찮았어요..,,,,,,,,,,
10239,용두사미의전형. 후반에갈수록 진부하며 영화는 힘을잃는다. 그나마 볼만한 전반부도 클리셰의 향연..,,,,,,,,,,
10240,엔딩이 좀 별루지만 초중반 정말 너무 재밌게 봤다는... 엄마 밥먹는씬 넘나 무서웠어요. 근래들어 가장 무섭게 본 영화.,,,,,,,,,,
10241,그냥짜증나는영화 엑소시스트 장르중 젤 별로였던 영화....아 그켬.... ㅠㅠㅠ 오늘 오천우ㅗㄴ항때봐서 그나마 다행으로생각하련다,,,,,,,,,,
10242,재미있는 소재인데 구멍이 너무너무 많고 중반넘어가면 좀 전개들이 식상해요 내 평생 구멍많은 영화중에 손가락안꼽힐듯,,,,,,,,,,
10243,이게 15세라구요...???,,,,,,,,,,
10244,다알바생들인가....,,,,,,,,,,
10245,많은 분들이 결말 이상하다 하는데 난 카메오 출연이 어색했다는것 빼고는 괜찮았음,,,,,,,,,,
10246,이제까지 나왔던 한국 오컬트 영화중에서는 제일 괜찮았음,,,,,,,,,,
10247,박스오피스 1위하는 이유가 있더라구요 좐잼,,,,,,,,,,
10248,후회없이 본 영화중 하나 ㅎ,,,,,,,,,,
10249,이런거 처음 남겨보네요ㅋㅋ 꼭보세요,,,,,,,,,,
10250,친구들 많이 데려가서 보세요 ㅋㅋ 무서워서 죽는줄...;,,,,,,,,,,
10251,공포영화 기다리셨던 분들은 망설이지 말고 꼭 보시길!! 역대급입니다,,,,,,,,,,
10252,꼬마애기 엑시트에도 나왔던 애기더라구요 ㅋㅋ 연기 진짜 잘하는듯! 영화도 재밌었어요.,,,,,,,,,,
10253,공포영화 잘 안보는데 재미있을거 같아서 봤는데 다들 공통된 의견처럼 결말이 아쉽다는 것 이외에는 재미있었음,,,,,,,,,,
10254,개인적으론 한국 공포영화 중 최고였음,,,,,,,,,,
10255,무서운거 못보시는 분들은 안보는게 나을듯ㅋㅋ 꿀잼,,,,,,,,,,
10256,진짜 배우들 연기력이 웁니다.. 울어...,,,,,,,,,,
10257,스토리의 부실함을 호러로 땜빵했다. 삼촌 외 등장인물은 얻어맞기만 하고 비중이 없다. 스토리 반전이 비교적  약했다. 그리고 다른 사람 몸에 있을 때 죽으면 잘만 옮겨가던데 자기 몸에 넣어놓고 죽으면 왜 소멸하는 것...,,,,,,,,,,
10258,공포영화는 스토리가 너무 뻔하다. 백윤식은 왜나온거니? 성동일 연기는 갑이지만 그대하고 볼 영화는 아니올시다.,,,,,,,,,,
10259,백윤식은 왜 나왔는지 모르겠고,,,,,,,,,,
10260,너무 허점이 많은 영화ㅠ 악마와의 악연으로 가족에게 따라붙은건지 집터가 그런건지.. 그럼 경매얘기는 왜 나온거며 옆집은 뭔 관련임? 둘째딸 안찾는것도 답답; 배성우는 짠~하고 고귀하게 처리하면서 둘째딸은 소품이냐ㅠㅠ...,,,,,,,,,,
10261,초 중반까지 흥미진진하다 뒷심이 부족해서 아쉽다ㅠ,,,,,,,,,,
10262,변신이 아니라 OO... 내가 이런데다가 글 안쓰는데 너무 열받아서 글올린다 ㅅㅂ댓글들 양심이 있냐 없냐,,,,,,,,,,
10263,보면서 기분이 나빴던 영화는 처음이예요.,,,,,,,,,,
10264,배우들의 연기는 훌륭했지만 연출과 개연성이 떨어지는 실망감만 안겨준 영화.,,,,,,,,,,
10265,초반 쪼이기 인정소름끼치는반전 읎음..오랜만에 영화봤는데...모랄까 마지막에 어처구니...우애좋은 형제 영화인줄...,,,,,,,,,,
10266,살면서 평점 첨남기는데 레알 잠왔어요 중반부터,,,,,,,,,,
10267,전반에는 약간 무서웠지만 후반에는 어설프고 막내 아들로 나온 연기자가 10살 밖에 안됐는데 칼을 드는걸 보고 좀 이해가 안감.,,,,,,,,,,
10268,박평식 이제는 그만 쓸때 됐다. 너땜에 안볼뻔했자나. 개꿀입니다.,,,,,,,,,,
10269,초반 부분의 긴장감과 강렬함은 진짜 10점이였지만 중반 이후부터 약간 긴장감이 떨어지는게 아쉬웠습니다. 그렇지만 전체적으로 보면 좋은 작품이라고 생각합니다,,,,,,,,,,
10270,너무 뻔한 스토리.. 둘째는 도데체 왜 죽인거..???,,,,,,,,,,
10271,그냥저냥 그런영화 ㅎㅎ,,,,,,,,,,
10272,보지마요 제발.OOOO발개OO발,,,,,,,,,,
10273,그저그런 b급영화... 너무 뻔했음,,,,,,,,,,
10274,스토리 엉망임 공짜로봐도 시간아까운 영화,,,,,,,,,,
10275,초반부는 나름 심장 쫄깃하게 하더니 뒤로 갈수록????,,,,,,,,,,
10276,마지막에서 평점 2깎았어요,,,,,,,,,,
10277,무섭기만하고 스토리 No잼 ㅋ,,,,,,,,,,
10278,평식이나 용철이가 영화 만들면 얼마나 완벽할 지 귱금하다,,,,,,,,,,
10279,엑소시즘 영화 다챙겨보는데 연출도 연기도 다별로 이런영화는또처음 B급외국 영화보는게 훨나아.코믹한부분하나없는데극장사람들이다같이빵터진게두번이야.2시간러닝타임에 쓸때없는 장면도 너무많고 너무뻔하고. 어떤의도로 저장면을 ...,,,,,,,,,,
10280,건진건 우리딸 잘컸네.ㅋㅋㅋ 필리핀? 평경장? 공포를 빙자한 코미디물인거 다 아시죠? 개연성 니가가라 하와이. 밑도 끝도없는 후빨 별점10개는 알바자나.. 알바는 아이디부터가 티나. 킬링타임도 못한 저급영화. 영화 ...,,,,,,,,,,
10281,너무 무서웠어요....,,,,,,,,,,
10282,일단 추천합니다. 신선하고 몰입감있고 호러 영화니까 당연히 무섭고.. 결정적으로 재밌습니다.,,,,,,,,,,
10283,딱 6점이 맞음 고구마 전개에 뜬금포 마지막은 전형적인 한국 마무리...그거 빼고 좋았음,,,,,,,,,,
10284,모든게 갑자기 전개되다가 끝나요 ㅋㅋ 물론 예상은 다됨 ㅋㅋ,,,,,,,,,,
10285,진짜 돈,,,,,,,,,,
10286,아 정말 엿같아요 보지마세요,,,,,,,,,,
10287,오컬트 관련 공포 스릴러 클리셰를 모두 집어넣어 비빔밥 처럼 만들었으나 전혀 섞이지 않은 재미..,,,,,,,,,,
10288,마지막에 내용만 더 잘 나왔다면 천만 갈수 있었을텐데 아쉽다,,,,,,,,,,
10289,마지막은 도깨비이긴 했지만 생각보다 긴장감 넘치고 재밌게 봤어요,,,,,,,,,,
10290,ㅅ~~~ㅂ ㅈ~~~ㄴ 무서움 ㅜㅜ,,,,,,,,,,
10291,이게 안무섭다면 진짜 강심장이다 보다가 나올뻔 ㅋㅋ,,,,,,,,,,
10292,소재보고 기대했던거완 다르게 가면갈수록 억지스러운 내용들이 많아짐,,,,,,,,,,
10293,여기 평점낮게단 분들 말이 맞습니다. 그래도 올여름 공포영화에 대한 목마름으로 봤는데 무섭지도않고 내용 개연성도 없더군요. 미국 B급 공포영화보는 기분.,,,,,,,,,,
10294,생각보다 무섭진 않았고 재밌었어요!,,,,,,,,,,
10295,간만에 한국 공포영화라 기대하고 봤는데...그랬는데...,,,,,,,,,,
10296,아 답답해 고구마 백만개 삶아먹은 줄... 둘 이상이 붙어다녀야지 다들 개인행동만 하고 있으니 ㅉㅉㅉ,,,,,,,,,,
10297,변신이 변심했다 아멘~~~~,,,,,,,,,,
10298,nwtehehshdudu,,,,,,,,,,
10299,재밌어요~~~보고 찝찝한영화,,,,,,,,,,
10300,봉오동전투 망작 칼이 총을 이기는 영화 보고 열받고광대 그나마 봉오동 보다는 쬐금 나서 열받고변신 기대안하고 봤는데 ~~ 졸작2편 보고나서보니?? 변신이 대작이네 ~  후반부에 연출이 다소 미흡했지만 초반 아주 좋습...,,,,,,,,,,
10301,중간까지 잘보다가 막판에 갑분 아침 드라마,,,,,,,,,,
10302,초 중반까진 괜찮았는데 뒷심이 아쉬웠다  설마??설마?? 라고 생각했던 기존의 방식으로 마무리 했다 달라진건 없었다,,,,,,,,,,
10303,초반~중반 10점,,,,,,,,,,
10304,초중반 소재도 너무 참신했고,,,,,,,,,,
10305,그냥그래요 검은연기 피  쓸데없이 너무많음,,,,,,,,,,
10306,진짜진짜 무서운데 배우분들 연기도 잘해서 재밌고 ㅠ 후우 소리 여러번 질렀어요 진짜,,,,,,,,,,
10307,와 진짜 긴장감 공포감 최고인것 같습니다..,,,,,,,,,,
10308,중반이 최고였음. 후반 갈수록 엉성,,,,,,,,,,
10309,진짜 무서워서 손발 덜덜 떨면서 귀막고 봤어요,,,,,,,,,,
10310,짜증나면서 무서운 영화,,,,,,,,,,
10311,적당히 무섭고 끊임없이 재미있다.그리고 배성우 연기 지린다,,,,,,,,,,
10312,진짜 후덜덜했음 사회적 메세지도 있고 추천함,,,,,,,,,,
10313,딸을 사랑하는 아버지의 모습인상깊습니다 ^^,,,,,,,,,,
10314,사자는 애기 영화 였음 ㅠㅠ 진짜 와 연기력..,,,,,,,,,,
10315,예고편보고 기대했는데 예고편보다 훨씬 재밌네요. 기대이상입니다!!,,,,,,,,,,
10316,초반부에는 진짜 쫄리고 재밌는데 후반부에는 전형적이었음 그래도 여름용으로 괜찮 잔인한거 못 보는 사람들은 무서울 수도,,,,,,,,,,
10317,굉장히 무섭고 독특한 긴장감을 주는듯. 다른 영화보면서 이런 긴장감을 느껴본적이 없음.,,,,,,,,,,
10318,신선하고 재밌습니다 꼭 보세요,,,,,,,,,,
10319,최근의 애나벨과 비교불과 완전히 처발라버린 한국공포영화의 승리작!극장에서 필히 봐야 사운드의 압박에 놀람!주온도 그 어떤 영화도 만족을 못하는데 사운드 진짜 대박이였음!뒤에 아줌마들 소리에 놀라서 그렇지!그래도 인정...,,,,,,,,,,
10320,이런 소재로 이렇게 만들다니 한국 영화 자랑스럽습니다. 외국친구들도 좋아할꺼 같아요,,,,,,,,,,
10321,보지마... 그냥...그냥.... 배우들이 이거 어떻게 찍었는지도 모르겠다개연성 논리 설득력 제로.구마의식 강의하는 씬에서잔인한 장면 나오는데 학생들이 심각한걸 느끼는게 아니고 흥미있어하고 눈빛 초롱초롱 연출 ㅋㅋㅋ...,,,,,,,,,,
10322,너무 무서워요 그래도 추천합니다!,,,,,,,,,,
10323,배우들의 연기력에 감탄,,,,,,,,,,
10324,다들 연기 잘해주셔서 볼만했움!,,,,,,,,,,
10325,킬링타임으로 좋았습니다,,,,,,,,,,
10326,정말 재밌게 봤어요 한국형 공포 최고!,,,,,,,,,,
10327,좋은 영화 감사합니다.잘보았습니다,,,,,,,,,,
10328,너무너무 재밌어용 쵝오 ㅎㅎ,,,,,,,,,,
10329,근데 첫째딸 선우가 그놈이라면서 선우가 삼촌부르고초반부터 계속 무서워하고 피하더니 갑자기 지하실가서 변신?? 둘째딸은 신경도안쓰고..,,,,,,,,,,
10330,출연진들 진짜 별로고 내용도 없고 4류 그 자체,,,,,,,,,,
10331,시간낭비 하게 해 준 영화.,,,,,,,,,,
10332,이정도면 재밌구먼 까는애들은 뭘바라는건지,,,,,,,,,,
10333,형믿고봐라 한국 엑소시즘 영화중 으뜸이다,,,,,,,,,,
10334,혹평들 많아서 영화관에서 안보고 집에서 봤는데 ㅋㅋㅋ 영화관에서 보면 더 재미있을것 같아요. 그리고 내용이 집에 악마가 있는거여서..집에서 보니까 더 무섭더라고요,,,,,,,,,,
10335,난 스토리 괜찮던데요 ㅋㅋ사자 보다 진짜 나음,,,,,,,,,,
10336,가정파탄 유발영화네 개짜증나네 어휴 영화로써 가치 1도없고 진짜 내인생 개 쓰레기 영화임 개연성 1도없고  너무 시간아까워,,,,,,,,,,
10337,그저 그랬어요ㅋㅋㅋㅋ,,,,,,,,,,
10338,변신은 무슨 감독이 둔 벼ㅇ신 같은 전개,,,,,,,,,,
10339,지~~인~짜  너무 재미있어서 두번봤네요 ㅎㅎ 놀라는 장면에서 또 놀란건 비밀~,,,,,,,,,,
10340,밤 낮 다 무서운 영화!!,,,,,,,,,,
10341,레알 강추! 진짜 제일 재미있고 무서움,,,,,,,,,,
10342,안 무섭다면서요... 전 역대급으로 무서운영화라고 생각합니다..ㅠ,,,,,,,,,,
10343,대박 겁나 무서움... ㅎㄷㄷ 성동일 아저씨 역시 최고!!!,,,,,,,,,,
10344,몰입감 쩔었음 최근 본 중에 제법 무서움 극장가서 한 번 더 볼예정,,,,,,,,,,
10345,솔직히 기대보다 좋았어요평을 먼저읽고 가서 개연성 엉망이고 돈아깝고 어쩌고저쩌고 해서 걱정했는데 솔직히 잘만들었음...전 엔딩도 적절했다고 생각해요ㅋㅋ 둘째딸 죽는걸 평보다가 스포당했지만 그래도 죠았음,,,,,,,,,,
10346,호러 영화에 내러티브가 정말 좋았다. 너무 무섭게 잘만든 영화,,,,,,,,,,
10347,처음 스토리가 넘좋아서볼만한 영화로 추천하고 싶어요ㅇ,,,,,,,,,,
10348,몰입되고 빠져들게되요!!!,,,,,,,,,,
10349,초반에 이십여분 정도? 나름 괜찬게 가는가 했는데 그 뒤로 갑자기 막 만든 영화가 되버림... 개연성이라곤 찾아볼 수 없음... 가족을 설정안에 넣고는 둘째 딸이 없어져도 한참을 찾지도 않고 삼촌에게 '다 필...,,,,,,,,,,
10350,배우들의 연기만 빛난던 개연성 없는 영화,,,,,,,,,,
10351,딱3번놀랏다 근데별로다 돈내고보긴아깝다,,,,,,,,,,
10352,진짜 무서워요..전 돈 하나도 안아까웠어요,,,,,,,,,,
10353,너무 재밌게 잘 보았습니다.,,,,,,,,,,
10354,난재밌게봤어~~ 연기들 대박임,,,,,,,,,,
10355,9악마가 너무 쌔서 좀 말이안되긴 했는데 초반부터 끝까지 긴장하고봤고 내용이 사자하고 비슷한거갈은데 재밌게봤어요,,,,,,,,,,
10356,배성우 배우님 진짜 최고ㅠㅠㅠ앞으로도 계속 흥해라,,,,,,,,,,
10357,후반부로 갈수록 산만해지는 분위기  결말은그닥,,,,,,,,,,
10358,오컬트 소재 좋아하는 사람이라면 무조건 좋아할 영화,,,,,,,,,,
10359,볼만했어요.공포 영화 좋아하는 사람들 보세요,,,,,,,,,,
10360,월메이드 한국판 스릴러,,,,,,,,,,
10361,너무 별로였어요... 기대하고봤는데 실망했어요 ㅠㅠ 아쉽습니다!,,,,,,,,,,
10362,진짜 무서웠음 ... 특히 성동일이 내가 너희들을 어떻게 키웠는데에서 눈빛... 잊지모태모태,,,,,,,,,,
10363,간만에 쫄깃쫄깃하게 영화를 봤네요,,,,,,,,,,
10364,평점 테러에 괜찮은 영화 사장될까봐 로그인했네요,,,,,,,,,,
10365,무서워요ㅠ ㅠ보는내내 심장쫄림,,,,,,,,,,
10366,변을 고치는 신  변신또봇,,,,,,,,,,
10367,이런시도 좋네요 한국영화도 이런영화 많이나왓으면,,,,,,,,,,
10368,너무 신선한 소재였어요. 연기력도 굿. 기회 된다면 또보고 싶네요^^,,,,,,,,,,
10369,영화 변신 너무 무섭네요...영화도 재미있었는데,,,,,,,,,,
10370,성동일연기력...최고!시나리오  스토리텔링도..최고!대박나라 변신이여!,,,,,,,,,,
10371,진짜 지리는 영화네요ㅠㅠ 기대안하고 갔다가 무서워 죽는줄 알았어요ㅡㅜ,,,,,,,,,,
10372,역시 믿고 보는 성동일~~,,,,,,,,,,
10373,공포영화 좋아하는 사람은 무조건 봐야 할 영화,,,,,,,,,,
10374,올해 개봉했던 공포영화들이랑 비교도 안 되네요,,,,,,,,,,
