,content,,,,,,,,,,,,,,,,,
2537,공포와 고어의 경계 ..,,,,,,,,,,,,,,,,,
2538,유전생각하고 봤는데 넘 무서워여.. 대낮에도 이렇게 무서울수가 있다니.. 아니 백야라고해야하나,,,,,,,,,,,,,,,,,
2539,생각보다 더 잘만든영화,,,,,,,,,,,,,,,,,
2540,한번도 경험해보지 못한 공포영화,,,,,,,,,,,,,,,,,
2541,이런 특별한 공포영화 좋습니다 ㅋㅋㅋ,,,,,,,,,,,,,,,,,
2542,전 너무 추천해요ㅠㅠ 재밋어요!! 온몸에 닭살 돋는 기분 ㅋㅋ,,,,,,,,,,,,,,,,,
2543,음 역시 호불호가 갈리긴하네여 근데 되게 잘만들었어요,,,,,,,,,,,,,,,,,
2544,전체적으로 굉장한 영화!! 음악,,,,,,,,,,,,,,,,,
2545,음악만들어도 소름끼친다,,,,,,,,,,,,,,,,,
2546,와 대단하다..어떻게 이런 영화를 만들지,,,,,,,,,,,,,,,,,
2547,내가 저 순간에 있는 듯한 착각이 들정도로 몰입하게 만든다,,,,,,,,,,,,,,,,,
2548,시각적으로,,,,,,,,,,,,,,,,,
2549,몰입감 쩌는 오컬트 수작  청불영화는 이런 맛이 잇어야지,,,,,,,,,,,,,,,,,
2550,숨죽이면서 볼수밖에ㅇ없어요.,,,,,,,,,,,,,,,,,
2551,ㄱㅣ존에 느껴보지 못한 색다른 공포,,,,,,,,,,,,,,,,,
2552,천천히 전개되는데 왜이렇게 긴장되던지,,,,,,,,,,,,,,,,,
2553,결과에 대한 대의(?) 명분이 부족한것 같지만 재밌습니다.,,,,,,,,,,,,,,,,,
2554,꼭 보세요 인생 최고의 영화입니다.저만 보기 아까워서 평점 남겨요,,,,,,,,,,,,,,,,,
2555,두편만에 매너리즘에 빠진 감독. 내가 너무 과대 평가를 했나보다. 라스트 5분은 강렬하나 유전 엔딩이 역대급이라 음 모든게 유전에 못 미친다. 투자자들이 사이비 종교집단인가? 라는 생각도 들고. 여튼 큰실망하고 돌아...,,,,,,,,,,,,,,,,,
2556,싸이코 영화다운 영화!,,,,,,,,,,,,,,,,,
2557,90년만에 단한 찾아오는 여름 어느날.,,,,,,,,,,,,,,,,,
2558,미드소마 사라    ㅁ   ㅇ     ㅇ,,,,,,,,,,,,,,,,,
2559,소포모어 징크스를 깨지못한 아리 애스터 진부하고 지루하다,,,,,,,,,,,,,,,,,
2560,누구랑같이 보기 민망한 베드씬. 무서운걸 기대했는데 전혀 무섭지도 않음.소재 신선,,,,,,,,,,,,,,,,,
2561,진부한 미국느낌에서 벗어나 이국적인 북유럽 감성 스웨덴의 아름다운 대자연이 배경인 사랑의 대서사시.  시작하는 연인들에게 같이보길 추천하는 영화!,,,,,,,,,,,,,,,,,
2562,쓰레기네요.What you just saw,,,,,,,,,,,,,,,,,
2563,의미부여 따위없고 자극적 msg만 버무려놓은 3류 작,,,,,,,,,,,,,,,,,
2564,별한개도 아까운 것최악!!영화라고잔인하고여겨ㅂ다이런 *레기는 왜 만들지정신병 영화보다안봄,,,,,,,,,,,,,,,,,
2565,한낮에 꾼 뒤죽박죽 낮잠같은 영화.다른의미의 자장가같았다. 마지막 화형식에 ost가 휴먼드라마의 해피엔딩에나 나올법한 음악인걸 보고는 감독이 찐으로 변태임을 확신했다. 변태이려면 제대로 변태인게 낫지 남친의 애정행각...,,,,,,,,,,,,,,,,,
2566,화면만 예쁘고 나머지는 다 거지 같음,,,,,,,,,,,,,,,,,
2567,뭘 말하려는진 알겠는데 굳이 이렇게 연출했어야 했나 싶은 장면이 너무 많음. 질낮은 오컬트 영화를 감독 이름에 속아서 본 듯하여 기분이 몹시 언짢습니다....,,,,,,,,,,,,,,,,,
2568,아름다운 마을에 초대받은 주인공 친구들. 그런데 그 마을에는 묘한 위화감이 있었다. 마을의 정체는 무엇일까? 이 영화는 중반까지 뛰어난 연출과 아름다운 영상미로 쉴새없이 달려가지만  ...  후반부 개연성이 빈약하고...,,,,,,,,,,,,,,,,,
2569,호러의 껍질을 쓴 힐링 드라마.,,,,,,,,,,,,,,,,,
2570,ㅅㅂ 불쾌하지도 잔인하지도않고 그냥 재미가 없다.. 호평이길래 기대하면서 봤는데,,,,,,,,,,,,,,,,,
2571,오우 저는 이런 자극을 즐겨서  재밌었음 평론가 평도 은근 높고 재밌음,,,,,,,,,,,,,,,,,
2572,볼만합니다...이 감독 전작보단 괜찮은듯..,,,,,,,,,,,,,,,,,
2573,몇달전에 보러갔을때 너무 강한안상을 줘서 감독판 기대하고 봤는데 한번 더 보니깐 ㄹㅇ 지루하고 루즈하더라.. 추가된 장면도 완전 별거없음..,,,,,,,,,,,,,,,,,
2574,박평식 1승,,,,,,,,,,,,,,,,,
2575,유전은 무서웠는데 이건 더럽고 끔찍하고 기분 잡치는 영화. 두번 다시 보고 싶지 않은 영화. 감독은 초심으로 돌아오길.,,,,,,,,,,,,,,,,,
2576,살생을 찬미하는 집단인걸 알면서 끝까지 안떠나는 삼류공포영화의 답답함과. 시작부터 결말이 보이는 엉성한 각본,,,,,,,,,,,,,,,,,
2577,제대로 병맛이네 ㅡㅡ 에휴 시간아까워,,,,,,,,,,,,,,,,,
2578,무섭지도 고어스럽지도 그냥 못만든 영화. 감독이          난특별해 병에 걸렸는지 의미도 없고 메세지도 없는 장면들을 너무 넣어서 산만하고 임팩트도 없다. 돈과 시간이 남아서 버리고 싶은 사람들은 보세요.,,,,,,,,,,,,,,,,,
2579,1점 주는 그 나약한 사람들의 마음도 이해가 간다. 이 영화를 보고 견딜만한 ,,,,,,,,,,,,,,,,,
2580,진심 보지마라 영화 보고나서 기분만 더러움. 밝은 색채속에서 더러움가득,,,,,,,,,,,,,,,,,
2581,징그럽고 잔인한 아름다움. 천국 모습의 지옥도. 영화라는 장르로 느낄 수 있는 아주 특별한 경험.,,,,,,,,,,,,,,,,,
2582,밝은 한낮의 공포를 시도했다는 실험정신에는 한 표. 유전 보고 기대했는데 무섭진 않음.,,,,,,,,,,,,,,,,,
2583,올해 최고의 힐링 영화~~~~,,,,,,,,,,,,,,,,,
2584,일행은 너무 개운하게 잘봤다고 했으며 나는 찝찝함이 가시질 않고 상영중에 몇번이고 나가고싶었음 (실제로 나간사람도 많았고). 고어영화를 좋아하는 사람 아니라면 비추 드립니다,,,,,,,,,,,,,,,,,
2585,어이없어서 웃음밖에 안나오는 영화 감독이 뭘 말하고싶은지도 모르겠고 아 몰랑 그냥 내 맘대로 할거야!!!라고 외치는듯,,,,,,,,,,,,,,,,,
2586,기대했던 공포느 아니었고,,,,,,,,,,,,,,,,,
2587,가족,,,,,,,,,,,,,,,,,
2588,찬란하고도 아름다운 집단 광기....그 그로테스크 함...,,,,,,,,,,,,,,,,,
2589,전부터 보고싶은영화였음,,,,,,,,,,,,,,,,,
2590,계속 생각나는 영화~~,,,,,,,,,,,,,,,,,
2591,뭔가 공포적인 면이 더 있었으면 하는 아쉬움이 남는 영화...,,,,,,,,,,,,,,,,,
2592,다리 힘을 기르자!!!,,,,,,,,,,,,,,,,,
2593,내려가기전에 한번더보려구요ㅠ많은 생각을 할 수 있어서 좋았습니다,,,,,,,,,,,,,,,,,
2594,기다리던 작품인데 상영관이 별로 없어서 힘들게 봤네요..시간대도 넘 안 좋고 ㅠㅠ                           상영관 좀 늘려주세요~~~~!!!,,,,,,,,,,,,,,,,,
2595,가족의 죽음에 괴로워하던 여성이 아름다운 꽃들이 펼쳐진 들판과 여행객들을 반겨주는 친절한 마을주민들과 만나 벌어지는 좌충우돌 러브코미디 힐링영화 꼭 가족과 함께보세요!!,,,,,,,,,,,,,,,,,
2596,엄청난 영화 작품성 우수,,,,,,,,,,,,,,,,,
2597,신념의차이를 얼마나 이해할 수 있는가..그런데 그 신념을 다른사람한테도 강요한다는게 이기적이지..영화 호흡이 느리고 잔잔해서 아쉬웠는데 그래서 더 현실적이고 무섭기도함..볼만한 영화지만 고어한거 싫어하면 비추,,,,,,,,,,,,,,,,,
2598,영화 몰입감이 미쳤다. 몽환적인 연출과 직접적인 음항효과를 통해서 내가 영화속에 들어 와 있는 기분마저 들게 만든다. 중간중간 고어한 장면에 불쾌감을 느끼는 평도 있지만 개인적 평으로 그러한 장면이 몰입에 큰 도움을...,,,,,,,,,,,,,,,,,
2599,난해하지만 의미를 잘 해석해본다면.. 아 근데 뭔가 있어보이게 포장하느라 고생한 느낌이 먼저 든 건 사실입니다 ㅠㅠ 고어한거 싫어하는 분은 절대 보지마세요,,,,,,,,,,,,,,,,,
2600,다른건 모르겠고 펠레라는 그 스웨덴친구 놈 말할때마다 줘패고싶었음,,,,,,,,,,,,,,,,,
2601,배드신 개웃김 공포 기대하면 노잼이고 코미디입니다,,,,,,,,,,,,,,,,,
2602,캐리건의탄생!!스토리.,,,,,,,,,,,,,,,,,
2603,호불호가 아주 강할것 같은 영화,,,,,,,,,,,,,,,,,
2604,참 재미나여레알 쩜 아주 재미나,,,,,,,,,,,,,,,,,
2605,여주인공이 웃으면서 끝나 다행이네요..  ^^,,,,,,,,,,,,,,,,,
2606,영화 너무 어려움..ㅜㅜ친구 잘못만나 인생종치는영화..생각나는건..추락씬..베드씬..은 좀..풉.. 느낀점..친구가 마을축제 가자고하면 따라가지말자..그리고..춤 오래춰서 여왕되는게 나은가..제물이 되는게 나은가.....,,,,,,,,,,,,,,,,,
2607,평범한분들에게는 다소 충격이 심할 수 있으나,,,,,,,,,,,,,,,,,
2608,특유의 분위기가 무섭다,,,,,,,,,,,,,,,,,
2609,유전과 비슷한듯 다른 공포,,,,,,,,,,,,,,,,,
2610,공포영화가 이래야지 ㅋㅋ 진짜 생각하면 섬찟,,,,,,,,,,,,,,,,,
2611,꿈인지 현실인지조차 구분이 안되는 하루,,,,,,,,,,,,,,,,,
2612,공포와 예술의 경계. 색다른 영화 좋았습니다,,,,,,,,,,,,,,,,,
2613,어떻게 이런생각을 할 수가 있는지,,,,,,,,,,,,,,,,,
2614,보면서 좀 웃기긴 했는데 뭐 나름,,,,,,,,,,,,,,,,,
2615,광기어린 영화. 보는 내내 무섭다,,,,,,,,,,,,,,,,,
2616,무섭다.. 소름끼친다.. 보고나서 생각하면 할수록 더 무서운 영화,,,,,,,,,,,,,,,,,
2617,배우들 연기 대박 ㅋㅋㅋ보는 사람까지 끔찍한기분,,,,,,,,,,,,,,,,,
2618,기괴하다. 배경이 대낮인데도 이렇게 소름돋을일이야?,,,,,,,,,,,,,,,,,
2619,ㅠㅠ 정말 무서웠어요 보는 내내 숨막히는 기분.,,,,,,,,,,,,,,,,,
2620,내가뭘본겨....??,,,,,,,,,,,,,,,,,
2621,대낮에도 이렇게 무서울수가 있나..,,,,,,,,,,,,,,,,,
2622,풍습,,,,,,,,,,,,,,,,,
2623,솔직하게 그렇게 호들갑 떨 정도로 잔인하냐 하면 절대 아닙니다 그냥 평범한 고어 영화에요 그냥 기괴한 영화 딱 그 정도 수준 입니다 이런 장르 많이 본 사람 입장에서 이걸 수작이라고 하는건 좀 많이 이해 안되네요,,,,,,,,,,,,,,,,,
2624,난생처음 남기는 평점.. 이 영화보고 예술 어쩌고 하는 사람들 뭐죠? 이렇게까지 잔인하게 영화를 만드는 감독이 더이상 안생겨나길.. 이케아 물컵밖에 생각이안남..,,,,,,,,,,,,,,,,,
2625,전작 유전에는 한참 못미침. 그리고 러닝타임이 너무 길어서 지루하기까지 함. 솔직히 공포영화는 만들기 쉬운 장르 중 하나라 이 감독도 과대평가되긴 함..영화 보다보면 여러가지 영화 섞은 느낌이 남. 이 작품은 솔직히...,,,,,,,,,,,,,,,,,
2626,이영화는 사이비종교 집단의 모티브한 영화소재는 나름 참신하나 더럽게 재미없다 신인급배우들연기는 괜찮았어요 내용은 지루해요,,,,,,,,,,,,,,,,,
2627,난 이런 영화가 내 취향이더라ㅎㅎ 개인적으로 맘에 들었음,,,,,,,,,,,,,,,,,
2628,미친 쓰레기영화보다가 정말 이건아니다싶어서 나왔습니다이걸보려고 멀리까지 보러온 내자신이 ㅂㅅ같음 보지마세요 돈아깝고 시간아까움 하 내돈..정신병 예약입니다 절대 보지마세요,,,,,,,,,,,,,,,,,
2629,역겨운영화 소리땜에 더 정신병 걸릴듯,,,,,,,,,,,,,,,,,
2630,고어하다고 요란떠는데 그저 그럼. 연출 연기력 배우 스토리 어느 하나 뛰어나지 않고 밍숭맹숭해서 간장이나 초고추장 찍지 않은 생광어회 씹는 느낌. 그저 전작인 유전의 명성으로 인해 지나치게 고평가된 영화,,,,,,,,,,,,,,,,,
2631,거장인척 하지 마라 아리 에스터,,,,,,,,,,,,,,,,,
2632,유전은 정말 좋았는데.... 여행 가기 전까지만 좋았다.,,,,,,,,,,,,,,,,,
2633,감독님 천재인줄 알았다가 이거보고 실망함...,,,,,,,,,,,,,,,,,
2634,그냥저냥 ..사실 깜짝깜짝 놀라는 진짜 무서운 영화 원했는데 이건 고어틱하기만 합니다,,,,,,,,,,,,,,,,,
2635,헐거운 서사,,,,,,,,,,,,,,,,,
2636,가족하고 같이 보러 갔는데. 아버지도 어머니도 여동생도 새로운 영감을 주는것 같아서 좋다고 하네요. 인간들이란,,,,,,,,,,,,,,,,,
2637,에휴...뭔 내용이야,,,,,,,,,,,,,,,,,
2638,이런 영화 자주 보고 싶네요.,,,,,,,,,,,,,,,,,
2639,개잔인해요 지금 토하러갑니다,,,,,,,,,,,,,,,,,
2640,대낮의 유전을 기대했는데,,,,,,,,,,,,,,,,,
2641,방금 보구 왔어요 굉장히 신선한 작품.  추천해줄만한 영화. 무섭지 않지만 공포입시다. 첨 봤음 이런 영화,,,,,,,,,,,,,,,,,
2642,최고네요 이런 영화얼마만인지ㄷㄷ,,,,,,,,,,,,,,,,,
2643,이거보고 친구들이랑 술마셨는데 어깨에 맞대며 건배함ㅋㅋㅋ,,,,,,,,,,,,,,,,,
2644,영화가 단지 호러물/공포물 이라기보다는... 가족과 관련된 트라우마의 치유,,,,,,,,,,,,,,,,,
2645,올해 최고의 영화. 아직 안 본 당신들에게 추천드립니다.,,,,,,,,,,,,,,,,,
2646,징그럽고. 무섭기늖했는.데 재미*,,,,,,,,,,,,,,,,,
2647,대낮을 공포로 만드는 아리 에스터의 재능,,,,,,,,,,,,,,,,,
2648,여주 연기 너무 잘해서 내가 주인공이 된 줄 알았음. 무서워,,,,,,,,,,,,,,,,,
2649,처음부터 끝까지 긴장하고 봤다,,,,,,,,,,,,,,,,,
2650,재밌어요 ㅋㅋㅋ 이런 독특한 영화 언제나 환영합니다,,,,,,,,,,,,,,,,,
2651,절 믿어요 제발 보지마세요 유전이 좋아서 보는거라면 그냥 예매 취소하세요... 난 고어가 좋아 미치겠다 봐도 괜찮을까?정말? 그 돈으로 맛있는거 사드세요...,,,,,,,,,,,,,,,,,
2652,최근 점프스케어만 남발하는 호러영화와 다른결의 호러영화. 호러보다는 기괴함,,,,,,,,,,,,,,,,,
2653,유전보다 더무서워 ㅅㅂ.;;;,,,,,,,,,,,,,,,,,
2654,엄청 웃겨요 코드만 맞으면,,,,,,,,,,,,,,,,,
2655,이건 역대급 수작임.이정도로 소름돋았던 영화는 본적이 없음..,,,,,,,,,,,,,,,,,
2656,감독색기 주먹으로 명치 세대만 처때리자 시바,,,,,,,,,,,,,,,,,
2657,멘탈을 아주 박살내는 영화. 스웨덴 여자들은 아름답다,,,,,,,,,,,,,,,,,
2658,오랜만에 만난 수작. 서스피리아와 함께 올해 최고의 영화.,,,,,,,,,,,,,,,,,
2659,비추한다.집단광기다.,,,,,,,,,,,,,,,,,
2660,전작과 연이어 볼때 아무래도 감독이 가족이 관련된 끔찍한 기억이나 트라우마가 있는듯 보인다. 그것을 활용한 굉장히 기괴하게 파고드는 심리적연출이 독보적이며 생각보다 인과관계가 명확한 영화다. 하지만 중간중간 필요이상...,,,,,,,,,,,,,,,,,
2661,최고의 몰입감. 최고의 뒷끝.,,,,,,,,,,,,,,,,,
2662,응응 장면에서 혼자 실실 쪼개면서 개 뿜었음ㅋㅋ.. 그 부분부터 뭔가 코미디로 전환되는거 같음.  영화는 전반적으로 초반부의 서스펜스가 후반부로 갈수록 힘이 쭉 빠져서 좀 지루하긴 합니다.. 유전은 서스펜스의 유지와...,,,,,,,,,,,,,,,,,
2663,해피엔딩이네요..^^,,,,,,,,,,,,,,,,,
2664,감독의 성적판타지 tmi를 옅본기분,,,,,,,,,,,,,,,,,
2665,지루해서 중간에 나옴...ㅡ,,,,,,,,,,,,,,,,,
2666,절대 보지마세요 스파이더맨 1번 더 보는게 이득입니다,,,,,,,,,,,,,,,,,
2667,대니만큼이나 위로받은기분,,,,,,,,,,,,,,,,,
2668,아 난 너무 좋았어.. 최고임,,,,,,,,,,,,,,,,,
2669,매운 음식처럼 먹을 땐 괴롭지만 다 먹고 나면 스트레스 풀리는 느낌이 계속 생각나는 영화. 주인공의 상처 치유 과정에서 오는 카타르시스가 인상적. 전작 유전보다 발전한 연출.,,,,,,,,,,,,,,,,,
2670,존잼 존잼 존잼 존잼 존잼,,,,,,,,,,,,,,,,,
2671,호평이 이렇게 넘칠정도로 한국에 영잘알들이 많나;; 걍 장르 공포라면서 무서운장면도없이 내용이해도 그들만의리그고 일반인은 절대한번봐서 이해안됨 그냥 별난장면 많이나오니까 다음엔 뭐가나올까하고봤지..기분만 더러워짐,,,,,,,,,,,,,,,,,
2672,비판이 아닌 극닥전 혹평을 남기는사람들 중 다수는 쫄아서 러닝타임중 절반은 눈가리고 암흑으로 시간 보낸놈들일듯ㅋㅋ공포영화가 무섭고 기분나쁘고 찝찝하면 그 자체로 수작이지 도대체 뭘 더 바라냐;,,,,,,,,,,,,,,,,,
2673,역시 남자들만 살기 좋지 ㅅㅂ어차피 내용이 뻔할거같아서 봤지만역시 뻔하더라남자들한테만 좋으라고 바람피고 불륜일으키는 영화만 만들지 하다하다 초경하는 여자애하고 서로 아무것도 모르는 사이에 관계를 하게 하니 원 드럽고...,,,,,,,,,,,,,,,,,
2674,뿅가는 오줌음료.마리화나는 저리가라 황홀함을 주고,,,,,,,,,,,,,,,,,
2675,다른 공포 영화네 비해 독보적으로 밝은 분위기 속에서 느껴지는 공포감이 좋았다.,,,,,,,,,,,,,,,,,
2676,진짜 키읔 한 30개 치고 싶음 웃참 하하하 자연 예쁜 것 빼고 다 구림...,,,,,,,,,,,,,,,,,
2677,오랜만에 공포영화가 땡겨서 찾아보다가 미드소마를 우연히 보고 검색했는데 평점에 공황장애 왜 보지 말라하는지 궁금해서 어떤가 싶어서 봤는데 완치자 다시 올 뻔 했음 고어 한 거 많이 본 사람으로써 시각적으론 그렇게 잔...,,,,,,,,,,,,,,,,,
2678,아름다운 영상미 속 기괴한 진실.. 플로렌스 퓨의 연기도 좋았고 스멀스멀 다가오는 공포의 연출도 훌륭했습니다.,,,,,,,,,,,,,,,,,
2679,인류 초기 문명의 모습을 현대의 눈으로 목격한다면 이 영화와 같을것 같다. 많은 의식과 상징,,,,,,,,,,,,,,,,,
2680,신선하네요 고어한 부분도 일부있으니 주의,,,,,,,,,,,,,,,,,
2681,통쾌한 영화라고 보는게 맞을듯,,,,,,,,,,,,,,,,,
2682,좋은데. 고어물 힘들다. 또 보고싶지만 두렵다.,,,,,,,,,,,,,,,,,
2683,이 감독은 전작도 이번작품도 늘 악이 승리하네요ㅡㅡㅎ,,,,,,,,,,,,,,,,,
2684,고어물 좋아하는사람들한텐.재밋음...,,,,,,,,,,,,,,,,,
2685,이상한 영화..미친 집단종교에 나도 모르게.빠진다. 놀래키지않아도 무서운 영화,,,,,,,,,,,,,,,,,
2686,이 영화를 보고 탈모가 나았습니다 ㅎㅎ 강추,,,,,,,,,,,,,,,,,
2687,여주 ufc 린다로우지 닮았음,,,,,,,,,,,,,,,,,
2688,걍 노잼 잔인한 장면도 많이 없고 그냥 영화 자체가 우스웠음 비급 영화 같았고 내용도 비어있는 느낌 이 영화가 재밌다고 한 사람들은 뭘 봐도 재밌을듯 최악의 영화,,,,,,,,,,,,,,,,,
2689,쓰레기영화저런스타일영화는 왜 만드는지..,,,,,,,,,,,,,,,,,
2690,보는 내내 불쾌함이 가시지 않는 영화. 주인공 일행의 부족한 개연성은 덤. 유전과 비교하기엔 너무나도 큰 실례이다.,,,,,,,,,,,,,,,,,
2691,보다가 정신병 걸릴것 같다는말 인정이요.. 최근 본 영화중 최악의 역겨운 영화,,,,,,,,,,,,,,,,,
2692,신기한 게 다시 봐도 지루하지 않은 전개. 보고나서 개운했습니다.,,,,,,,,,,,,,,,,,
2693,끔찍한데 너무 뻔하다. 컬트가 저럴 거라고 생각되는 부분이 다 뻔하게 나와서 무섭지 않았다.... 공감도 되지 않고 그냥 저런 미친 그룹에 연류되지 않고 살아와서 다행이란 생각만 들었음,,,,,,,,,,,,,,,,,
2694,최고의 영화! 온가족이 함께 봤어요. 즐거운 시간!,,,,,,,,,,,,,,,,,
2695,인생 공포영화중 최고의 힐링물,,,,,,,,,,,,,,,,,
2696,감독이 무엇을 말하고 싶었는지는 사실 잘 모르겠고...막 갑자기 튀어나오고 때려부수고 날라다니는 영화가 더 제 취향인듯함,,,,,,,,,,,,,,,,,
2697,미친 쓰레기 영화 만든사람 찍은사람 편집자 다 쓰레기,,,,,,,,,,,,,,,,,
2698,재미있게본사람들은 사이코패스다,,,,,,,,,,,,,,,,,
2699,5월 여왕 뽑는 부분만 보면 힐링영화 맞음 빙글빙글 돌면서 놀다가 여왕 뽑히니까 마을 사람들 전부다 손 반짝반짝하면서 뛰어오는데 색감도 예쁘고 힐링됨. 나머지는 기괴하고 잔인하기만 하고 공포라고 느껴지진 않았음.,,,,,,,,,,,,,,,,,
2700,장르는 공포영화인데 몽환적 분위기의 종교색이 짙은 환타지 영화에 더 가깝다. 중간에 잔인하고 엽기적인장면이 몇개 있기는 하지만 그닥 영향력은 없어 보인다. 스웨덴 백야 축제인 미드소마에서 영감을 얻어 만든작품인데 감...,,,,,,,,,,,,,,,,,
2701,너무도 참신해서 좋았다난 이런것보단 실화를 바탕으로한 범죄물이정신적으로 더 안좋은 느낌이라이정도는 정신 이상해지진 않았음ㅋㅋ,,,,,,,,,,,,,,,,,
2702,원래 포토카드 모으거등요. 야간에 혼자 보러 갔다가 ... 어휴 ... 집에 운전하면서 오는 길에도 찝찝. 포토카드 처음이자 마지막으로 버렸어요. 꿈꿀까봐 ㅋㅋㅋㅋ,,,,,,,,,,,,,,,,,
2703,절벽에 떨어질때 저노인나이되도 무섭겠고 대갈통 짜부되겠다생각으로 떨어질텐데 저걸 실제식촬영으로 하니 어차피 cg이겠지만 자꾸생각났었지 한마디로 미친영화였지. 그리고 살아남을때. 또 죽일때 흠. 무삭제영화 봐야하는데....,,,,,,,,,,,,,,,,,
2704,,,,,,,,,,,,,,,,,,
2705,,,,,,,,,,,,,,,,,,
2706,,,,,,,,,,,,,,,,,,
2707,,,,,,,,,,,,,,,,,,
2708,,,,,,,,,,,,,,,,,,
2709,작품성은 잘 모르겠고... 은은한 호스텔... 몰입되긴 하는데 잔인하긴 혀;;,,,,,,,,,,,,,,,,,
2710,,,,,,,,,,,,,,,,,,
2711,,,,,,,,,,,,,,,,,,
2712,,,,,,,,,,,,,,,,,,
2713,기분 몽롱해지고 만약 마약을 한다면 이런느낌일 것 같다는 느낌을 받은 영화... 아직도 머리 아프고 속 울렁거린다...,,,,,,,,,,,,,,,,,
2714,,,,,,,,,,,,,,,,,,
2715,좀 지루했지만 나름 흥미롭게 봤어요.,,,,,,,,,,,,,,,,,
2716,,,,,,,,,,,,,,,,,,
2717,좋다고 하면 좋은 영화일수도 있겠군요 영상이나 음향은 훌륭했던것 같고처음 보고 나서는 이유 모를 엄청난 역겨움이 들었는데생각해보니 사이비종교같은 냄새랄지 대단한 거부감이 있더군요개인적으론 문제작들 대다수 봐왔지만 비...,,,,,,,,,,,,,,,,,
2718,미드 한니발 보신분들은 느낄테지만... 너무 이미지 겹쳐서 충격도 신선함도 없었네요. 스토리도 그냥 식상한데 ... 영화보고 충격받고싶었는데 그냥 무난하다는 평점주러왔다가 다른분들 평점보고 충격받고갑니다,,,,,,,,,,,,,,,,,
2719,감독의 전작 유전의 분위기가 이번 작품에서도 느껴진다 꼭 보시길,,,,,,,,,,,,,,,,,
2720,공포를 기대했다면 0점을 주는 것이 당연하지만 아셔야 될 게 감독은 자기는 공포영화를 만든 게 아니라 감독 본인의 실연 경험을 토대로 한 복수극이라고 했습니다 공포 스릴러 통틀어 3점이상 준적이 없는데 3점 준 이유...,,,,,,,,,,,,,,,,,
2721,점점 소름끼쳐서 재미있게 봣음,,,,,,,,,,,,,,,,,
2722,진짜 지루하고 재미없네 그리고 첨부터 예상되는 결론까지 반전도 없고 그냥 생각하신데로 영화는 진행됩니다,,,,,,,,,,,,,,,,,
2723,신선하긴 신선했다  쓰팍~~!,,,,,,,,,,,,,,,,,
2724,옴팡나게 건조하나,,,,,,,,,,,,,,,,,
2725,자극과 불쾌감에만 초점을 맞춘 영화인 듯 합니다.,,,,,,,,,,,,,,,,,
2726,미친... 욕 나온다. 스웨덴 근처도 안간다,,,,,,,,,,,,,,,,,
2727,아리 에스더는 천재다.,,,,,,,,,,,,,,,,,
2728,인터넷에서 하도 대단하다고 호들갑을 떨길래 기대했더니,,,,,,,,,,,,,,,,,
2729,초반은 레전드..  중 후반 부턴 그 체험이 지루하다,,,,,,,,,,,,,,,,,
2730,좋다가 말았다 진짜. 중반부터 엉뚱함,,,,,,,,,,,,,,,,,
2731,기괴하고 기분 나쁘면 성공한 장르의 영화결과는 대성공 이거 데이트 무비로 추천하는 사람들은..,,,,,,,,,,,,,,,,,
2732,잔인하고 짱재밌음~~~~,,,,,,,,,,,,,,,,,
2733,잊을수가없는 장면들이 ..많네,,,,,,,,,,,,,,,,,
2734,다른 방식으로 표현한 것에 대해서는 장점이 있는 영화,,,,,,,,,,,,,,,,,
2735,시각적으로 혼란스럽게 만들다가 좀 심심해진 영화,,,,,,,,,,,,,,,,,
2736,우리나라가 최고여.. 딴데 가지마라..,,,,,,,,,,,,,,,,,
2737,무섭다 스웨덴..ㅠㅠ 절대 안가야지,,,,,,,,,,,,,,,,,
2738,오락영화들과는 차원이 다른 퀄리티,,,,,,,,,,,,,,,,,
2739,유전이랑 분위가가 180도 다르지만 더 무섭게 느껴지는건 나뿐인가,,,,,,,,,,,,,,,,,
2740,검은 흉기. 검술은 살인술. 그 어떤 대의명분과 미사여구로 포장해도 그것은 진실 바람의 검심 대사처럼 이 영화는 결론은 살인. 각종 미사여구로  포장을 계속해.나의 멘탈은 영화끝무렵 많이 깨져나가 있었다.,,,,,,,,,,,,,,,,,
2741,처음격어본 영화인데요.어렵네요.극호불호 갈릴 영화.,,,,,,,,,,,,,,,,,
2742,특이한거 좋아한다면... 한번 모험해보세요!!인생 뭐 있습니까??,,,,,,,,,,,,,,,,,
2743,한국형 싸구려 신파극에 익숙한 한국인들에겐 맞지 않는 영화,,,,,,,,,,,,,,,,,
2744,기괴하고 불쾌한데 빨려들어가는 뭔가가 있네요. 재밌게 봤습니다.,,,,,,,,,,,,,,,,,
2745,오늘 하지라서 기념으로 미드소마 청합니다. 역시 미드소마는 하지에 봐야 제맛,,,,,,,,,,,,,,,,,
2746,이걸 왜 재개봉까지 한거임? 아니 야발 개욕나오네,,,,,,,,,,,,,,,,,
2747,우웨에에애에에에에ㅣ에에엑 기분 더러운데 너무 잘 만든것같다... 누가 제일 무서웠던 공포영화가 뭐였냐고 물으면 이거 꼽을래,,,,,,,,,,,,,,,,,
2748,와우네 신선한 공포영화,,,,,,,,,,,,,,,,,
2749,1~2점주려다 초딩소리 들을까봐 3점준다,,,,,,,,,,,,,,,,,
