,content,,,,,,,, ,,,,,,,,,,,,,,,,,,,,
4037,2는 안봐서 모르겠는데 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4038,솔직히 1편만 재밌자나,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4039,나도 총알 피할래,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4040,극장에서 보고 충격 많이 받았다는 영화^^,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4041,그 당시에 최고의 충격...지금도 유효하다...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4042,최고의 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4043,최고! 완벽! 혁명!적 영화...천재 워쇼스키 형제 감독에 감사,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4044,내생에 최고의 영화! 이보다 완벽한 영화가 있을까 ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4045,오라클 방에서 딱 '아키라'가 떠올랐다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4046,약간소름..최고..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4047,베스트오브베스트,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4048,최고,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4049,전편을 통틀어 최강이 였다. 특히 음악들이 마음에 들었다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4050,멋진 씬과 스토리와 배우가 있는  SF 초특급 수퍼~,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4051,말이 필요없는 영화!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4052,정말 재밌네요..2편과 3편보구 젤 나중에 본게 후회됩니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4053,이것도 예측가능한 오류일까?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4054,진짜 잼있어요,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4055,눈이 즐거운영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4056,최고로 신선한!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4057,대성공한 새로운 시도..볼만한 영화..^^,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4058,폼도나고 재미도 있고....,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4059,이런 영화에 별5개를 안주면 어떤 영화에 줄수 있을까나,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4060,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4061,정말 1편만 괜찮음;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4062,멋진 배우,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4063,정말 파고들면들수록 끝이없는 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4064,정말 좋다.. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4065,매트릭스 1편만 굿!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4066,이 영화는 고전이 될 것이다. '끝내주는' SF.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4067,정말 대단한 슬로우 모션의 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4068,글쎄...제대로 된 답은 없는 슬로우모드 액션영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4069,이 영화를 안봤다면 영화를 모르는 사람이다..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4070,매트릭스는 1편만...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4071,충격적인 영화. 액션성만 부각된 속편이 안타까운 수작.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4072,9쩜대가 왠말입니까 10쩜도 모질라요,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4073,정말 영화를 볼줄 안다면 10점을 누르라,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4074,훌륭합니다. 극장에서 못 본게 한이라는...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4075,혁명적인 비쥬얼에 철학적 깊이까지 가히 최고의 SF영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4076,충격적인 영화!! 최고였다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4077,재미있다..ㅋㅋ최고최고~,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4078,진지하게봤다!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4079,처음 봤을 때 너무 재미있어서 감탄하며 봤던 기억,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4080,다시 봐도 여전히 최고!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4081,말이필요없다...액숀영화계의 커다란 획!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4082,뭘더바래..후속작이 없었으면 진짜 전설인데..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4083,액션 보다 시나리오에 점수 더 준다..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4084,훌륭한 영화!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4085,너무많은 기대속에.. 난...;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4086,이런걸 우린 명작이라고 일컫지. 인간의 상상력과 표현력이란,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4087,자신들이 본 것들을 섞어서 최고의 작품으로 만들다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4088,최고의 액션!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4089,대작이라 일컬어도 손색이 없다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4090,영원히남을  최고의작품!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4091,홍콩 무비와 일본 애니의 익숙한 우리에게 새로울 것도 없잔아,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4092,최고야. 대중성은 떨어지더라도 나에겐 최고의 영화였어.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4093,초등학교때 봤었지만 아직도 기억이 생생하다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4094,진짜 그때봤었을때는 넘 충격적이었다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4095,한마디로 SF의신화 이게10점아니면뭐가10점?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4096,네오... 시공간을 초월하여 우리의 뇌리에 박히다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4097,스토리가 어려웠고 미국의 수공업 액션은 참..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4098,내가 사는곳도 어쩌면...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4099,극장에서3번봤음 말다했지..최고다!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4100,1만큼은 주저없이 10점이다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4101,1만이 신화였다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4102,1만 충격이었다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4103,상상력의 틀을 깨어버린 SF 걸작. 형제는 용감했다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4104,우리세계도가상현실속에서살아간다는생각을늘해야한다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4105,그러나 아쉽게도,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4106,이런상상을 하다니,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4107,생각할수록 재미있다..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4108,명작.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4109,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4110,쵝오 -_-b,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4111,21세기 문을 연 최고의 영화... SF영화의 완성,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4112,멋진영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4113,다시볼수록 내용이 새롭다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4114,철학처럼 어렵지만.. 철학처럼 뛰어난 영화..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4115,재밌따...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4116,영화사에 한획을 그은 위대한작품,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4117,말이필요없는 최고의 영화~!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4118,이 영화의 탄생은 영화사에 중요한 부분이 되었다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4119,액션최고,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4120,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4121,최고의 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4122,철학과에서 그토록 기다려온 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4123,1편그대로가 좋았던 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4124,SF 교과서 필수목록,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4125,sf영화의 혁명작!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4126,더이상 어떤 영화가 나오길 기대하는가!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4127,SF역사상 최고의 영화!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4128,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4129,과연 최고아닌가!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4130,이렇게 영화 만들어보자.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4131,1편만으로 완성된 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4132,말이 필요없죠...세계 영화사의 한획을 그은 영화이니깐요...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4133,언제 봐도 역시 최고의 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4134,매트릭스 1은 단연 최고의 명작. 속편은 만족할만한 작품 아님,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4135,최고의 액션영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4136,액션의혁명을한단계업그래이드시킨것같다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4137,멋진장면들 멋진배우.키아누 리브스. 움하하하 새로운 세상,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4138,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4139,그때당신 어떤영화가 이런 상상을 했으리.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4140,전세계가 열광한 수작! 총알 피하는 장면은 가히 압권!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4141,멋져!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4142,다시 한번 생각하게 한 영화... 여기서 끝냈어야 했다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4143,말이 필요없다... 신개념 sf의 길을 열었다..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4144,네오가 레오입니까?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4145,상상도 못할 줄거리. 무엇을 상상하건 간에 그 이상?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4146,최고최고라고 생각하고 2를 기다렸다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4147,심오한영화- _- 흠,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4148,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4149,1편만 놓고 볼때 SF의 명작임,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4150,철학이 담긴 최고의 SF영화!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4151,왠만한 종교보다 더 종교적이고 철학이 담긴 것처럼 보이는 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4152,최고지..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4153,명작,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4154,비쥬얼만으로도 그 시절 최고의 SF액션,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4155,1편은 최고 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4156,최고.. 말필요없음..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4157,내맘을쏙 잡은영화 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4158,첨엔 난해...보고난후에야..아~그러나 완전이해는 불가능^^,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4159,뛰어난 sf효과. 1편은 재미있음..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4160,1편 훌륭했죠,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4161,이 카피는 1편에게-무엇을 상상하든 그 이상을 볼 것이다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4162,워쇼스키형제 만세!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4163,작살!이쥐~ 이런영화도 또나오기힘들껄?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4164,그가 되는 길.. 위대한 세계관은 날 중독시켰다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4165,감히 SF의 지존이라 할 만함,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4166,날 빠지게 해버린 영화..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4167,이런 영화가 또다시 나올까?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4168,화려한 액션 스토리 굿..ㅋㅋ1이 제일 재미있음..ㅋ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4169,모든 면에서 완벽에 가까운 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4170,SF중 최고,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4171,매트릭스 라는 세계 를 만든것만으로도 정말칭찬할만한작품,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4172,영원히 잊을 수 없는.. 그 스피디한 분위기.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4173,매트릭스는 후속작이 나오지 말았어야 했다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4174,굿,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4175,정말 재밌었음,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4176,2.3편은...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4177,에반게리온 처럼 기독교적인 철학이 녹아있는 사색의영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4178,매트릭스 속에 숨은 철학에 반했다ㅠㅠ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4179,헐리웃을 죽음의 직전에서 구한 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4180,매우 마음에 안들었던 워쇼스키 형제의 예수관,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4181,왜 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4182,더이상 무슨 말이 필요한가,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4183,대작이지,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4184,식상한 사고방식을 탈피한 영화.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4185,충격 그 자체.. 단지 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4186,1만 재미있다. 하지만 사고의 전환 멋짐!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4187,작품성이 정말 뛰어난 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4188,생각하게 하는영화...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4189,보고 나오면서도 내용을 다시 생각해보고 생각해봄...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4190,Hello Mr.Anderson?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4191,발상의 전환. 미래는 없다!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4192,괜찮은 영화..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4193,놀라움 그 자체,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4194,이런 영화도 만들 수 있다니..;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4195,걸작품임..액션의..뭐 어쩌구..10점!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4196,사고의 전환,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4197,영화계 비쥬얼혁명의 주인공,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4198,이미고전이되어버린명작,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4199,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4200,스타워즈를 잇는 최고 SF걸작,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4201,우리 나라에도 이런영화는 언제쯤..ㅠ_ㅠ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4202,진실이란 무엇인가를 깨닫게한 최고의영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4203,세상을 다시 바라보게 하는 충격적인 영화였다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4204,SF영화의 새로운 가능성을 보여준 작품,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4205,재밌는영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4206,1편10점 2편7점 3편8점 -> 평균 8점,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4207,1편이 제일 재미있었다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4208,좋았어 화끈한 액쇼!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4209,아이디어 참 신선하고 액션도 최고다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4210,워쇼스키 형제는 다신 이런 영화 못 만들겠지?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4211,대단하다...스토리! 액션! 멜로(?) 까지 모두 최고다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4212,언제봐도 멋있는 정말 최고의 명작영화...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4213,정말 멋있는 영화..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4214,내가 이영화 좋아하는 이유는 틀을깨기때문이다 그당시 신선한 충격이었다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4215,아직도 밑에놈 처럼 영화 이해 못함 삼류 저질 새끼들 즐 ^^,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4216,이영화 끝에 스미스가 너무 분명하게 죽던데;;속편이 왜 나온거야?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4217,ㅋ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4218,말이 필요 없습니다 느끼세요 ㅋㅋ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4219,최고다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4220,굿,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4221,꺅>.< 진짜 재미있었어요~~스릴넘치고넘침!빨리 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4222,영화를 이해못하면 재미없어진다. 하지만 난 이해해서 재밌었다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4223,이건 이영화를 이해하지 못한사람만재미없어 합니다.!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4224,몇번을 다시봐도 질리지 않는 영화!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4225,good!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4226,말이 필요없는.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4227,great!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4228,SF액션 하면 이젠 모두들 매트릭스를 떠올리게 될것이다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4229,모든 SF영화는 매트릭스 이전 영화와 이후 영화로 구분된다..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4230,아주 거대한 스케일! 완성도두 좋고..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4231,SF의 新기원.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4232,매트릭스라는 꿈같은 이야기를 현실속에 만들어낸 영화사의 길이남을 역작,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4233,전세기 최고의 영화!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4234,그 당시 상상할 수 없었던 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4235,매트릭스1만은 10점 이상을 주고 싶다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4236,123다 좋아.. 소재가 좋아..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4237,사고방식의 혁명 - `지금 마시고 있는 게 공기인가?`,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4238,2편과 3편은 나오지 말았어야 한다.매트릭스 그 자체는 영원한 걸작이다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4239,당시 엄청난충격을 나에게 줬던 엄청난대작.진실에 대한 엄청난 고찰.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4240,.....,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4241,에궁...홍두깨 아저씨 목소리..나온다...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4242,아 슬프다 ㅜㅜ.. 장정진님 목소리 나오네..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4243,최고다...정말 내가 살고 있는 이 현실이 의심스러울정도...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4244,너무 많이 봐서 몇번을 봤는지 모르는 영화~,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4245,말이 필요없는 최고의 액션 영화~~,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4246,최고의 SF영화.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4247,최고의영화!!! 비디오로5번 봤다. 나는 총알을 피하는것보다 막는장면좋다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4248,세계관도 수준급 액션도 수준급,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4249,최고의 영화~~ ^^,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250,스토리도 영상도 배우도 모든것이 최고다 최고로 멋진영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4251,영상,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4252,1편이 가장 잼있었다... 속편즐 -_-;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4253,상상초월 정말.....최고였죠 정말 대박,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4254,매트릭스1을 만점을 않주는 사람은 뭔가 -_-걸작중의 걸작,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4255,혁명적이였다. 최고의 액션!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4256,영화사에 길이 남을 대작!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4257,와이어 액션의  결정판..... 매트릭스 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4258,나에게 커다란 충격을 준 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4259,속편이 안나왔다면 최고가 될수 있었던 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4260,처음은 언제나 멋지지,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4261,너무 거대하게 포장된 감이 있다. 보고나서 시간이 지나면 흥분이 사라진다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4262,말이 필요없다. 내 생애 최고의 영화. MATRIX,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4263,SF의 새로운 지평을 연 영화. 정말 재미있다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4264,재미없습니까?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4265,1편만 나왔다면... 길이길이 남을 영화.. 모든면에서 앞서 나간다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4266,눈과 머리를 함께 즐겁게 해주는 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4267,엄청난 충격을 가지고온영화 매트릭스,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4268,매트릭스 넘 잼있습니다... 별점을주니...영화를보여주게해주새요,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4269,SF의 신장르 개척,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4270,인류의 명작으로 남겨야 하는 작품이다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4271,너무 좋아서요,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4272,특수효과의 새로운 시작. 근데 1편에서 마무리짓지~,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4273,강추,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4274,매트릭스 넘 잼있었어용^-^ 4편,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4275,새로이 태어나는 네오는 진정한 영웅...워쇼스키 파이팅~~,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4276,정말 재밌다. 너무 재밌어서 2편은 실망할까봐 걱정스러웠던..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4277,재밌다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4278,생애 최고의 영화!! 눈으로 보는 영화가 아닌 영화!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4279,영화계에 한획을 그은 위대한 영화^^,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4280,재미로만 보던 블록버스터의 인식을 바꾼 영화.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4281,뛰어난 상상력의 한계는 아직 멀었음을 보여주는 영화.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4282,구성도 완벽하고,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4283,SF의 커다란 획을 긋는 최고의 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4284,최고의 영화~!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4285,그 유명한 액션씬을 보게되네요,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4286,역시 워쇼스키의 최고작,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4287,인생영화...  다시봐도 이 이상의 영화는 없다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4288,일론머스크 뇌이식칩 .,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4289,기대됩니다. 인생작...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4290,보는내내 전율이 돋았고 예측할 수 없는 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4291,본 후 : ??? 이 히오스는 뭐지...?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4292,다시봐도 최고! 길을 아는 것과 그 길을 가는 것은 다르다!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4293,난해하고 공각기동대가 녹아들어있지만 SF영화의 한획을 긋는 대작. 키아누리브스를 위한 영화같기도,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4294,액션 영상미 철학 모든것을 갖춘영화. 하지만 우려먹기 시시할결말.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4295,보다보면 머리가 아프다가 언젠가부터 이 말도 안되는 세계에 들어가있다 영화 끝난 후엔 꿈꾸는 느낌,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4296,SF영화는 매트릭스 전과 후로 나뉜다. 충격적인 영상미와 완벽한 시나리오가 만들어낸 걸작,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4297,20년이 지나서 봤는데 희대의 역작,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4298,아날로그 시대에서 말도안되던 스토리들이 시대를 거듭할수록 설득력이 높아져만가는 수준높은 영화.저 당시에 어떻게 가상세계를 꿈꾸었던걸까.그것도 철학과 종교적 판타지를 적절하게 섞어서 마치 내생애에 있을법한 착각까지 주...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4299,쨩!!! 이걸 어떻게 1999년에 만들었죠,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300,닥터스트레인지는 매트릭스의 발톱에 때였다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4301,철학적 의미와 쾌락에서 나오는 액션쾌감... 둘다 잡은 영화는 정말 드물다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4302,짬뽕은 왜 맛있는걸까?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4303,우울한 기분을 뻥하고 뚫어주는 사이다같은 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
